"Status","Year","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Ministry of Justice","Outside London","160","[c]","27920","25120"
"Leaver Dept.","2023","Unknown","National Crime Agency","London","35","[c]","49930","40340"
"Leaver Dept.","2023","Unknown","National Crime Agency","Outside London","45","[c]","34800","36040"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","Outside London","70","[c]","43040","37060"
"Leaver Dept.","2023","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","Outside London","85","[c]","32340","31060"
"Leaver Dept.","2023","Unknown","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","London","55","[c]","35590","30160"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","Outside London","95","[c]","29970","25600"
"New entrant CS","2023","Declared disabled","Cabinet Office","London","95","[c]","31900","28840"
"New entrant CS","2023","Declared disabled","Cabinet Office","Outside London","80","[c]","35430","28840"
"New entrant CS","2023","Declared disabled","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","60","[c]","30120","25610"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","40","[c]","41980","40260"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","200","[c]","29590","25920"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Outside London","70","[c]","26140","22500"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Outside London","445","[c]","26420","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","Outside London","250","[c]","27220","22520"
"New entrant CS","2023","Declared disabled","HM Treasury","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","London","40","[c]","34130","29750"
"New entrant CS","2023","Declared disabled","Home Office","Outside London","135","[c]","25570","22400"
"New entrant CS","2023","Declared disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Outside London","235","[c]","31020","27500"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","London","115","[c]","31910","29660"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Outside London","1030","[c]","24810","23640"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","Outside London","230","[c]","30330","29100"
"New entrant CS","2023","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","Outside London","100","[c]","29990","25310"
"New entrant CS","2023","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","London","410","[c]","37160","30160"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","Outside London","470","[c]","30270","25600"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","London","175","[c]","44320","35240"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Outside London","320","[c]","44280","36150"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","London","35","[c]","46590","34640"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Outside London","35","[c]","32300","30170"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","London","105","[c]","45610","34110"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","30","[c]","42920","34110"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","105","[c]","37070","34480"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","620","[c]","32380","31120"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","75","[c]","36410","35040"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","Outside London","85","[c]","40530","37710"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","245","[c]","41690","36000"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","1030","[c]","30290","25920"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","London","140","[c]","38230","35010"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Outside London","205","[c]","42110","40170"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","110","[c]","37870","33880"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","145","[c]","39050","41840"
"New entrant CS","2023","Declared non-disabled","Department for Transport","London","125","[c]","37380","35400"
"New entrant CS","2023","Declared non-disabled","Department for Transport","Outside London","760","[c]","26100","22500"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","London","165","[c]","38040","39150"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Outside London","2375","[c]","28240","25610"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","London","55","[c]","47850","41330"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","Outside London","45","[c]","40040","33500"
"New entrant CS","2023","Declared non-disabled","Estyn","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Outside London","50","[c]","34050","30960"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","Outside London","50","[c]","28420","23390"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","London","265","[c]","35870","31980"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","Outside London","2475","[c]","28080","22520"
"New entrant CS","2023","Declared non-disabled","HM Treasury","London","125","[c]","34720","29500"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Outside London","55","[c]","35200","29970"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","London","30","[c]","31630","29750"
"New entrant CS","2023","Declared non-disabled","Home Office","Outside London","85","[c]","25470","22400"
"New entrant CS","2023","Declared non-disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","London","35","[c]","37040","37850"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","Outside London","995","[c]","33270","32500"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice","London","840","[c]","32430","31310"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice","Outside London","7225","[c]","25900","23640"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice","Unknown","40","[c]","28140","28880"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","70","[c]","50130","44250"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","340","[c]","51700","47750"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","London","215","[c]","44430","40000"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","175","[c]","34720","30170"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","70","[c]","37750","33500"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government","Outside London","1105","[c]","32160","29100"
"New entrant CS","2023","Declared non-disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","London","50","[c]","34260","30400"
"New entrant CS","2023","Declared non-disabled","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","London","80","[c]","49040","42000"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","Outside London","530","[c]","29370","24840"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government","Outside London","220","[c]","35250","32460"
"New entrant CS","2023","Undeclared","Attorney General's Departments","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Attorney General's Departments","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","30","[c]","32250","31350"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Education","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","65","[c]","29310","25920"
"New entrant CS","2023","Undeclared","Department for International Trade","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Transport","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Transport","Outside London","90","[c]","27870","26780"
"New entrant CS","2023","Undeclared","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Work and Pensions","Outside London","110","[c]","27080","21690"
"New entrant CS","2023","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Revenue and Customs","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Revenue and Customs","Outside London","105","[c]","27330","22520"
"New entrant CS","2023","Undeclared","HM Treasury","London","35","[c]","30960","27820"
"New entrant CS","2023","Undeclared","HM Treasury","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Defence","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Justice","London","55","[c]","31030","29660"
"New entrant CS","2023","Undeclared","Ministry of Justice","Outside London","310","[c]","24550","23640"
"New entrant CS","2023","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Rail and Road","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scottish Government","Outside London","40","[c]","29260","29100"
"New entrant CS","2023","Undeclared","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Attorney General's Departments","London","55","[c]","35120","28200"
"New entrant CS","2023","Unknown","Attorney General's Departments","Outside London","145","[c]","29550","24430"
"New entrant CS","2023","Unknown","Cabinet Office","London","345","[c]","33210","28840"
"New entrant CS","2023","Unknown","Cabinet Office","Outside London","180","[c]","33310","28840"
"New entrant CS","2023","Unknown","Cabinet Office","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Charity Commission","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Business, Energy and Industrial Strategy","London","130","[c]","38310","34410"
"New entrant CS","2023","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","265","[c]","32700","31120"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport","London","45","[c]","35270","35040"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Education","London","95","[c]","34310","29530"
"New entrant CS","2023","Unknown","Department for Education","Outside London","245","[c]","34720","30330"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs","London","115","[c]","41970","40260"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs","Outside London","270","[c]","28050","22430"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for International Trade","London","185","[c]","37350","35010"
"New entrant CS","2023","Unknown","Department for International Trade","Outside London","190","[c]","40280","41000"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities","London","30","[c]","40070","33880"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities","Outside London","55","[c]","32120","25960"
"New entrant CS","2023","Unknown","Department for Transport","London","105","[c]","35740","34390"
"New entrant CS","2023","Unknown","Department for Transport","Outside London","635","[c]","27290","26780"
"New entrant CS","2023","Unknown","Department for Work and Pensions","London","50","[c]","35970","39150"
"New entrant CS","2023","Unknown","Department for Work and Pensions","Outside London","490","[c]","28160","21690"
"New entrant CS","2023","Unknown","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department of Health and Social Care","London","670","[c]","41300","34190"
"New entrant CS","2023","Unknown","Department of Health and Social Care","Outside London","645","[c]","39290","33390"
"New entrant CS","2023","Unknown","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","Outside London","85","[c]","30990","30960"
"New entrant CS","2023","Unknown","HM Land Registry","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Land Registry","Outside London","260","[c]","27850","23390"
"New entrant CS","2023","Unknown","HM Revenue and Customs","London","215","[c]","33720","31980"
"New entrant CS","2023","Unknown","HM Revenue and Customs","Outside London","1815","[c]","25660","22520"
"New entrant CS","2023","Unknown","HM Treasury","London","60","[c]","37340","32970"
"New entrant CS","2023","Unknown","HM Treasury","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Home Office","London","1730","[c]","31100","29750"
"New entrant CS","2023","Unknown","Home Office","Outside London","5700","[c]","24860","22400"
"New entrant CS","2023","Unknown","Home Office","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Home Office","Unknown","50","[c]","26310","25750"
"New entrant CS","2023","Unknown","Ministry of Defence","London","305","[c]","39370","37850"
"New entrant CS","2023","Unknown","Ministry of Defence","Outside London","4225","[c]","30620","27140"
"New entrant CS","2023","Unknown","Ministry of Defence","Overseas","50","[c]","47430","45690"
"New entrant CS","2023","Unknown","Ministry of Defence","Unknown","150","[c]","22460","17660"
"New entrant CS","2023","Unknown","Ministry of Justice","London","860","[c]","31030","29660"
"New entrant CS","2023","Unknown","Ministry of Justice","Outside London","4100","[c]","25590","23640"
"New entrant CS","2023","Unknown","Ministry of Justice","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","London","140","[c]","42310","36140"
"New entrant CS","2023","Unknown","National Crime Agency","Outside London","335","[c]","36100","36040"
