"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","East of England","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","G7","Unknown","35","30","50450","49400"
"In post","2023","Analysis","East of England","HEO","Heterosexual / straight","50","50","31530","30350"
"In post","2023","Analysis","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","East of England","HEO","Unknown","50","50","30560","30350"
"In post","2023","Analysis","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East of England","SEO","Heterosexual / straight","55","55","38860","37310"
"In post","2023","Analysis","East of England","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East of England","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","East of England","SEO","Unknown","50","45","38260","37310"
"In post","2023","Analysis","London","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","AA","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","London","AO","Heterosexual / straight","40","40","24840","24520"
"In post","2023","Analysis","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","London","EO","Heterosexual / straight","235","230","29720","29660"
"In post","2023","Analysis","London","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","London","EO","Unknown","85","80","30400","29890"
"In post","2023","Analysis","London","G6","Heterosexual / straight","395","375","76070","71410"
"In post","2023","Analysis","London","G6","LGBO","35","35","73010","70670"
"In post","2023","Analysis","London","G6","Undeclared","40","40","77510","73070"
"In post","2023","Analysis","London","G6","Unknown","50","50","71720","70070"
"In post","2023","Analysis","London","G7","Heterosexual / straight","895","865","58740","58240"
"In post","2023","Analysis","London","G7","LGBO","85","80","58310","56680"
"In post","2023","Analysis","London","G7","Undeclared","110","105","59340","59080"
"In post","2023","Analysis","London","G7","Unknown","155","150","58670","57330"
"In post","2023","Analysis","London","HEO","Heterosexual / straight","745","735","36530","36000"
"In post","2023","Analysis","London","HEO","LGBO","95","90","35970","35700"
"In post","2023","Analysis","London","HEO","Undeclared","90","85","37000","36480"
"In post","2023","Analysis","London","HEO","Unknown","290","290","35450","35410"
"In post","2023","Analysis","London","SCS level","Heterosexual / straight","130","125","90400","83030"
"In post","2023","Analysis","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","London","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2023","Analysis","London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","London","SEO","Heterosexual / straight","560","545","44880","44260"
"In post","2023","Analysis","London","SEO","LGBO","65","65","44420","43900"
"In post","2023","Analysis","London","SEO","Undeclared","60","60","45150","44830"
"In post","2023","Analysis","London","SEO","Unknown","150","150","44520","43760"
"In post","2023","Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","North East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","G7","Heterosexual / straight","60","55","54230","53190"
"In post","2023","Analysis","North East (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","G7","Unknown","10","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","HEO","Heterosexual / straight","70","70","33070","32810"
"In post","2023","Analysis","North East (England)","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","North East (England)","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North East (England)","SEO","Heterosexual / straight","70","65","40260","39300"
"In post","2023","Analysis","North East (England)","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","North East (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","EO","Heterosexual / straight","40","40","27180","27650"
"In post","2023","Analysis","North West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","North West (England)","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","G7","Heterosexual / straight","105","100","56220","56870"
"In post","2023","Analysis","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","North West (England)","HEO","Heterosexual / straight","155","150","34010","34400"
"In post","2023","Analysis","North West (England)","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","North West (England)","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","North West (England)","HEO","Unknown","30","30","[c]","[c]"
"In post","2023","Analysis","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North West (England)","SEO","Heterosexual / straight","115","110","41610","42140"
"In post","2023","Analysis","North West (England)","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","North West (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","North West (England)","SEO","Unknown","40","35","41030","41780"
"In post","2023","Analysis","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Scotland","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Analysis","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Analysis","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Scotland","HEO","Heterosexual / straight","40","40","34120","34110"
"In post","2023","Analysis","Scotland","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Scotland","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Scotland","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","South East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","EO","Heterosexual / straight","45","40","26690","25660"
"In post","2023","Analysis","South East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","South East (England)","G6","Heterosexual / straight","35","30","67410","68070"
"In post","2023","Analysis","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","G7","Heterosexual / straight","285","270","52900","51460"
"In post","2023","Analysis","South East (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","South East (England)","G7","Unknown","80","75","53050","50980"
"In post","2023","Analysis","South East (England)","HEO","Heterosexual / straight","200","190","31710","31560"
"In post","2023","Analysis","South East (England)","HEO","LGBO","30","30","31590","31560"
"In post","2023","Analysis","South East (England)","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","South East (England)","HEO","Unknown","70","70","30690","31060"
"In post","2023","Analysis","South East (England)","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","SEO","Heterosexual / straight","245","235","39660","39890"
"In post","2023","Analysis","South East (England)","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","South East (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","SEO","Unknown","55","55","39650","39890"
"In post","2023","Analysis","South West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","EO","Heterosexual / straight","60","55","27150","26870"
"In post","2023","Analysis","South West (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","South West (England)","EO","Unknown","45","45","26140","25970"
"In post","2023","Analysis","South West (England)","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Analysis","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","G7","Heterosexual / straight","200","185","54100","51360"
"In post","2023","Analysis","South West (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","G7","Unknown","75","70","52620","49260"
"In post","2023","Analysis","South West (England)","HEO","Heterosexual / straight","155","145","31640","31270"
"In post","2023","Analysis","South West (England)","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","South West (England)","HEO","Undeclared","15","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","HEO","Unknown","60","55","30310","30650"
"In post","2023","Analysis","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","SEO","Heterosexual / straight","170","165","40400","39890"
"In post","2023","Analysis","South West (England)","SEO","LGBO","20","15","[c]","[c]"
"In post","2023","Analysis","South West (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","South West (England)","SEO","Unknown","60","60","39570","39890"
"In post","2023","Analysis","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Wales","EO","Heterosexual / straight","70","70","25670","25070"
"In post","2023","Analysis","Wales","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Wales","EO","Unknown","30","25","[c]","[c]"
"In post","2023","Analysis","Wales","G6","Heterosexual / straight","35","35","63380","61240"
"In post","2023","Analysis","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Wales","G7","Heterosexual / straight","135","130","52690","51460"
"In post","2023","Analysis","Wales","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Wales","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Wales","G7","Unknown","50","50","52690","51460"
"In post","2023","Analysis","Wales","HEO","Heterosexual / straight","240","235","31940","31560"
"In post","2023","Analysis","Wales","HEO","LGBO","40","40","31450","31560"
"In post","2023","Analysis","Wales","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Wales","HEO","Unknown","70","70","32140","31560"
"In post","2023","Analysis","Wales","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Wales","SEO","Heterosexual / straight","235","225","39260","39300"
"In post","2023","Analysis","Wales","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Wales","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","Wales","SEO","Unknown","80","80","39190","39190"
"In post","2023","Analysis","West Midlands (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","HEO","Heterosexual / straight","40","40","33380","32800"
"In post","2023","Analysis","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SEO","Heterosexual / straight","40","40","42140","41000"
"In post","2023","Analysis","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","G6","Heterosexual / straight","40","35","68330","70570"
"In post","2023","Analysis","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","G7","Heterosexual / straight","135","125","53610","53190"
"In post","2023","Analysis","Yorkshire and The Humber","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","HEO","Heterosexual / straight","100","100","33090","32420"
"In post","2023","Analysis","Yorkshire and The Humber","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SEO","Heterosexual / straight","145","135","41110","41020"
"In post","2023","Analysis","Yorkshire and The Humber","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","G7","Heterosexual / straight","25","25","[c]","[c]"
