"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","EO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Counter Fraud","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Counter Fraud","EO","55","50","30030","28120"
"In post","2023","Declared disabled","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
