"Status","Year","Age","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Male","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","16-19","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Female","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Male","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Male","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Female","Heterosexual / straight","235","230","23510","22520"
"In post","2023","16-19","Operational Delivery","Female","LGBO","35","35","23490","22520"
"In post","2023","16-19","Operational Delivery","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Female","Unknown","210","200","23640","22520"
"In post","2023","16-19","Operational Delivery","Male","Heterosexual / straight","205","200","23960","22520"
"In post","2023","16-19","Operational Delivery","Male","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Male","Unknown","175","165","23520","22520"
"In post","2023","16-19","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Female","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Other","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Male","Unknown","30","30","19200","17660"
"In post","2023","16-19","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Female","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Female","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Property","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Male","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Female","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Male","Heterosexual / straight","40","40","20030","19360"
"In post","2023","16-19","Science and Engineering","Male","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Male","Unknown","40","40","18900","18280"
"In post","2023","16-19","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Female","Unknown","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Male","Unknown","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Female","Heterosexual / straight","380","380","34970","33680"
"In post","2023","20-29","Commercial","Female","LGBO","50","50","37690","34590"
"In post","2023","20-29","Commercial","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Commercial","Female","Unknown","160","160","35900","31580"
"In post","2023","20-29","Commercial","Male","Heterosexual / straight","305","305","34870","32500"
"In post","2023","20-29","Commercial","Male","LGBO","30","30","36470","34790"
"In post","2023","20-29","Commercial","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Commercial","Male","Unknown","155","155","34790","30130"
"In post","2023","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Female","Heterosexual / straight","335","330","36110","34700"
"In post","2023","20-29","Communications","Female","LGBO","40","40","36080","34760"
"In post","2023","20-29","Communications","Female","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Communications","Female","Unknown","140","140","37350","37230"
"In post","2023","20-29","Communications","Male","Heterosexual / straight","145","145","35480","33830"
"In post","2023","20-29","Communications","Male","LGBO","30","30","35650","34060"
"In post","2023","20-29","Communications","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Communications","Male","Unknown","80","80","38500","38280"
"In post","2023","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Female","Heterosexual / straight","505","500","29380","28120"
"In post","2023","20-29","Counter Fraud","Female","LGBO","55","55","29740","28120"
"In post","2023","20-29","Counter Fraud","Female","Undeclared","30","25","[c]","[c]"
