"Status","Year","Disability","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","Female","85","75","24740","24070"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","Male","50","45","26460","25480"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","Female","170","150","30250","31280"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","Male","60","60","29900","29890"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","Female","65","60","40370","38780"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","Male","45","40","40450","40120"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Female","70","65","31540","30810"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","170","150","25190","24220"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","150","145","28990","26920"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","190","170","29400","28480"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","130","125","31640","29550"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","40","40","60710","58390"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","30","30","62100","59340"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
