"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared non-disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","AA/AO","35","35","22980","22520"
"In post","2023","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","AA/AO","385","360","23390","22500"
"In post","2023","16-19","Unknown","Operational Delivery","EO","30","30","26700","25750"
"In post","2023","16-19","Unknown","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Unknown","30","30","19620","17650"
"In post","2023","16-19","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","AA/AO","70","70","19850","18780"
"In post","2023","16-19","Unknown","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Statistics","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AA/AO","40","35","22980","22180"
"In post","2023","16-19","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","SEO/HEO","55","55","33500","32500"
"In post","2023","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","SEO/HEO","35","35","36780","35410"
"In post","2023","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","EO","70","70","28900","28120"
"In post","2023","20-29","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","AA/AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","EO","60","60","27700","27650"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","G6/G7","30","30","55830","55020"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","SEO/HEO","155","155","36060","34700"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Economics","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Economics","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Economics","SEO/HEO","40","40","37610","36330"
"In post","2023","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","EO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","SEO/HEO","40","40","35510","34300"
"In post","2023","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Geography","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","EO","35","35","27160","27140"
"In post","2023","20-29","Declared disabled","Human Resources","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","SEO/HEO","80","80","35480","34410"
"In post","2023","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","EO","25","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","EO","10","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","EO","30","30","29610","28200"
"In post","2023","20-29","Declared disabled","Legal","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Delivery","AA/AO","1465","1420","24450","22520"
"In post","2023","20-29","Declared disabled","Operational Delivery","EO","835","820","28700","28120"
"In post","2023","20-29","Declared disabled","Operational Delivery","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Delivery","SEO/HEO","245","245","35690","34410"
"In post","2023","20-29","Declared disabled","Operational Delivery","Unknown","490","480","26120","24570"
"In post","2023","20-29","Declared disabled","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Research","SEO/HEO","35","35","36440","37060"
"In post","2023","20-29","Declared disabled","Other","AA/AO","75","75","21840","21690"
"In post","2023","20-29","Declared disabled","Other","EO","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other","SEO/HEO","45","45","33920","32940"
"In post","2023","20-29","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Policy","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Policy","EO","70","70","28160","28380"
"In post","2023","20-29","Declared disabled","Policy","G6/G7","160","160","55600","55120"
"In post","2023","20-29","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Policy","SEO/HEO","495","495","36800","35760"
"In post","2023","20-29","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Project Delivery","AA/AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Project Delivery","EO","35","30","27920","27890"
"In post","2023","20-29","Declared disabled","Project Delivery","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Project Delivery","SEO/HEO","175","175","34700","34030"
"In post","2023","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","EO","15","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Psychology","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Psychology","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Science and Engineering","AA/AO","55","55","23870","23880"
"In post","2023","20-29","Declared disabled","Science and Engineering","EO","55","55","26470","26470"
"In post","2023","20-29","Declared disabled","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Science and Engineering","SEO/HEO","165","165","33640","32470"
"In post","2023","20-29","Declared disabled","Science and Engineering","Unknown","30","30","32900","28610"
"In post","2023","20-29","Declared disabled","Security","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","SEO/HEO","35","35","36370","36620"
"In post","2023","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Research","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Research","SEO/HEO","40","40","35960","34860"
"In post","2023","20-29","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Statistics","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Statistics","SEO/HEO","70","70","35510","34310"
"In post","2023","20-29","Declared disabled","Tax","AA/AO","35","30","22660","22520"
"In post","2023","20-29","Declared disabled","Tax","EO","45","45","28240","27890"
"In post","2023","20-29","Declared disabled","Tax","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Tax","SEO/HEO","55","55","35550","34700"
"In post","2023","20-29","Declared disabled","Unknown","AA/AO","105","105","23720","23340"
"In post","2023","20-29","Declared disabled","Unknown","EO","110","110","29120","29100"
"In post","2023","20-29","Declared disabled","Unknown","G6/G7","35","35","56860","54870"
"In post","2023","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","SEO/HEO","295","290","34630","33520"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Commercial","AA/AO","45","45","22720","21890"
"In post","2023","20-29","Declared non-disabled","Commercial","EO","100","95","26990","27140"
"In post","2023","20-29","Declared non-disabled","Commercial","G6/G7","80","80","61530","56200"
"In post","2023","20-29","Declared non-disabled","Commercial","SEO/HEO","355","355","36240","35040"
"In post","2023","20-29","Declared non-disabled","Commercial","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Communications","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Communications","EO","80","80","27670","27550"
