"Status","Year","Ethnicity","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","345","310","33150","30930"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Female","Unknown","45","35","33900","29080"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","200","195","34050","31280"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","305","270","31700","30120"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","40","35","32140","28480"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","225","215","34680","31280"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Female","Heterosexual / straight","40","40","30760","28120"
"In post","2023","Asian","Cheshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Male","Heterosexual / straight","40","40","32730","30840"
"In post","2023","Asian","Cheshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Cumbria","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","475","435","32160","28120"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Female","Unknown","80","65","29290","27890"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","385","375","32720","28130"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Male","Unknown","50","45","33280","28930"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Female","Heterosexual / straight","35","30","34780","31430"
"In post","2023","Asian","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Female","Heterosexual / straight","190","160","26880","23310"
"In post","2023","Asian","East Anglia","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Male","Heterosexual / straight","150","140","32630","28120"
"In post","2023","Asian","East Anglia","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","East Anglia","Male","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Female","Heterosexual / straight","185","175","33450","31060"
"In post","2023","Asian","East Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","East Wales","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","East Wales","Male","Heterosexual / straight","215","205","35900","31060"
"In post","2023","Asian","East Wales","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","East Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","East Wales","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Female","Heterosexual / straight","150","140","34560","29270"
"In post","2023","Asian","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Male","Heterosexual / straight","105","105","38700","34730"
"In post","2023","Asian","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Female","Heterosexual / straight","85","75","32530","31280"
"In post","2023","Asian","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Essex","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Essex","Male","Heterosexual / straight","75","70","38150","31170"
"In post","2023","Asian","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","345","320","35860","32500"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","395","385","37800","34700"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Female","Heterosexual / straight","775","715","31250","28120"
"In post","2023","Asian","Greater Manchester","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Female","Undeclared","50","40","28450","25700"
"In post","2023","Asian","Greater Manchester","Female","Unknown","80","65","27650","27650"
"In post","2023","Asian","Greater Manchester","Male","Heterosexual / straight","885","865","33210","28130"
"In post","2023","Asian","Greater Manchester","Male","LGBO","35","35","29620","28120"
"In post","2023","Asian","Greater Manchester","Male","Undeclared","40","40","30820","28120"
"In post","2023","Asian","Greater Manchester","Male","Unknown","85","85","32420","28130"
"In post","2023","Asian","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Female","Heterosexual / straight","170","150","30380","27910"
"In post","2023","Asian","Hampshire and Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Male","Heterosexual / straight","165","150","33950","28130"
"In post","2023","Asian","Hampshire and Isle of Wight","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","100","90","28880","28120"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","75","70","31050","28120"
