"Status","Year","Disability","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","East Midlands (England)","Female","Heterosexual / straight","1615","1440","30500","28120"
"In post","2023","Declared disabled","East Midlands (England)","Female","LGBO","175","170","30600","28120"
"In post","2023","Declared disabled","East Midlands (England)","Female","Undeclared","225","200","29560","28120"
"In post","2023","Declared disabled","East Midlands (England)","Female","Unknown","80","70","29100","28120"
"In post","2023","Declared disabled","East Midlands (England)","Male","Heterosexual / straight","910","860","30650","28120"
"In post","2023","Declared disabled","East Midlands (England)","Male","LGBO","120","115","30950","28120"
"In post","2023","Declared disabled","East Midlands (England)","Male","Undeclared","135","125","31680","28480"
"In post","2023","Declared disabled","East Midlands (England)","Male","Unknown","75","70","29480","28120"
"In post","2023","Declared disabled","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Female","Heterosexual / straight","1425","1265","31280","28480"
"In post","2023","Declared disabled","East of England","Female","LGBO","130","125","28420","28120"
"In post","2023","Declared disabled","East of England","Female","Undeclared","165","145","30240","28120"
"In post","2023","Declared disabled","East of England","Female","Unknown","100","85","30100","28120"
"In post","2023","Declared disabled","East of England","Male","Heterosexual / straight","850","805","32780","31060"
"In post","2023","Declared disabled","East of England","Male","LGBO","85","85","31350","28120"
"In post","2023","Declared disabled","East of England","Male","Undeclared","115","105","32040","30910"
"In post","2023","Declared disabled","East of England","Male","Unknown","45","45","32560","28880"
"In post","2023","Declared disabled","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Female","Heterosexual / straight","4665","4370","42260","36180"
"In post","2023","Declared disabled","London","Female","LGBO","630","615","43690","39150"
"In post","2023","Declared disabled","London","Female","Undeclared","620","575","40520","34850"
"In post","2023","Declared disabled","London","Female","Unknown","450","420","37560","32520"
"In post","2023","Declared disabled","London","Male","Heterosexual / straight","2940","2855","44840","39780"
"In post","2023","Declared disabled","London","Male","LGBO","555","550","46730","42060"
"In post","2023","Declared disabled","London","Male","Undeclared","425","405","43680","39030"
"In post","2023","Declared disabled","London","Male","Unknown","305","295","42580","36180"
"In post","2023","Declared disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Female","Heterosexual / straight","2155","1855","29400","28120"
"In post","2023","Declared disabled","North East (England)","Female","LGBO","185","175","30540","28120"
"In post","2023","Declared disabled","North East (England)","Female","Undeclared","195","165","28750","26850"
"In post","2023","Declared disabled","North East (England)","Female","Unknown","180","145","26300","22520"
"In post","2023","Declared disabled","North East (England)","Male","Heterosexual / straight","1205","1125","30850","28120"
"In post","2023","Declared disabled","North East (England)","Male","LGBO","155","145","30600","28120"
"In post","2023","Declared disabled","North East (England)","Male","Undeclared","135","125","31010","28120"
"In post","2023","Declared disabled","North East (England)","Male","Unknown","105","90","29310","26690"
"In post","2023","Declared disabled","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Female","Heterosexual / straight","4245","3755","30600","28120"
"In post","2023","Declared disabled","North West (England)","Female","LGBO","415","395","30580","28120"
"In post","2023","Declared disabled","North West (England)","Female","Undeclared","440","385","29560","28120"
"In post","2023","Declared disabled","North West (England)","Female","Unknown","340","285","28690","28120"
"In post","2023","Declared disabled","North West (England)","Male","Heterosexual / straight","2295","2170","32110","28120"
"In post","2023","Declared disabled","North West (England)","Male","LGBO","385","370","31670","28120"
"In post","2023","Declared disabled","North West (England)","Male","Undeclared","340","315","31060","28120"
"In post","2023","Declared disabled","North West (England)","Male","Unknown","210","190","30330","28120"
"In post","2023","Declared disabled","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Female","Heterosexual / straight","165","150","33380","28490"
"In post","2023","Declared disabled","Northern Ireland","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Male","Heterosexual / straight","135","130","30370","27890"
"In post","2023","Declared disabled","Northern Ireland","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","Heterosexual / straight","55","55","46800","42620"
"In post","2023","Declared disabled","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Male","Heterosexual / straight","75","75","50670","48670"
"In post","2023","Declared disabled","Overseas","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Female","Heterosexual / straight","2290","2025","32520","28120"
"In post","2023","Declared disabled","Scotland","Female","LGBO","360","345","33280","29450"
"In post","2023","Declared disabled","Scotland","Female","Undeclared","245","215","30920","28120"
"In post","2023","Declared disabled","Scotland","Female","Unknown","285","260","32120","28680"
"In post","2023","Declared disabled","Scotland","Male","Heterosexual / straight","1435","1360","33900","29100"
"In post","2023","Declared disabled","Scotland","Male","LGBO","265","260","33690","29100"
"In post","2023","Declared disabled","Scotland","Male","Undeclared","170","165","34000","28120"
"In post","2023","Declared disabled","Scotland","Male","Unknown","260","240","34620","33010"
"In post","2023","Declared disabled","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
