"Status","Year","Disability","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","1975","1810","31600","28120"
"In post","2023","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","880","790","28320","28120"
"In post","2023","Declared disabled","East Midlands (England)","Lincolnshire","480","440","29890","28120"
"In post","2023","Declared disabled","East of England","Bedfordshire and Hertfordshire","600","550","33590","31280"
"In post","2023","Declared disabled","East of England","East Anglia","1660","1515","30940","28120"
"In post","2023","Declared disabled","East of England","Essex","650","585","31170","31280"
"In post","2023","Declared disabled","London","Inner London - East","1985","1880","41240","35410"
"In post","2023","Declared disabled","London","Inner London - West","5780","5590","47140","42170"
"In post","2023","Declared disabled","London","Outer London - East and North East","640","585","32170","32520"
"In post","2023","Declared disabled","London","Outer London - South","1260","1185","39250","34370"
"In post","2023","Declared disabled","London","Outer London - West and North West","920","840","34190","32520"
"In post","2023","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","2885","2555","29700","28120"
"In post","2023","Declared disabled","North East (England)","Tees Valley and Durham","1425","1275","29970","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire","550","500","31800","28120"
"In post","2023","Declared disabled","North West (England)","Cumbria","360","325","29410","25980"
"In post","2023","Declared disabled","North West (England)","Greater Manchester","2730","2530","33000","28120"
"In post","2023","Declared disabled","North West (England)","Lancashire","2325","2075","29290","28120"
"In post","2023","Declared disabled","North West (England)","Merseyside","2710","2440","30270","28120"
"In post","2023","Declared disabled","Northern Ireland","Northern Ireland","380","355","31840","28130"
"In post","2023","Declared disabled","Overseas","Overseas","185","185","49120","44760"
"In post","2023","Declared disabled","Scotland","Eastern Scotland","2225","2070","35730","31540"
"In post","2023","Declared disabled","Scotland","Highlands and Islands","190","175","29850","28120"
"In post","2023","Declared disabled","Scotland","North Eastern Scotland","155","145","34880","29450"
"In post","2023","Declared disabled","Scotland","Southern Scotland","495","435","29910","28120"
"In post","2023","Declared disabled","Scotland","West Central Scotland","2255","2045","31260","28120"
"In post","2023","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1120","1055","34080","31280"
"In post","2023","Declared disabled","South East (England)","Hampshire and Isle of Wight","1980","1800","33700","30650"
"In post","2023","Declared disabled","South East (England)","Kent","1105","1020","31430","31280"
"In post","2023","Declared disabled","South East (England)","Surrey, East and West Sussex","1170","1055","31350","28120"
"In post","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","255","230","27880","28120"
"In post","2023","Declared disabled","South West (England)","Devon","1235","1110","31110","28120"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","745","690","31220","28120"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","3680","3475","37390","34170"
"In post","2023","Declared disabled","Unknown","Unknown","120","110","34170","28120"
"In post","2023","Declared disabled","Wales","East Wales","2025","1880","33850","29890"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","2200","1950","28040","27450"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","535","485","30140","28120"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","1235","1140","32200","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","2675","2425","31230","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","635","570","29150","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","605","570","33170","29050"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","1470","1320","32630","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","2290","2100","33040","28130"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","9025","8410","34330","30330"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","4110","3765","30250","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","2020","1900","31080","28120"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","3075","2870","34930","31280"
"In post","2023","Declared non-disabled","East of England","East Anglia","8560","7965","32440","28880"
"In post","2023","Declared non-disabled","East of England","Essex","2980","2745","32210","31280"
"In post","2023","Declared non-disabled","London","Inner London - East","11145","10655","45410","39790"
"In post","2023","Declared non-disabled","London","Inner London - West","35915","34835","50790","47420"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","2875","2650","33060","32520"
"In post","2023","Declared non-disabled","London","Outer London - South","7715","7295","41090","36180"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","5795","5385","35190","32520"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","15385","14050","32500","28120"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","6850","6285","31400","28130"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","2460","2295","34000","30410"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","1565","1445","30720","26850"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","13970","13210","34800","30410"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","10055","9210","31410","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","14070","13010","31810","28120"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","2605","2475","31750","28130"
"In post","2023","Declared non-disabled","Overseas","Overseas","1950","1945","51790","48980"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","11125","10505","39070","34100"
"In post","2023","Declared non-disabled","Scotland","Highlands and Islands","1370","1285","31640","28120"
"In post","2023","Declared non-disabled","Scotland","North Eastern Scotland","1065","990","40690","33390"
"In post","2023","Declared non-disabled","Scotland","Southern Scotland","3285","2995","31360","28120"
"In post","2023","Declared non-disabled","Scotland","West Central Scotland","12235","11420","34390","29100"
"In post","2023","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5800","5495","35650","32380"
"In post","2023","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","9430","8775","35610","32060"
"In post","2023","Declared non-disabled","South East (England)","Kent","5610","5235","31570","30810"
"In post","2023","Declared non-disabled","South East (England)","Surrey, East and West Sussex","5875","5400","33600","29730"
"In post","2023","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","1170","1070","29120","28120"
"In post","2023","Declared non-disabled","South West (England)","Devon","6575","6050","34670","31580"
"In post","2023","Declared non-disabled","South West (England)","Dorset and Somerset","3600","3350","32490","28880"
"In post","2023","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","19615","18630","39550","35710"
"In post","2023","Declared non-disabled","Unknown","Unknown","590","560","35920","28880"
"In post","2023","Declared non-disabled","Wales","East Wales","14080","13255","37110","32310"
"In post","2023","Declared non-disabled","Wales","West Wales and The Valleys","12355","11280","31060","28120"
"In post","2023","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","2715","2535","31110","28120"
"In post","2023","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","6090","5725","33910","30440"
"In post","2023","Declared non-disabled","West Midlands (England)","West Midlands","13325","12355","33270","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","3515","3210","30500","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","3135","2980","34980","31260"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","7135","6520","34540","30810"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","12370","11510","35150","31270"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","800","745","34330","31780"
"In post","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","415","385","30320","28120"
"In post","2023","Undeclared","East Midlands (England)","Lincolnshire","245","230","31440","29050"
"In post","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","255","245","35180","32420"
"In post","2023","Undeclared","East of England","East Anglia","1010","925","34050","32910"
"In post","2023","Undeclared","East of England","Essex","245","225","33640","31280"
"In post","2023","Undeclared","London","Inner London - East","1055","1005","44620","39450"
"In post","2023","Undeclared","London","Inner London - West","3170","3085","49590","45750"
"In post","2023","Undeclared","London","Outer London - East and North East","280","260","33660","32520"
"In post","2023","Undeclared","London","Outer London - South","600","570","42100","36380"
"In post","2023","Undeclared","London","Outer London - West and North West","780","725","42710","36700"
"In post","2023","Undeclared","North East (England)","Northumberland, and Tyne and Wear","1055","975","32440","28120"
"In post","2023","Undeclared","North East (England)","Tees Valley and Durham","740","655","32090","32060"
"In post","2023","Undeclared","North West (England)","Cheshire","265","245","32730","31660"
"In post","2023","Undeclared","North West (England)","Cumbria","135","120","28930","25920"
"In post","2023","Undeclared","North West (England)","Greater Manchester","1235","1160","34310","32160"
"In post","2023","Undeclared","North West (England)","Lancashire","950","865","31410","28120"
"In post","2023","Undeclared","North West (England)","Merseyside","895","825","32980","28130"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","215","205","31580","28130"
"In post","2023","Undeclared","Overseas","Overseas","140","140","54080","53970"
"In post","2023","Undeclared","Scotland","Eastern Scotland","550","515","35710","29730"
"In post","2023","Undeclared","Scotland","Highlands and Islands","45","40","30690","27450"
"In post","2023","Undeclared","Scotland","North Eastern Scotland","50","50","45480","32950"
"In post","2023","Undeclared","Scotland","Southern Scotland","145","135","31580","28120"
"In post","2023","Undeclared","Scotland","West Central Scotland","745","690","32990","28120"
"In post","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","775","725","38480","35710"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","930","855","33650","32060"
"In post","2023","Undeclared","South East (England)","Kent","655","610","32290","31280"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","620","575","35580","32920"
"In post","2023","Undeclared","South West (England)","Cornwall and Isles of Scilly","90","80","29980","28120"
"In post","2023","Undeclared","South West (England)","Devon","445","405","32290","29050"
"In post","2023","Undeclared","South West (England)","Dorset and Somerset","375","345","32910","31150"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1785","1690","40820","38560"
"In post","2023","Undeclared","Unknown","Unknown","50","50","34730","31200"
"In post","2023","Undeclared","Wales","East Wales","875","820","34430","31060"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","940","850","30450","27450"
"In post","2023","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","375","350","32180","30410"
"In post","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","620","575","33660","31270"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","1005","940","33870","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","365","330","32480","32920"
"In post","2023","Undeclared","Yorkshire and The Humber","North Yorkshire","340","325","35830","32920"
"In post","2023","Undeclared","Yorkshire and The Humber","South Yorkshire","575","535","34730","32420"
"In post","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","1070","990","35300","32920"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","2550","2430","31310","28130"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","795","745","28570","25880"
"In post","2023","Unknown","East Midlands (England)","Lincolnshire","335","325","29410","27080"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","840","805","35910","31890"
"In post","2023","Unknown","East of England","East Anglia","1845","1740","31400","28080"
"In post","2023","Unknown","East of England","Essex","670","635","29420","25880"
"In post","2023","Unknown","London","Inner London - East","4550","4395","43020","39450"
"In post","2023","Unknown","London","Inner London - West","14320","14060","47810","43170"
"In post","2023","Unknown","London","Outer London - East and North East","450","430","32110","32110"
"In post","2023","Unknown","London","Outer London - South","2765","2690","37850","32540"
"In post","2023","Unknown","London","Outer London - West and North West","1725","1660","32580","29890"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","4315","3945","30390","27650"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","1605","1525","28990","26770"
"In post","2023","Unknown","North West (England)","Cheshire","1230","1195","36090","34670"
"In post","2023","Unknown","North West (England)","Cumbria","410","380","29160","25920"
"In post","2023","Unknown","North West (England)","Greater Manchester","4370","4215","32850","28880"
"In post","2023","Unknown","North West (England)","Lancashire","1590","1500","29740","27740"
"In post","2023","Unknown","North West (England)","Merseyside","5240","4980","28020","25750"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","1345","1280","29460","25880"
"In post","2023","Unknown","Overseas","Overseas","1235","1230","56510","55830"
"In post","2023","Unknown","Scotland","Eastern Scotland","7815","7420","37390","33520"
"In post","2023","Unknown","Scotland","Highlands and Islands","430","400","31580","29520"
"In post","2023","Unknown","Scotland","North Eastern Scotland","640","600","35150","32590"
"In post","2023","Unknown","Scotland","Southern Scotland","2290","2125","32850","28130"
"In post","2023","Unknown","Scotland","West Central Scotland","6390","6070","33650","29450"
"In post","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1600","1530","34180","30940"
"In post","2023","Unknown","South East (England)","Hampshire and Isle of Wight","3535","3270","33190","28360"
"In post","2023","Unknown","South East (England)","Kent","1710","1655","29140","25880"
"In post","2023","Unknown","South East (England)","Surrey, East and West Sussex","1120","1045","33060","28880"
"In post","2023","Unknown","South West (England)","Cornwall and Isles of Scilly","210","190","29450","23990"
"In post","2023","Unknown","South West (England)","Devon","1290","1230","30690","27500"
"In post","2023","Unknown","South West (England)","Dorset and Somerset","845","800","32380","28120"
"In post","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5475","5275","36860","33580"
"In post","2023","Unknown","Unknown","Unknown","1955","1935","41280","39260"
"In post","2023","Unknown","Wales","East Wales","4295","4080","33080","28890"
"In post","2023","Unknown","Wales","West Wales and The Valleys","1885","1765","29350","25620"
"In post","2023","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","490","470","28990","27080"
"In post","2023","Unknown","West Midlands (England)","Shropshire and Staffordshire","1420","1365","33390","28880"
"In post","2023","Unknown","West Midlands (England)","West Midlands","3950","3755","31800","28120"
"In post","2023","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","560","540","28270","27400"
"In post","2023","Unknown","Yorkshire and The Humber","North Yorkshire","730","700","33070","28750"
"In post","2023","Unknown","Yorkshire and The Humber","South Yorkshire","2145","2070","30910","25880"
"In post","2023","Unknown","Yorkshire and The Humber","West Yorkshire","3920","3755","32310","28130"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","155","[c]","28250","27570"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","80","[c]","26080","26840"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Lincolnshire","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","Bedfordshire and Hertfordshire","60","[c]","31930","29290"
"Leaver CS","2023","Declared disabled","East of England","East Anglia","175","[c]","29970","27570"
"Leaver CS","2023","Declared disabled","East of England","Essex","75","[c]","30550","29290"
"Leaver CS","2023","Declared disabled","London","Inner London - East","200","[c]","38050","32520"
"Leaver CS","2023","Declared disabled","London","Inner London - West","460","[c]","46320","40050"
"Leaver CS","2023","Declared disabled","London","Outer London - East and North East","65","[c]","30660","31400"
"Leaver CS","2023","Declared disabled","London","Outer London - South","90","[c]","36190","32520"
"Leaver CS","2023","Declared disabled","London","Outer London - West and North West","85","[c]","32910","31060"
"Leaver CS","2023","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","200","[c]","28680","25830"
"Leaver CS","2023","Declared disabled","North East (England)","Tees Valley and Durham","115","[c]","27920","27250"
"Leaver CS","2023","Declared disabled","North West (England)","Cheshire","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","Cumbria","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","Greater Manchester","235","[c]","28200","24100"
"Leaver CS","2023","Declared disabled","North West (England)","Lancashire","145","[c]","27410","21690"
"Leaver CS","2023","Declared disabled","North West (England)","Merseyside","200","[c]","28450","26380"
"Leaver CS","2023","Declared disabled","Northern Ireland","Northern Ireland","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Eastern Scotland","175","[c]","33860","28120"
"Leaver CS","2023","Declared disabled","Scotland","Highlands and Islands","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","North Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Southern Scotland","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","West Central Scotland","155","[c]","30010","26000"
"Leaver CS","2023","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","140","[c]","34720","29290"
"Leaver CS","2023","Declared disabled","South East (England)","Hampshire and Isle of Wight","200","[c]","30200","27570"
"Leaver CS","2023","Declared disabled","South East (England)","Kent","85","[c]","27540","25880"
"Leaver CS","2023","Declared disabled","South East (England)","Surrey, East and West Sussex","125","[c]","29830","27570"
"Leaver CS","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","Devon","110","[c]","28020","22520"
"Leaver CS","2023","Declared disabled","South West (England)","Dorset and Somerset","65","[c]","29190","27570"
"Leaver CS","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","280","[c]","33530","29270"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","East Wales","175","[c]","31740","26670"
