"Status","Year","Age","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Revenue and Customs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Justice","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Scottish Government","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Justice","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","Heterosexual / straight","220","[c]","27990","28120"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","Heterosexual / straight","70","[c]","28210","27270"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","Heterosexual / straight","35","[c]","28960","28380"
"Leaver CS","2023","20-29","Asian","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","Heterosexual / straight","45","[c]","28250","26400"
"Leaver CS","2023","20-29","Asian","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","Heterosexual / straight","30","[c]","29830","26850"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","Heterosexual / straight","130","[c]","26660","23720"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Export Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Attorney General's Departments","Heterosexual / straight","15","[c]","[c]","[c]"
