"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Attorney General's Departments","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Attorney General's Departments","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Attorney General's Departments","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Attorney General's Departments","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Attorney General's Departments","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Attorney General's Departments","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Glasgow City","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Cabinet Office","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
