"Status","Year","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Midlands (England)","Female","85","85","42550","39520"
"In post","2023","Commercial","East Midlands (England)","Male","60","60","52390","50440"
"In post","2023","Commercial","East of England","Female","155","145","43260","40620"
"In post","2023","Commercial","East of England","Male","110","105","49110","40750"
"In post","2023","Commercial","London","Female","840","820","54430","49450"
"In post","2023","Commercial","London","Male","870","860","62610","56200"
"In post","2023","Commercial","North East (England)","Female","100","100","42650","38420"
"In post","2023","Commercial","North East (England)","Male","80","80","47350","43380"
"In post","2023","Commercial","North West (England)","Female","565","540","43790","38470"
"In post","2023","Commercial","North West (England)","Male","370","365","47270","40490"
"In post","2023","Commercial","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Scotland","Female","200","195","41010","35800"
"In post","2023","Commercial","Scotland","Male","190","185","43250","38650"
"In post","2023","Commercial","South East (England)","Female","325","310","41600","39820"
"In post","2023","Commercial","South East (England)","Male","235","230","47250","42050"
"In post","2023","Commercial","South West (England)","Female","935","880","41560","39880"
"In post","2023","Commercial","South West (England)","Male","820","805","45860","42620"
"In post","2023","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Wales","Female","220","205","36960","33990"
"In post","2023","Commercial","Wales","Male","200","190","38450","34390"
"In post","2023","Commercial","West Midlands (England)","Female","200","190","44180","39410"
"In post","2023","Commercial","West Midlands (England)","Male","190","190","48800","39090"
"In post","2023","Commercial","Yorkshire and The Humber","Female","440","415","44440","38470"
"In post","2023","Commercial","Yorkshire and The Humber","Male","340","335","46100","39090"
"In post","2023","Communications","East Midlands (England)","Female","80","75","39910","36920"
"In post","2023","Communications","East Midlands (England)","Male","45","45","40300","40570"
"In post","2023","Communications","East of England","Female","45","40","36040","33200"
"In post","2023","Communications","East of England","Male","30","30","36900","34550"
"In post","2023","Communications","London","Female","1200","1160","48800","45170"
"In post","2023","Communications","London","Male","800","795","49580","44790"
"In post","2023","Communications","North East (England)","Female","80","75","36510","35000"
"In post","2023","Communications","North East (England)","Male","45","45","38400","35000"
"In post","2023","Communications","North West (England)","Female","155","145","39010","37300"
"In post","2023","Communications","North West (England)","Male","100","95","40490","37780"
"In post","2023","Communications","Northern Ireland","Female","20","15","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Female","60","60","39490","37600"
"In post","2023","Communications","Scotland","Male","45","40","41260","39590"
"In post","2023","Communications","South East (England)","Female","165","155","36350","34300"
"In post","2023","Communications","South East (England)","Male","125","120","36200","33830"
"In post","2023","Communications","South West (England)","Female","190","175","37340","34990"
"In post","2023","Communications","South West (England)","Male","135","130","37250","34850"
"In post","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Female","260","240","38670","37690"
"In post","2023","Communications","Wales","Male","170","165","40160","37760"
"In post","2023","Communications","West Midlands (England)","Female","115","110","41040","38100"
"In post","2023","Communications","West Midlands (England)","Male","60","60","38630","34690"
"In post","2023","Communications","Yorkshire and The Humber","Female","115","105","43120","41010"
