"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","Female","30","30","22930","21730"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","EO","Female","35","30","30320","28120"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","EO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","AA/AO","Female","105","90","22600","21690"
"In post","2023","Declared disabled","Angus and Dundee City","AA/AO","Male","60","60","22510","21690"
"In post","2023","Declared disabled","Angus and Dundee City","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","EO","Female","95","85","28790","28120"
"In post","2023","Declared disabled","Angus and Dundee City","EO","Male","35","35","28720","28610"
"In post","2023","Declared disabled","Angus and Dundee City","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","G6/G7","Male","[c]","[c]","[c]","[c]"
