"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","10","10","38210","36000"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","40","40","28300","28540"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","35","35","63240","59660"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","115","110","40130","40750"
"In post","2023","Commercial","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","25","25","37570","38180"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","15","15","39930","42620"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","40","35","62690","56470"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","50","45","39430","39490"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","25","25","58740","57880"
"In post","2023","Commercial","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","40","40","37640","38050"
"In post","2023","Commercial","Devon","Unknown","10","10","41150","42620"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","15","15","59940","57750"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","35","30","40030","39230"
"In post","2023","Commercial","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","15","15","27420","27470"
"In post","2023","Commercial","East Anglia","G6/G7","60","60","66090","66000"
"In post","2023","Commercial","East Anglia","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO/HEO","150","145","38720","39860"
"In post","2023","Commercial","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","35","35","27420","27250"
"In post","2023","Commercial","East Wales","G6/G7","45","40","60450","59060"
"In post","2023","Commercial","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO/HEO","120","115","36630","34680"
"In post","2023","Commercial","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","35","30","26220","28490"
"In post","2023","Commercial","Eastern Scotland","EO","15","15","33470","33290"
"In post","2023","Commercial","Eastern Scotland","G6/G7","15","15","65480","63680"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","35","35","42180","41790"
"In post","2023","Commercial","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","130","125","23470","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","125","120","26810","27080"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","365","355","60480","56000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","45","45","108150","102820"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","810","775","38110","37300"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","125","43960","42620"
"In post","2023","Commercial","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","30","30","27610","27650"
"In post","2023","Commercial","Greater Manchester","G6/G7","140","135","65970","65500"
"In post","2023","Commercial","Greater Manchester","SCS level","10","10","98700","94550"
"In post","2023","Commercial","Greater Manchester","SEO/HEO","175","170","38480","38460"
"In post","2023","Commercial","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","60","55","27000","27140"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6/G7","65","65","63860","65860"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO/HEO","165","160","38260","39820"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","10","10","30250","29660"
"In post","2023","Commercial","Inner London - East","G6/G7","60","60","64310","61850"
"In post","2023","Commercial","Inner London - East","SCS level","15","15","111480","107710"
"In post","2023","Commercial","Inner London - East","SEO/HEO","95","95","39360","36390"
"In post","2023","Commercial","Inner London - West","AA/AO","20","20","25690","25480"
"In post","2023","Commercial","Inner London - West","EO","65","65","30760","30950"
"In post","2023","Commercial","Inner London - West","G6/G7","645","635","66570","66270"
"In post","2023","Commercial","Inner London - West","SCS level","145","140","122260","118420"
"In post","2023","Commercial","Inner London - West","SEO/HEO","420","410","39950","40260"
"In post","2023","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO/HEO","10","10","42920","42510"
"In post","2023","Commercial","Lancashire","EO","15","15","28270","28120"
"In post","2023","Commercial","Lancashire","G6/G7","55","55","60610","57630"
"In post","2023","Commercial","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","SEO/HEO","120","115","37160","38470"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","15","41140","37300"
"In post","2023","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Merseyside","AA/AO","20","15","21740","21690"
"In post","2023","Commercial","Merseyside","EO","35","30","26850","26410"
"In post","2023","Commercial","Merseyside","G6/G7","60","60","62190","65500"
"In post","2023","Commercial","Merseyside","SCS level","10","10","94700","87160"
"In post","2023","Commercial","Merseyside","SEO/HEO","195","190","37060","39190"
"In post","2023","Commercial","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","EO","10","10","26720","27020"
"In post","2023","Commercial","North Yorkshire","G6/G7","45","40","60140","56000"
"In post","2023","Commercial","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","SEO/HEO","45","40","37130","37300"
"In post","2023","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","G6/G7","35","35","61760","57010"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","60","60","36660","36130"
"In post","2023","Commercial","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - South","AA/AO","10","10","28920","28180"
"In post","2023","Commercial","Outer London - South","EO","25","20","31150","31310"
"In post","2023","Commercial","Outer London - South","G6/G7","40","35","70480","70490"
"In post","2023","Commercial","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","SEO/HEO","75","75","43500","43210"
"In post","2023","Commercial","Outer London - West and North West","AA/AO","20","20","23800","23460"
"In post","2023","Commercial","Outer London - West and North West","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","G6/G7","15","15","61940","60750"
"In post","2023","Commercial","Outer London - West and North West","SEO/HEO","20","20","38500","38890"
"In post","2023","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","10","10","78870","85900"
"In post","2023","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","15","15","59390","58690"
"In post","2023","Commercial","Shropshire and Staffordshire","AA/AO","25","20","22250","21780"
"In post","2023","Commercial","Shropshire and Staffordshire","EO","45","45","26710","26350"
"In post","2023","Commercial","Shropshire and Staffordshire","G6/G7","35","35","65600","66270"
"In post","2023","Commercial","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","SEO/HEO","80","75","39300","39470"
"In post","2023","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","AA/AO","20","20","21670","21690"
"In post","2023","Commercial","South Yorkshire","EO","30","30","27430","28120"
"In post","2023","Commercial","South Yorkshire","G6/G7","75","70","60050","56000"
"In post","2023","Commercial","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","SEO/HEO","150","145","37440","38470"
"In post","2023","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","G6/G7","35","35","62170","57670"
"In post","2023","Commercial","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","SEO/HEO","20","20","40020","40590"
"In post","2023","Commercial","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","G6/G7","15","15","68910","64550"
"In post","2023","Commercial","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SEO/HEO","20","20","42690","40710"
"In post","2023","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","EO","10","10","27210","25900"
"In post","2023","Commercial","Tees Valley and Durham","G6/G7","25","25","62180","59390"
"In post","2023","Commercial","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","SEO/HEO","40","40","38560","39090"
"In post","2023","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","AA/AO","20","20","25820","28490"
"In post","2023","Commercial","West Central Scotland","EO","35","35","27650","27080"
"In post","2023","Commercial","West Central Scotland","G6/G7","40","40","65520","68700"
"In post","2023","Commercial","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","SEO/HEO","105","105","37360","35800"
"In post","2023","Commercial","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","EO","15","15","27530","26780"
"In post","2023","Commercial","West Midlands","G6/G7","75","75","66430","65500"
"In post","2023","Commercial","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands","SEO/HEO","90","90","36760","37540"
"In post","2023","Commercial","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","AA/AO","45","40","21540","22500"
"In post","2023","Commercial","West Wales and The Valleys","EO","35","35","27260","26960"
"In post","2023","Commercial","West Wales and The Valleys","G6/G7","25","25","57500","53840"
"In post","2023","Commercial","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","SEO/HEO","110","100","37470","39070"
"In post","2023","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","AA/AO","15","15","21660","21690"
"In post","2023","Commercial","West Yorkshire","EO","25","25","27340","26960"
"In post","2023","Commercial","West Yorkshire","G6/G7","135","135","63860","65500"
"In post","2023","Commercial","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","SEO/HEO","205","195","37030","37680"
"In post","2023","Communications","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","EO","10","10","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","SEO/HEO","10","10","41680","44900"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","15","15","23240","22330"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","EO","25","25","29160","29110"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","45","40","37160","36300"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Communications","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","SEO/HEO","10","10","39740","38180"
"In post","2023","Communications","Cornwall and Isles of Scilly","AA/AO","10","5","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","EO","10","10","28740","27670"
"In post","2023","Communications","Derbyshire and Nottinghamshire","G6/G7","25","25","57520","57970"
"In post","2023","Communications","Derbyshire and Nottinghamshire","SEO/HEO","65","60","37990","37680"
"In post","2023","Communications","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon","EO","10","10","[c]","[c]"
"In post","2023","Communications","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon","SEO/HEO","35","35","35950","36150"
"In post","2023","Communications","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","EO","15","15","28160","27470"
"In post","2023","Communications","Dorset and Somerset","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","SEO/HEO","20","15","37720","35990"
"In post","2023","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","East Anglia","EO","5","5","[c]","[c]"
"In post","2023","Communications","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","East Anglia","SEO/HEO","25","20","34630","34300"
"In post","2023","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Wales","AA/AO","20","15","24370","25620"
"In post","2023","Communications","East Wales","EO","45","40","28740","28300"
"In post","2023","Communications","East Wales","G6/G7","65","60","58080","57860"
"In post","2023","Communications","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Wales","SEO/HEO","180","170","39180","39690"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","G6/G7","15","10","62110","59590"
"In post","2023","Communications","Eastern Scotland","SEO/HEO","30","30","38680","39590"
"In post","2023","Communications","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","5","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","EO","35","30","27620","27470"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","45","40","56090","55250"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","125","120","36390","37300"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Greater Manchester","AA/AO","10","10","22150","22020"
"In post","2023","Communications","Greater Manchester","EO","20","15","26930","26940"
"In post","2023","Communications","Greater Manchester","G6/G7","25","25","57510","54680"
"In post","2023","Communications","Greater Manchester","SEO/HEO","55","55","37280","37590"
"In post","2023","Communications","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hampshire and Isle of Wight","AA/AO","15","15","22350","22220"
"In post","2023","Communications","Hampshire and Isle of Wight","EO","40","35","27840","27470"
"In post","2023","Communications","Hampshire and Isle of Wight","G6/G7","20","20","55970","54440"
"In post","2023","Communications","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hampshire and Isle of Wight","SEO/HEO","90","85","36500","35650"
"In post","2023","Communications","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","36910","37500"
"In post","2023","Communications","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inner London - East","AA/AO","10","10","25190","24900"
"In post","2023","Communications","Inner London - East","EO","35","35","30620","30280"
"In post","2023","Communications","Inner London - East","G6/G7","70","70","63450","65230"
"In post","2023","Communications","Inner London - East","SCS level","10","10","98630","97240"
"In post","2023","Communications","Inner London - East","SEO/HEO","105","105","41410","41480"
"In post","2023","Communications","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inner London - West","AA/AO","20","20","25670","25790"
"In post","2023","Communications","Inner London - West","EO","115","115","30130","29660"
"In post","2023","Communications","Inner London - West","G6/G7","600","580","61170","59290"
"In post","2023","Communications","Inner London - West","SCS level","75","75","89550","84720"
"In post","2023","Communications","Inner London - West","SEO/HEO","880","870","41100","41410"
"In post","2023","Communications","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Communications","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Lancashire","SEO/HEO","20","20","37610","37490"
"In post","2023","Communications","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Communications","Merseyside","EO","10","10","[c]","[c]"
"In post","2023","Communications","Merseyside","G6/G7","20","20","58610","55320"
"In post","2023","Communications","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merseyside","SEO/HEO","60","60","36560","35300"
"In post","2023","Communications","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","SEO/HEO","10","10","35840","37300"
"In post","2023","Communications","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SEO/HEO","20","20","38200","38370"
"In post","2023","Communications","Northumberland, and Tyne and Wear","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","SEO/HEO","50","50","37980","37890"
"In post","2023","Communications","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Outer London - South","SEO/HEO","25","25","42060","40750"
"In post","2023","Communications","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","EO","5","5","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","SEO/HEO","15","15","36820","36680"
"In post","2023","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","EO","15","15","27900","27470"
"In post","2023","Communications","Shropshire and Staffordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","SEO/HEO","30","30","36490","34300"
"In post","2023","Communications","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
