"Status","Year","Organisation","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Active Travel England","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Active Travel England","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","HEO","Heterosexual / straight","40","40","38550","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SEO","Heterosexual / straight","35","35","48120","48480"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","AO","Unknown","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","Heterosexual / straight","160","150","25590","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","Undeclared","20","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","Unknown","75","70","25420","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","G6","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","HEO","Heterosexual / straight","275","245","33320","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","HEO","Undeclared","45","40","33750","33260"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","HEO","Unknown","40","40","32420","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO","Heterosexual / straight","90","85","42390","41330"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","AO","Heterosexual / straight","650","605","22930","22150"
"In post","2023","Animal and Plant Health Agency","Outside London","AO","LGBO","75","75","23090","22150"
"In post","2023","Animal and Plant Health Agency","Outside London","AO","Undeclared","80","75","22990","22150"
"In post","2023","Animal and Plant Health Agency","Outside London","AO","Unknown","130","120","22980","22150"
"In post","2023","Animal and Plant Health Agency","Outside London","EO","Heterosexual / straight","590","570","27040","25920"
"In post","2023","Animal and Plant Health Agency","Outside London","EO","LGBO","60","60","27040","25920"
"In post","2023","Animal and Plant Health Agency","Outside London","EO","Undeclared","85","80","27100","26090"
"In post","2023","Animal and Plant Health Agency","Outside London","EO","Unknown","55","50","27050","26850"
"In post","2023","Animal and Plant Health Agency","Outside London","G6","Heterosexual / straight","50","45","62650","62090"
"In post","2023","Animal and Plant Health Agency","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","G7","Heterosexual / straight","140","140","51670","51150"
"In post","2023","Animal and Plant Health Agency","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","G7","Undeclared","30","30","53140","54330"
"In post","2023","Animal and Plant Health Agency","Outside London","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","HEO","Heterosexual / straight","390","375","31640","30360"
"In post","2023","Animal and Plant Health Agency","Outside London","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","HEO","Undeclared","55","55","32150","32230"
"In post","2023","Animal and Plant Health Agency","Outside London","HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SEO","Heterosexual / straight","355","335","39440","38200"
"In post","2023","Animal and Plant Health Agency","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SEO","Undeclared","75","70","40290","38590"
"In post","2023","Animal and Plant Health Agency","Outside London","SEO","Unknown","50","45","39760","37710"
"In post","2023","Animal and Plant Health Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Office","London","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Building Digital UK","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","G7","Heterosexual / straight","45","45","55170","53430"
"In post","2023","Building Digital UK","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Building Digital UK","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","AO","Heterosexual / straight","60","55","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","London","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","AO","Undeclared","10","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","AO","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Heterosexual / straight","225","220","28820","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Undeclared","30","30","28740","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Unknown","75","75","28870","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","G6","Heterosexual / straight","330","325","68010","66530"
"In post","2023","Cabinet Office (excl. agencies)","London","G6","LGBO","30","30","68000","66530"
"In post","2023","Cabinet Office (excl. agencies)","London","G6","Undeclared","40","40","67910","66530"
"In post","2023","Cabinet Office (excl. agencies)","London","G6","Unknown","85","85","67780","66530"
"In post","2023","Cabinet Office (excl. agencies)","London","G7","Heterosexual / straight","765","745","57500","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","G7","LGBO","110","110","57100","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","G7","Undeclared","110","110","57110","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","G7","Unknown","215","210","57240","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","HEO","Heterosexual / straight","340","335","36020","35650"
"In post","2023","Cabinet Office (excl. agencies)","London","HEO","LGBO","50","50","35560","35650"
"In post","2023","Cabinet Office (excl. agencies)","London","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","HEO","Unknown","95","95","36010","35650"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Heterosexual / straight","240","235","95570","84240"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Undeclared","30","30","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Unknown","95","95","98630","89670"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO","Heterosexual / straight","350","345","42270","41870"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO","LGBO","45","45","42070","41870"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO","Undeclared","50","50","42270","41870"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO","Unknown","95","95","42320","41870"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","AO","Heterosexual / straight","230","210","21760","21720"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","AO","Unknown","55","50","21850","21830"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","EO","Heterosexual / straight","245","225","25720","24860"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","EO","LGBO","40","35","25210","24610"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","EO","Unknown","65","60","25850","25410"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G6","Heterosexual / straight","95","90","64170","62440"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G7","Heterosexual / straight","305","295","52730","51290"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G7","LGBO","35","35","51580","51290"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G7","Undeclared","30","30","53530","51290"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G7","Unknown","40","40","53200","51290"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","HEO","Heterosexual / straight","430","420","33630","33020"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","HEO","LGBO","40","40","33100","33020"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","HEO","Undeclared","40","40","33930","34320"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","HEO","Unknown","65","60","33980","34020"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","Heterosexual / straight","55","55","95210","89000"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SEO","Heterosexual / straight","265","255","39250","38460"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SEO","Unknown","30","30","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Unknown","30","30","25120","24330"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO","Unknown","5","5","[c]","[c]"
