"Status","Year","Disability","Ethnicity","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","Heterosexual / straight","75","70","34310","30970"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","50","45","34640","31280"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","Heterosexual / straight","100","90","30160","28120"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Anglia","Heterosexual / straight","35","30","27730","23230"
"In post","2023","Declared disabled","Asian","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Essex","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","60","55","36150","31920"
"In post","2023","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Greater Manchester","Heterosexual / straight","150","140","30940","28120"
"In post","2023","Declared disabled","Asian","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Greater Manchester","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Greater Manchester","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Hampshire and Isle of Wight","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
