"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Commercial","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","EO","65","[c]","28770","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","AA/AO","95","[c]","21800","21690"
"Leaver CS","2023","Declared disabled","Debt","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","EO","40","[c]","27360","27570"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","G6/G7","55","[c]","60280","56830"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","75","[c]","37860","37410"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SEO/HEO","35","[c]","38710","36460"
"Leaver CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","50","[c]","21790","22220"
"Leaver CS","2023","Declared disabled","Human Resources","EO","40","[c]","28980","28270"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","35","[c]","61390","60670"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","65","[c]","37210","34700"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","40","[c]","61340","61100"
"Leaver CS","2023","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","AA/AO","1535","[c]","21870","21690"
"Leaver CS","2023","Declared disabled","No function","EO","1115","[c]","28540","28120"
"Leaver CS","2023","Declared disabled","No function","G6/G7","160","[c]","60820","58150"
"Leaver CS","2023","Declared disabled","No function","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","495","[c]","37430","36330"
"Leaver CS","2023","Declared disabled","No function","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","65","[c]","38050","39150"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","AA/AO","50","[c]","31110","27500"
"Leaver CS","2023","Declared disabled","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","35","[c]","24640","24630"
"Leaver CS","2023","Declared disabled","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","45","[c]","40640","38400"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","100","[c]","22020","22080"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","55","[c]","27810","27020"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","80","[c]","59610","55720"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","155","[c]","37630","37800"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","35","[c]","27640","27140"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","65","[c]","61080","59340"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","155","[c]","38130","38210"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","35","[c]","28460","27530"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","60","[c]","59380","56440"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","150","[c]","39120","39590"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","115","[c]","22890","21690"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","EO","255","[c]","28680","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","160","[c]","37910","37350"
"Leaver CS","2023","Declared non-disabled","Debt","AA/AO","400","[c]","21740","21690"
"Leaver CS","2023","Declared non-disabled","Debt","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","90","[c]","21480","21380"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","EO","180","[c]","28090","27570"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","425","[c]","59910","57870"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","570","[c]","38770","38470"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","AA/AO","90","[c]","22450","21690"
"Leaver CS","2023","Declared non-disabled","Finance","EO","85","[c]","27550","27550"
"Leaver CS","2023","Declared non-disabled","Finance","G6/G7","115","[c]","61260","59590"
"Leaver CS","2023","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","SEO/HEO","220","[c]","39360","38470"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","AA/AO","120","[c]","21660","21300"
"Leaver CS","2023","Declared non-disabled","Grants Management","EO","45","[c]","25150","25920"
"Leaver CS","2023","Declared non-disabled","Grants Management","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","AA/AO","250","[c]","22010","22020"
"Leaver CS","2023","Declared non-disabled","Human Resources","EO","225","[c]","28060","27470"
"Leaver CS","2023","Declared non-disabled","Human Resources","G6/G7","120","[c]","59640","57410"
"Leaver CS","2023","Declared non-disabled","Human Resources","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","SEO/HEO","270","[c]","37450","36300"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AA/AO","100","[c]","22720","22870"
"Leaver CS","2023","Declared non-disabled","Legal","EO","100","[c]","28220","28030"
"Leaver CS","2023","Declared non-disabled","Legal","G6/G7","285","[c]","60390","57590"
"Leaver CS","2023","Declared non-disabled","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SEO/HEO","70","[c]","40060","38940"
"Leaver CS","2023","Declared non-disabled","No function","AA/AO","7575","[c]","22010","21690"
"Leaver CS","2023","Declared non-disabled","No function","EO","4805","[c]","28390","28120"
"Leaver CS","2023","Declared non-disabled","No function","G6/G7","1245","[c]","60720","58040"
"Leaver CS","2023","Declared non-disabled","No function","SCS level","205","[c]","97950","91470"
"Leaver CS","2023","Declared non-disabled","No function","SEO/HEO","3050","[c]","37880","36970"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","1055","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA/AO","35","[c]","22660","22500"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","70","[c]","27040","26950"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6/G7","230","[c]","60700","58670"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","430","[c]","38010","38470"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","100","[c]","41660","34750"
"Leaver CS","2023","Declared non-disabled","Property","AA/AO","95","[c]","21570","22040"
"Leaver CS","2023","Declared non-disabled","Property","EO","75","[c]","27400","27040"
"Leaver CS","2023","Declared non-disabled","Property","G6/G7","55","[c]","59470","58090"
"Leaver CS","2023","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SEO/HEO","190","[c]","39860","40190"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","AA/AO","295","[c]","27580","25000"
"Leaver CS","2023","Declared non-disabled","Security","EO","65","[c]","35210","30110"
"Leaver CS","2023","Declared non-disabled","Security","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SEO/HEO","110","[c]","41600","39050"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","195","[c]","24810","24890"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","185","[c]","29210","29430"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","240","[c]","64700","65280"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","50","[c]","94730","89130"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","335","[c]","40920","39520"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","40","[c]","38970","38000"
"Leaver CS","2023","Undeclared","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","SEO/HEO","35","[c]","38420","37300"
"Leaver CS","2023","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","AA/AO","810","[c]","21810","21690"
"Leaver CS","2023","Undeclared","No function","EO","390","[c]","28320","28100"
"Leaver CS","2023","Undeclared","No function","G6/G7","140","[c]","59730","56880"
"Leaver CS","2023","Undeclared","No function","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","SEO/HEO","315","[c]","37960","37560"
"Leaver CS","2023","Undeclared","No function","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AA/AO","50","[c]","30650","27500"
"Leaver CS","2023","Undeclared","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","AA/AO","95","[c]","21140","20310"
"Leaver CS","2023","Unknown","Analysis","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G6/G7","75","[c]","55590","49400"
"Leaver CS","2023","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","SEO/HEO","185","[c]","34880","32880"
"Leaver CS","2023","Unknown","Commercial","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","G6/G7","135","[c]","67360","66270"
"Leaver CS","2023","Unknown","Commercial","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","70","[c]","37540","38160"
"Leaver CS","2023","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","70","[c]","38720","40050"
"Leaver CS","2023","Unknown","Counter Fraud","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","225","[c]","21530","21690"
"Leaver CS","2023","Unknown","Debt","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","100","[c]","28550","28120"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","200","[c]","59460","57400"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","285","[c]","37880","38450"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6/G7","30","[c]","58730","55540"
"Leaver CS","2023","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","75","[c]","38530","38920"
"Leaver CS","2023","Unknown","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AA/AO","75","[c]","22050","21780"
"Leaver CS","2023","Unknown","Human Resources","EO","75","[c]","27180","27470"
"Leaver CS","2023","Unknown","Human Resources","G6/G7","35","[c]","59530","55650"
"Leaver CS","2023","Unknown","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","115","[c]","41060","40000"
"Leaver CS","2023","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","AA/AO","50","[c]","22960","22870"
"Leaver CS","2023","Unknown","Legal","EO","35","[c]","28200","27850"
"Leaver CS","2023","Unknown","Legal","G6/G7","80","[c]","59320","55720"
"Leaver CS","2023","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","3725","[c]","22510","22080"
"Leaver CS","2023","Unknown","No function","EO","1540","[c]","29310","28120"
"Leaver CS","2023","Unknown","No function","G6/G7","475","[c]","59680","57450"
"Leaver CS","2023","Unknown","No function","SCS level","90","[c]","100200","93000"
"Leaver CS","2023","Unknown","No function","SEO/HEO","1040","[c]","38020","37910"
"Leaver CS","2023","Unknown","No function","Unknown","515","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","90","[c]","56570","53700"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","130","[c]","36130","35360"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","85","[c]","22310","22520"
"Leaver CS","2023","Unknown","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","55","[c]","39400","40030"
"Leaver CS","2023","Unknown","Security","AA/AO","220","[c]","28960","27500"
"Leaver CS","2023","Unknown","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","260","[c]","23290","23340"
"Leaver CS","2023","Unknown","Unknown","EO","275","[c]","27540","29100"
"Leaver CS","2023","Unknown","Unknown","G6/G7","375","[c]","63490","59860"
"Leaver CS","2023","Unknown","Unknown","SCS level","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","540","[c]","37530","36330"
"Leaver CS","2023","Unknown","Unknown","Unknown","200","[c]","36860","33920"
"Leaver Dept.","2023","Declared disabled","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
