"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Heterosexual / straight","55","50","45800","39630"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","Heterosexual / straight","60","55","47640","42510"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","Heterosexual / straight","145","140","43110","39890"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","Unknown","45","40","48560","49260"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Heterosexual / straight","50","50","44140","43650"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Heterosexual / straight","135","125","39660","38630"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","LGBO","40","40","36560","31920"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Heterosexual / straight","135","130","66350","65500"
"In post","2023","Declared disabled","Commercial","Cabinet Office","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Unknown","75","75","55770","56100"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Heterosexual / straight","35","30","33270","30750"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Heterosexual / straight","30","30","39050","35760"
"In post","2023","Declared disabled","Commercial","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Defence","Heterosexual / straight","165","155","41050","41000"
"In post","2023","Declared disabled","Commercial","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Defence","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Defence","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Heterosexual / straight","30","30","38130","37480"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
