"Status","Year","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Merseyside","630","575","31980","28120"
"In post","2023","Undeclared","North Eastern Scotland","60","60","44840","37700"
"In post","2023","Undeclared","North Yorkshire","210","205","36120","33830"
"In post","2023","Undeclared","Northern Ireland","85","80","32440","28490"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","785","720","32930","28120"
"In post","2023","Undeclared","Outer London - East and North East","260","235","31600","32520"
"In post","2023","Undeclared","Outer London - South","575","545","40830","36310"
"In post","2023","Undeclared","Outer London - West and North West","525","475","37140","32520"
"In post","2023","Undeclared","Overseas","170","170","51870","52570"
"In post","2023","Undeclared","Shropshire and Staffordshire","285","260","33650","30470"
"In post","2023","Undeclared","South Yorkshire","405","375","34820","32160"
"In post","2023","Undeclared","Southern Scotland","135","125","32540","28130"
"In post","2023","Undeclared","Surrey, East and West Sussex","420","375","34470","31000"
"In post","2023","Undeclared","Tees Valley and Durham","265","240","31820","28120"
"In post","2023","Undeclared","Unknown","45","45","32380","28490"
"In post","2023","Undeclared","West Central Scotland","685","620","33690","29450"
"In post","2023","Undeclared","West Midlands","820","745","32230","28120"
"In post","2023","Undeclared","West Wales and The Valleys","615","570","31710","28120"
"In post","2023","Undeclared","West Yorkshire","645","595","33720","28300"
"In post","2023","Unknown","Bedfordshire and Hertfordshire","505","470","32560","30740"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1095","1040","33290","30820"
"In post","2023","Unknown","Cheshire","455","430","32040","28880"
"In post","2023","Unknown","Cornwall and Isles of Scilly","155","140","28460","24160"
"In post","2023","Unknown","Cumbria","355","325","28590","25350"
"In post","2023","Unknown","Derbyshire and Nottinghamshire","2135","2020","30530","28120"
"In post","2023","Unknown","Devon","1205","1130","30480","28080"
"In post","2023","Unknown","Dorset and Somerset","655","620","31740","28120"
"In post","2023","Unknown","East Anglia","1290","1205","30210","27650"
"In post","2023","Unknown","East Wales","2955","2805","32160","28130"
"In post","2023","Unknown","East Yorkshire and Northern Lincolnshire","480","455","28390","27490"
"In post","2023","Unknown","Eastern Scotland","5530","5260","35040","31290"
"In post","2023","Unknown","Essex","555","515","28970","25920"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2885","2765","35680","31920"
"In post","2023","Unknown","Greater Manchester","3350","3220","32030","28130"
"In post","2023","Unknown","Hampshire and Isle of Wight","1775","1630","31740","27400"
"In post","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","435","410","29460","28120"
"In post","2023","Unknown","Highlands and Islands","280","260","30760","28490"
"In post","2023","Unknown","Inner London - East","2600","2490","41140","36040"
"In post","2023","Unknown","Inner London - West","9360","9180","48160","43650"
"In post","2023","Unknown","Kent","1325","1280","28600","25880"
"In post","2023","Unknown","Lancashire","1495","1400","29370","28120"
"In post","2023","Unknown","Leicestershire, Rutland and Northamptonshire","725","670","27500","25880"
"In post","2023","Unknown","Lincolnshire","245","240","29720","28120"
"In post","2023","Unknown","Merseyside","4175","3950","27300","24570"
"In post","2023","Unknown","North Eastern Scotland","445","420","35130","31410"
"In post","2023","Unknown","North Yorkshire","515","490","33680","29180"
"In post","2023","Unknown","Northern Ireland","925","880","28910","25750"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","3390","3105","29840","26960"
"In post","2023","Unknown","Outer London - East and North East","510","480","32450","32520"
"In post","2023","Unknown","Outer London - South","2230","2165","37320","32260"
"In post","2023","Unknown","Outer London - West and North West","1440","1390","32690","29890"
"In post","2023","Unknown","Overseas","625","625","54790","54740"
"In post","2023","Unknown","Shropshire and Staffordshire","1125","1075","32490","28880"
"In post","2023","Unknown","South Yorkshire","1615","1545","29910","25750"
"In post","2023","Unknown","Southern Scotland","1535","1420","29590","26600"
"In post","2023","Unknown","Surrey, East and West Sussex","980","900","32020","28730"
"In post","2023","Unknown","Tees Valley and Durham","1230","1160","28100","26020"
"In post","2023","Unknown","Unknown","1900","1885","41120","38920"
"In post","2023","Unknown","West Central Scotland","4680","4445","31780","28490"
"In post","2023","Unknown","West Midlands","3035","2855","30170","27740"
"In post","2023","Unknown","West Wales and The Valleys","1665","1550","28940","24570"
"In post","2023","Unknown","West Yorkshire","3130","2985","31090","28120"
"In post","2023","White","Bedfordshire and Hertfordshire","2930","2750","35980","32160"
"In post","2023","White","Berkshire, Buckinghamshire and Oxfordshire","6610","6265","36170","32960"
"In post","2023","White","Cheshire","3680","3455","34550","32540"
"In post","2023","White","Cornwall and Isles of Scilly","1440","1310","29040","28120"
"In post","2023","White","Cumbria","1965","1805","30540","26840"
"In post","2023","White","Derbyshire and Nottinghamshire","9895","9195","34320","30410"
"In post","2023","White","Devon","7755","7135","34080","30840"
"In post","2023","White","Dorset and Somerset","4560","4230","32360","28880"
"In post","2023","White","East Anglia","10440","9710","32510","28930"
"In post","2023","White","East Wales","16670","15660","36530","31750"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","4290","3910","30360","28120"
"In post","2023","White","Eastern Scotland","14930","14070","39170","34300"
"In post","2023","White","Essex","3285","3025","31920","31280"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","24265","23055","39350","35490"
"In post","2023","White","Greater Manchester","14940","14085","35050","30810"
"In post","2023","White","Hampshire and Isle of Wight","12490","11575","35080","31660"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","3200","2980","31090","28120"
"In post","2023","White","Highlands and Islands","1670","1565","31580","28120"
"In post","2023","White","Inner London - East","8585","8240","49510","44040"
"In post","2023","White","Inner London - West","33825","32820","52510","53550"
"In post","2023","White","Kent","6745","6290","31570","30250"
"In post","2023","White","Lancashire","11530","10530","31400","28120"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","3855","3555","31000","28120"
"In post","2023","White","Lincolnshire","2620","2455","30610","28120"
"In post","2023","White","Merseyside","17315","15980","31590","28120"
"In post","2023","White","North Eastern Scotland","1325","1230","39010","33260"
"In post","2023","White","North Yorkshire","3890","3690","34560","30410"
"In post","2023","White","Northern Ireland","3485","3305","31600","28130"
"In post","2023","White","Northumberland, and Tyne and Wear","18555","16830","32100","28120"
"In post","2023","White","Outer London - East and North East","1585","1470","34290","32520"
"In post","2023","White","Outer London - South","5315","5025","44160","39630"
"In post","2023","White","Outer London - West and North West","3480","3250","37510","33450"
"In post","2023","White","Overseas","2305","2300","53710","53050"
"In post","2023","White","Shropshire and Staffordshire","7260","6795","33660","30410"
"In post","2023","White","South Yorkshire","8380","7650","34490","30940"
"In post","2023","White","Southern Scotland","4405","4005","32470","28130"
"In post","2023","White","Surrey, East and West Sussex","6440","5910","33590","29120"
"In post","2023","White","Tees Valley and Durham","8770","8015","31210","28120"
"In post","2023","White","Unknown","640","605","36870","32640"
"In post","2023","White","West Central Scotland","15470","14415","34490","29100"
"In post","2023","White","West Midlands","10435","9635","35160","30330"
"In post","2023","White","West Wales and The Valleys","14670","13330","30610","28080"
"In post","2023","White","West Yorkshire","12420","11550","36190","32160"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","60","[c]","32460","29290"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","65","[c]","32410","28990"
"Leaver CS","2023","Asian","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Derbyshire and Nottinghamshire","70","[c]","28480","24090"
"Leaver CS","2023","Asian","Devon","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Anglia","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Wales","50","[c]","28310","24840"
"Leaver CS","2023","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Eastern Scotland","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Essex","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","90","[c]","31930","28370"
"Leaver CS","2023","Asian","Greater Manchester","145","[c]","29920","26940"
"Leaver CS","2023","Asian","Hampshire and Isle of Wight","50","[c]","28760","26330"
"Leaver CS","2023","Asian","Herefordshire, Worcestershire and Warwickshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inner London - East","305","[c]","39160","32520"
"Leaver CS","2023","Asian","Inner London - West","570","[c]","39540","35620"
"Leaver CS","2023","Asian","Kent","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lancashire","45","[c]","24940","21690"
"Leaver CS","2023","Asian","Leicestershire, Rutland and Northamptonshire","80","[c]","26050","27130"
"Leaver CS","2023","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Merseyside","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northumberland, and Tyne and Wear","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outer London - East and North East","90","[c]","30500","31060"
"Leaver CS","2023","Asian","Outer London - South","120","[c]","38090","32520"
"Leaver CS","2023","Asian","Outer London - West and North West","185","[c]","31570","31060"
"Leaver CS","2023","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shropshire and Staffordshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Surrey, East and West Sussex","40","[c]","29900","27840"
"Leaver CS","2023","Asian","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Central Scotland","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Midlands","275","[c]","28820","26010"
"Leaver CS","2023","Asian","West Wales and The Valleys","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Yorkshire","160","[c]","29520","27570"
"Leaver CS","2023","Black","Bedfordshire and Hertfordshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","55","[c]","30520","27570"
"Leaver CS","2023","Black","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","45","[c]","31610","29290"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","75","[c]","34240","33650"
"Leaver CS","2023","Black","Greater Manchester","80","[c]","31710","27840"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Herefordshire, Worcestershire and Warwickshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inner London - East","290","[c]","34540","31060"
"Leaver CS","2023","Black","Inner London - West","425","[c]","38250","33640"
"Leaver CS","2023","Black","Kent","35","[c]","[c]","[c]"
"Leaver CS","2023","Black","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Leicestershire, Rutland and Northamptonshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Merseyside","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northumberland, and Tyne and Wear","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Outer London - East and North East","95","[c]","31630","31060"
"Leaver CS","2023","Black","Outer London - South","120","[c]","33860","32520"
"Leaver CS","2023","Black","Outer London - West and North West","115","[c]","31170","31060"
"Leaver CS","2023","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Shropshire and Staffordshire","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","South Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Surrey, East and West Sussex","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Central Scotland","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Midlands","130","[c]","28930","25830"
"Leaver CS","2023","Black","West Wales and The Valleys","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Yorkshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Bedfordshire and Hertfordshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Berkshire, Buckinghamshire and Oxfordshire","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Derbyshire and Nottinghamshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Devon","15","[c]","[c]","[c]"
