"Status","Year","Parent_department","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","150","135","43840","40800"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","Unknown","35","30","50900","62640"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","100","90","41980","35550"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","245","230","37660","31180"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","Unknown","55","50","43410","49050"
"In post","2023","Attorney General's Departments","Devon","Outside London","Heterosexual / straight","85","80","40850","38940"
"In post","2023","Attorney General's Departments","Devon","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","Heterosexual / straight","110","100","36650","28850"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Outside London","Heterosexual / straight","245","230","41350","38940"
"In post","2023","Attorney General's Departments","East Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Outside London","Unknown","60","55","42910","46030"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","60","55","40240","38850"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Outside London","Heterosexual / straight","175","160","42530","40130"
"In post","2023","Attorney General's Departments","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Outside London","Unknown","30","30","45810","38790"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","200","185","43320","49050"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","50","45","52510","55470"
"In post","2023","Attorney General's Departments","Greater Manchester","Outside London","Heterosexual / straight","315","295","40400","35000"
"In post","2023","Attorney General's Departments","Greater Manchester","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Outside London","Unknown","50","45","43040","35000"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","235","220","43190","40130"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","Unknown","30","30","53690","62540"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","London","Heterosexual / straight","3290","3120","50230","52020"
"In post","2023","Attorney General's Departments","Inner London - West","London","LGBO","265","255","51950","52020"
"In post","2023","Attorney General's Departments","Inner London - West","London","Undeclared","280","270","52710","54140"
"In post","2023","Attorney General's Departments","Inner London - West","London","Unknown","875","800","55110","58530"
"In post","2023","Attorney General's Departments","Kent","Outside London","Heterosexual / straight","95","90","40740","34410"
"In post","2023","Attorney General's Departments","Kent","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Outside London","Unknown","30","25","42320","33060"
"In post","2023","Attorney General's Departments","Lancashire","Outside London","Heterosexual / straight","140","135","40440","38940"
"In post","2023","Attorney General's Departments","Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Outside London","Unknown","50","45","44040","49530"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","140","125","38680","36880"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Outside London","Heterosexual / straight","335","320","37360","31180"
"In post","2023","Attorney General's Departments","Merseyside","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Outside London","Unknown","70","60","40810","35000"
"In post","2023","Attorney General's Departments","North Yorkshire","Outside London","Heterosexual / straight","130","125","42470","38940"
"In post","2023","Attorney General's Departments","North Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","205","190","39390","33810"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","Unknown","50","45","42360","38940"
"In post","2023","Attorney General's Departments","Outer London - East and North East","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","London","Heterosexual / straight","45","40","38830","32660"
"In post","2023","Attorney General's Departments","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","London","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Heterosexual / straight","55","55","42330","38940"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Outside London","Heterosexual / straight","120","110","34950","28850"
"In post","2023","Attorney General's Departments","South Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","Outside London","Unknown","35","30","39740","33370"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Heterosexual / straight","155","145","43510","40540"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Unknown","40","35","47550","55170"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Outside London","Heterosexual / straight","80","70","40500","35000"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Outside London","Heterosexual / straight","410","390","40390","38760"
"In post","2023","Attorney General's Departments","West Midlands","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Outside London","Unknown","105","95","44180","49530"
