"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Outside London","290","270","27510","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Outside London","90","90","31550","29080"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Veterinarian","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Commercial","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","85","85","52080","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","45","45","45820","45020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Finance","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","London","60","60","48040","43520"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","Outside London","105","95","35170","33020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Legal","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Policy","London","40","40","46960","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Policy","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Security","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Security","Outside London","40","40","33330","34320"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","London","160","160","46740","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Outside London","120","115","35490","32640"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Commercial","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Commercial","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Finance","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Project Delivery","London","40","40","30850","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Project Delivery","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Science and Engineering","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Statistics","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","London","105","105","30670","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Outside London","40","40","30670","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","30","30","31820","30320"
"In post","2023","Declared disabled","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Operational Delivery","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Counter Fraud","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Operational Delivery","Outside London","55","50","25450","23240"
"In post","2023","Declared disabled","Companies House","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Economics","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","45","40","25310","25830"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Commercial","Outside London","30","30","39220","39860"
"In post","2023","Declared disabled","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","Outside London","45","45","61720","58850"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","100","95","28420","24490"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Finance","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Finance","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Human Resources","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Legal","London","110","100","62770","63450"
"In post","2023","Declared disabled","Crown Prosecution Service","Legal","Outside London","305","275","54000","56030"
"In post","2023","Declared disabled","Crown Prosecution Service","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Operational Delivery","London","90","80","29950","28540"
"In post","2023","Declared disabled","Crown Prosecution Service","Operational Delivery","Outside London","310","285","27790","26900"
"In post","2023","Declared disabled","Crown Prosecution Service","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Policy","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Policy","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Property","Outside London","[c]","[c]","[c]","[c]"
