"Status","Year","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Bedfordshire and Hertfordshire","25","25","48900","43000"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","25","20","39270","37650"
"In post","2023","Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","10","10","30100","30330"
"In post","2023","Analysis","Cumbria","20","20","33100","30320"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","105","100","41490","39190"
"In post","2023","Analysis","Devon","35","35","35340","34040"
"In post","2023","Analysis","Dorset and Somerset","145","140","34720","30350"
"In post","2023","Analysis","East Anglia","370","350","36780","34970"
"In post","2023","Analysis","East Wales","1145","1100","39120","37760"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","65","65","48490","42920"
"In post","2023","Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","815","780","42740","40200"
"In post","2023","Analysis","Greater Manchester","415","405","41390","38210"
"In post","2023","Analysis","Hampshire and Isle of Wight","1115","1070","42400","39890"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","1000","970","50700","45560"
"In post","2023","Analysis","Inner London - West","3230","3150","50230","46470"
"In post","2023","Analysis","Kent","15","15","43110","39190"
"In post","2023","Analysis","Lancashire","15","15","40290","39760"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Analysis","Merseyside","200","195","42670","40840"
"In post","2023","Analysis","North Yorkshire","35","35","41810","38100"
"In post","2023","Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","185","180","42090","38470"
"In post","2023","Analysis","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","185","175","46900","43210"
"In post","2023","Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","25","25","36290","33910"
"In post","2023","Analysis","South Yorkshire","355","330","45410","43250"
"In post","2023","Analysis","Southern Scotland","10","10","33750","34940"
"In post","2023","Analysis","Surrey, East and West Sussex","25","20","43540","39300"
"In post","2023","Analysis","Tees Valley and Durham","170","165","37720","33950"
"In post","2023","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","95","95","41070","35000"
"In post","2023","Analysis","West Midlands","155","155","41870","37840"
"In post","2023","Analysis","West Wales and The Valleys","20","20","43070","38910"
"In post","2023","Analysis","West Yorkshire","255","245","41720","38470"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","25","25","46720","41190"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","185","180","43340","40670"
"In post","2023","Commercial","Cheshire","30","30","43140","38790"
"In post","2023","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","15","15","43440","42620"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","115","110","44620","41050"
"In post","2023","Commercial","Devon","200","190","44150","43400"
"In post","2023","Commercial","Dorset and Somerset","50","50","40470","42620"
"In post","2023","Commercial","East Anglia","220","210","45770","40620"
"In post","2023","Commercial","East Wales","180","175","40120","37300"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","105","100","39060","37060"
"In post","2023","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","1590","1530","43620","42340"
"In post","2023","Commercial","Greater Manchester","365","360","48250","41780"
"In post","2023","Commercial","Hampshire and Isle of Wight","305","295","42430","39890"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","20","20","39020","37300"
"In post","2023","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","220","215","48550","44970"
"In post","2023","Commercial","Inner London - West","1430","1415","61410","56200"
"In post","2023","Commercial","Kent","10","10","56400","47620"
"In post","2023","Commercial","Lancashire","55","55","54820","56000"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","10","10","42020","37300"
"In post","2023","Commercial","Lincolnshire","15","15","37880","34300"
"In post","2023","Commercial","Merseyside","305","300","43520","40450"
"In post","2023","Commercial","North Eastern Scotland","10","10","[c]","[c]"
