"Status","Year","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","East Midlands (England)","120","115","40990","38120"
"In post","2023","Analysis","East of England","395","380","37560","37300"
"In post","2023","Analysis","London","4420","4300","50180","45560"
"In post","2023","Analysis","North East (England)","355","345","39990","37890"
"In post","2023","Analysis","North West (England)","650","635","41480","38490"
"In post","2023","Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","175","170","43440","37250"
"In post","2023","Analysis","South East (England)","1180","1125","42370","39890"
"In post","2023","Analysis","South West (England)","1010","965","41160","39890"
"In post","2023","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Wales","1165","1120","39180","37760"
"In post","2023","Analysis","West Midlands (England)","190","185","41040","37680"
"In post","2023","Analysis","Yorkshire and The Humber","650","615","43690","41470"
"In post","2023","Commercial","East Midlands (England)","140","135","43770","40500"
"In post","2023","Commercial","East of England","250","235","45990","40750"
"In post","2023","Commercial","London","1810","1785","58430","56000"
"In post","2023","Commercial","North East (England)","140","135","45880","40820"
"In post","2023","Commercial","North West (England)","775","760","46540","40620"
"In post","2023","Commercial","Northern Ireland","15","15","34740","33230"
"In post","2023","Commercial","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Scotland","390","380","42450","37730"
"In post","2023","Commercial","South East (England)","565","550","42930","39720"
"In post","2023","Commercial","South West (England)","1845","1770","43570","42500"
"In post","2023","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Wales","405","380","37190","32950"
"In post","2023","Commercial","West Midlands (England)","375","365","46230","38810"
"In post","2023","Commercial","Yorkshire and The Humber","530","515","48910","41880"
"In post","2023","Communications","East Midlands (England)","120","120","40180","37900"
"In post","2023","Communications","East of England","70","70","37060","34300"
"In post","2023","Communications","London","2200","2155","49260","44600"
"In post","2023","Communications","North East (England)","140","130","36980","35000"
"In post","2023","Communications","North West (England)","280","265","39090","36400"
"In post","2023","Communications","Northern Ireland","25","25","40210","38640"
"In post","2023","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","100","100","40500","39590"
"In post","2023","Communications","South East (England)","295","280","36350","33990"
"In post","2023","Communications","South West (England)","310","290","37620","35520"
"In post","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","270","255","37890","34490"
"In post","2023","Communications","West Midlands (England)","145","140","40080","37640"
"In post","2023","Communications","Yorkshire and The Humber","190","180","41830","39770"
"In post","2023","Counter Fraud","East Midlands (England)","990","915","34190","34170"
"In post","2023","Counter Fraud","East of England","735","675","30540","29730"
"In post","2023","Counter Fraud","London","3610","3430","39130","34500"
"In post","2023","Counter Fraud","North East (England)","1265","1180","32300","28130"
"In post","2023","Counter Fraud","North West (England)","2575","2400","34450","29730"
"In post","2023","Counter Fraud","Northern Ireland","450","430","34670","34700"
"In post","2023","Counter Fraud","Scotland","1600","1470","31510","28130"
"In post","2023","Counter Fraud","South East (England)","1230","1125","31230","29300"
"In post","2023","Counter Fraud","South West (England)","845","775","33830","28130"
"In post","2023","Counter Fraud","Unknown","20","20","42400","35240"
"In post","2023","Counter Fraud","Wales","1070","980","30790","28120"
"In post","2023","Counter Fraud","West Midlands (England)","1310","1200","32660","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","1440","1330","33160","28130"
"In post","2023","Debt","East Midlands (England)","655","590","23470","22520"
"In post","2023","Debt","East of England","155","130","26680","25610"
"In post","2023","Debt","London","635","575","29680","26920"
"In post","2023","Debt","North East (England)","1025","920","23530","22520"
"In post","2023","Debt","North West (England)","750","685","24680","22520"
"In post","2023","Debt","Northern Ireland","10","10","29000","28130"
"In post","2023","Debt","Scotland","1495","1365","24340","22520"
"In post","2023","Debt","South East (England)","75","60","29810","29730"
"In post","2023","Debt","South West (England)","155","130","23580","21690"
"In post","2023","Debt","Unknown","5","5","[c]","[c]"
"In post","2023","Debt","Wales","515","480","25380","22520"
"In post","2023","Debt","West Midlands (England)","1235","1105","23660","22520"
"In post","2023","Debt","Yorkshire and The Humber","1040","915","24560","22520"
"In post","2023","Digital, Data & Technology","East Midlands (England)","495","485","38180","34700"
"In post","2023","Digital, Data & Technology","East of England","655","630","36830","34700"
"In post","2023","Digital, Data & Technology","London","5565","5465","50150","45950"
"In post","2023","Digital, Data & Technology","North East (England)","2725","2630","43030","38760"
"In post","2023","Digital, Data & Technology","North West (England)","3815","3715","42630","38470"
"In post","2023","Digital, Data & Technology","Northern Ireland","100","100","36130","34700"
"In post","2023","Digital, Data & Technology","Overseas","75","75","39320","37420"
"In post","2023","Digital, Data & Technology","Scotland","1115","1090","40260","37950"
"In post","2023","Digital, Data & Technology","South East (England)","1600","1545","39820","36990"
"In post","2023","Digital, Data & Technology","South West (England)","3975","3825","40430","39460"
"In post","2023","Digital, Data & Technology","Unknown","35","35","47610","44720"
"In post","2023","Digital, Data & Technology","Wales","2320","2265","42570","39820"
"In post","2023","Digital, Data & Technology","West Midlands (England)","1930","1890","41860","38300"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","1950","1890","44040","40290"
"In post","2023","Finance","East Midlands (England)","335","320","37190","34700"
"In post","2023","Finance","East of England","310","300","39080","36880"
"In post","2023","Finance","London","3155","3070","50420","45560"
"In post","2023","Finance","North East (England)","895","840","40200","37300"
"In post","2023","Finance","North West (England)","1545","1455","38530","35000"
"In post","2023","Finance","Northern Ireland","50","50","40350","38640"
"In post","2023","Finance","Overseas","45","45","50250","48980"
"In post","2023","Finance","Scotland","1165","1030","31240","27080"
"In post","2023","Finance","South East (England)","1260","1195","36740","33990"
"In post","2023","Finance","South West (England)","1425","1365","41640","37710"
"In post","2023","Finance","Unknown","15","10","39920","37860"
"In post","2023","Finance","Wales","485","460","37860","34170"
"In post","2023","Finance","West Midlands (England)","600","580","40270","37590"
"In post","2023","Finance","Yorkshire and The Humber","1590","1475","37620","34170"
"In post","2023","Grants Management","East Midlands (England)","90","85","26640","25920"
"In post","2023","Grants Management","East of England","55","50","26440","25920"
"In post","2023","Grants Management","London","60","60","51180","48480"
"In post","2023","Grants Management","North East (England)","465","435","25560","22150"
"In post","2023","Grants Management","North West (England)","990","895","25190","22150"
"In post","2023","Grants Management","South East (England)","195","180","28600","25920"
"In post","2023","Grants Management","South West (England)","290","265","27090","25920"
"In post","2023","Grants Management","Wales","5","5","[c]","[c]"
"In post","2023","Grants Management","West Midlands (England)","185","170","25550","22150"
"In post","2023","Grants Management","Yorkshire and The Humber","285","270","26720","25920"
"In post","2023","Human Resources","East Midlands (England)","700","670","37380","34700"
"In post","2023","Human Resources","East of England","515","490","35430","32230"
"In post","2023","Human Resources","London","3070","2975","48360","43650"
"In post","2023","Human Resources","North East (England)","860","805","34060","32420"
"In post","2023","Human Resources","North West (England)","1670","1595","38100","34700"
"In post","2023","Human Resources","Northern Ireland","80","75","33950","32730"
"In post","2023","Human Resources","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Scotland","955","905","35520","34000"
"In post","2023","Human Resources","South East (England)","1400","1345","36590","34300"
"In post","2023","Human Resources","South West (England)","1615","1540","37460","34300"
"In post","2023","Human Resources","Unknown","35","35","44620","41490"
"In post","2023","Human Resources","Wales","920","870","36620","32570"
"In post","2023","Human Resources","West Midlands (England)","995","950","36330","32570"
"In post","2023","Human Resources","Yorkshire and The Humber","1365","1295","36530","33020"
"In post","2023","Internal Audit","East Midlands (England)","20","20","45590","45090"
"In post","2023","Internal Audit","East of England","15","15","46100","46470"
"In post","2023","Internal Audit","London","195","190","54090","53070"
"In post","2023","Internal Audit","North East (England)","35","35","51100","46290"
"In post","2023","Internal Audit","North West (England)","60","60","46130","42770"
"In post","2023","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","60","60","43330","41660"
"In post","2023","Internal Audit","South East (England)","85","85","39020","35000"
"In post","2023","Internal Audit","South West (England)","95","85","44830","43890"
"In post","2023","Internal Audit","Unknown","20","20","49540","44070"
"In post","2023","Internal Audit","Wales","30","30","47620","47020"
"In post","2023","Internal Audit","West Midlands (England)","55","50","50810","46340"
"In post","2023","Internal Audit","Yorkshire and The Humber","50","45","51010","50350"
"In post","2023","Legal","East Midlands (England)","625","580","39010","34850"
"In post","2023","Legal","East of England","575","525","42730","38760"
"In post","2023","Legal","London","5285","4985","53880","54100"
"In post","2023","Legal","North East (England)","485","445","39640","34850"
"In post","2023","Legal","North West (England)","1510","1410","41450","37250"
"In post","2023","Legal","Northern Ireland","40","40","37050","34850"
"In post","2023","Legal","Overseas","10","10","76790","72370"
"In post","2023","Legal","Scotland","890","840","59300","55990"
"In post","2023","Legal","South East (England)","905","840","42970","37680"
"In post","2023","Legal","South West (England)","600","555","45300","49050"
"In post","2023","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","540","505","42820","42510"
"In post","2023","Legal","West Midlands (England)","770","730","41930","38760"
"In post","2023","Legal","Yorkshire and The Humber","1135","1055","42200","38470"
"In post","2023","No function","East Midlands (England)","18065","16735","30960","28120"
"In post","2023","No function","East of England","16825","15540","31090","28740"
"In post","2023","No function","London","63245","60620","43180","37640"
"In post","2023","No function","North East (England)","23510","21115","28920","27890"
"In post","2023","No function","North West (England)","48710","45030","29680","28120"
"In post","2023","No function","Northern Ireland","3110","2920","30260","26910"
"In post","2023","No function","Overseas","2685","2675","53730","53970"
"In post","2023","No function","Scotland","24700","22700","30640","28120"
"In post","2023","No function","South East (England)","29025","26705","31640","28480"
"In post","2023","No function","South West (England)","24930","23090","33700","29570"
"In post","2023","No function","Unknown","725","675","33530","28120"
"In post","2023","No function","Wales","23340","21335","29060","27450"
"In post","2023","No function","West Midlands (England)","24340","22510","30860","28120"
"In post","2023","No function","Yorkshire and The Humber","27470","25430","31480","28120"
"In post","2023","Project Delivery","East Midlands (England)","530","510","42860","41000"
"In post","2023","Project Delivery","East of England","670","645","45050","41800"
"In post","2023","Project Delivery","London","5475","5300","54450","54090"
"In post","2023","Project Delivery","North East (England)","1430","1365","44050","42140"
"In post","2023","Project Delivery","North West (England)","2480","2365","43720","41780"
"In post","2023","Project Delivery","Northern Ireland","110","110","44420","42140"
"In post","2023","Project Delivery","Overseas","145","145","57760","56100"
"In post","2023","Project Delivery","Scotland","970","930","43640","41570"
"In post","2023","Project Delivery","South East (England)","1675","1620","43230","41000"
"In post","2023","Project Delivery","South West (England)","6010","5805","42640","41000"
"In post","2023","Project Delivery","Unknown","15","15","48980","50160"
"In post","2023","Project Delivery","Wales","715","685","44530","38470"
"In post","2023","Project Delivery","West Midlands (England)","1085","1045","43950","41200"
"In post","2023","Project Delivery","Yorkshire and The Humber","995","935","42850","38470"
"In post","2023","Property","East Midlands (England)","525","495","36130","33960"
"In post","2023","Property","East of England","585","555","35450","33990"
"In post","2023","Property","London","1365","1315","44910","40180"
"In post","2023","Property","North East (England)","750","715","31190","26020"
"In post","2023","Property","North West (England)","725","695","37000","34170"
"In post","2023","Property","Northern Ireland","95","90","33970","34580"
"In post","2023","Property","Overseas","65","65","48250","44680"
"In post","2023","Property","Scotland","565","550","36060","34300"
"In post","2023","Property","South East (England)","950","910","38210","34450"
"In post","2023","Property","South West (England)","1180","1125","33820","32260"
"In post","2023","Property","Unknown","45","45","47750","44860"
"In post","2023","Property","Wales","530","500","35640","32650"
"In post","2023","Property","West Midlands (England)","705","675","38230","34300"
"In post","2023","Property","Yorkshire and The Humber","830","785","38030","34450"
"In post","2023","Security","East Midlands (England)","165","165","34070","32240"
"In post","2023","Security","East of England","545","540","36420","34480"
"In post","2023","Security","London","1735","1705","44550","40690"
"In post","2023","Security","North East (England)","80","80","34750","32450"
"In post","2023","Security","North West (England)","385","370","32840","28190"
"In post","2023","Security","Northern Ireland","390","385","23130","22130"
"In post","2023","Security","Overseas","150","150","42370","39400"
"In post","2023","Security","Scotland","1625","1565","32640","28560"
"In post","2023","Security","South East (England)","1850","1815","34180","30650"
"In post","2023","Security","South West (England)","1415","1385","31810","27500"
"In post","2023","Security","Unknown","70","65","29510","24610"
"In post","2023","Security","Wales","335","330","29230","25650"
"In post","2023","Security","West Midlands (England)","360","355","32950","28160"
"In post","2023","Security","Yorkshire and The Humber","930","885","32770","30700"
