"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AO","Heterosexual / straight","75","70","26630","25610"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","165","145","30130","31280"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","Undeclared","35","30","29900","30120"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","HEO","Heterosexual / straight","60","55","37240","37520"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO","Heterosexual / straight","35","30","46020","43760"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","75","70","31900","30810"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Heterosexual / straight","45","40","21770","21380"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Heterosexual / straight","190","175","27450","25700"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Undeclared","35","30","29640","25610"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","235","220","30190","28540"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","30","30","30220","28480"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Heterosexual / straight","45","40","58380","57110"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Heterosexual / straight","135","130","35920","34610"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Heterosexual / straight","85","80","44710","43550"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","105","100","32030","29320"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AO","Heterosexual / straight","115","100","23660","21780"
"In post","2023","Declared disabled","Cheshire","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AO","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","EO","Heterosexual / straight","125","110","29100","28120"
"In post","2023","Declared disabled","Cheshire","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","HEO","Heterosexual / straight","55","50","35810","34170"
"In post","2023","Declared disabled","Cheshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SEO","Heterosexual / straight","40","40","42410","40230"
"In post","2023","Declared disabled","Cheshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Unknown","Heterosexual / straight","50","50","29630","27480"
"In post","2023","Declared disabled","Cheshire","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
