"Status","Year","Disability","Parent_department","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cheshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cumbria","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","30","30","43710","38940"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","Female","40","35","40110","30430"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","Female","300","275","50150","53090"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","Male","165","160","50590","52790"
"In post","2023","Declared disabled","Attorney General's Departments","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","Female","35","30","37020","28850"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","Female","50","45","40070","41500"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","Female","50","45","41350","33810"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
