"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Inner London - West","SEO/HEO","HEO","200","200","35320","35480"
"In post","2023","Commercial","Inner London - West","SEO/HEO","SEO","220","215","44180","43750"
"In post","2023","Commercial","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Lancashire","EO","EO","15","15","28270","28120"
"In post","2023","Commercial","Lancashire","G6/G7","G6","15","15","70260","66270"
"In post","2023","Commercial","Lancashire","G6/G7","G7","40","40","56510","56000"
"In post","2023","Commercial","Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","SEO/HEO","HEO","50","50","33990","34170"
"In post","2023","Commercial","Lancashire","SEO/HEO","SEO","70","65","39500","38470"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","10","10","44990","43080"
"In post","2023","Commercial","Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","AA/AO","AO","20","15","21740","21690"
"In post","2023","Commercial","Merseyside","EO","EO","35","30","26850","26410"
"In post","2023","Commercial","Merseyside","G6/G7","G6","20","20","70120","66270"
"In post","2023","Commercial","Merseyside","G6/G7","G7","45","40","58860","56000"
"In post","2023","Commercial","Merseyside","SCS level","SCS level","10","10","94700","87160"
"In post","2023","Commercial","Merseyside","SEO/HEO","HEO","75","75","31920","32110"
"In post","2023","Commercial","Merseyside","SEO/HEO","SEO","115","115","40390","40470"
"In post","2023","Commercial","North Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","EO","EO","10","10","26720","27020"
"In post","2023","Commercial","North Yorkshire","G6/G7","G6","10","10","70240","69680"
"In post","2023","Commercial","North Yorkshire","G6/G7","G7","30","30","56680","52740"
"In post","2023","Commercial","North Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","SEO/HEO","HEO","20","15","32160","32100"
"In post","2023","Commercial","North Yorkshire","SEO/HEO","SEO","25","25","40580","38800"
"In post","2023","Commercial","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","EO","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","EO","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","G6/G7","G7","30","30","59730","56000"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","HEO","30","30","32980","34170"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","SEO","30","30","40590","38470"
"In post","2023","Commercial","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - South","AA/AO","AO","10","10","28920","28180"
"In post","2023","Commercial","Outer London - South","EO","EO","25","20","31150","31310"
"In post","2023","Commercial","Outer London - South","G6/G7","G6","15","15","79270","77500"
"In post","2023","Commercial","Outer London - South","G6/G7","G7","25","25","64750","65500"
"In post","2023","Commercial","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","SEO/HEO","HEO","25","25","37180","36180"
"In post","2023","Commercial","Outer London - South","SEO/HEO","SEO","50","50","46720","46270"
"In post","2023","Commercial","Outer London - West and North West","AA/AO","AO","20","20","23800","23460"
"In post","2023","Commercial","Outer London - West and North West","EO","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","SEO","10","10","68790","69790"
"In post","2023","Commercial","Shropshire and Staffordshire","AA/AO","AO","25","20","22250","21780"
"In post","2023","Commercial","Shropshire and Staffordshire","EO","EO","45","45","26710","26350"
"In post","2023","Commercial","Shropshire and Staffordshire","G6/G7","G6","10","10","76080","72720"
"In post","2023","Commercial","Shropshire and Staffordshire","G6/G7","G7","25","20","60590","58110"
"In post","2023","Commercial","Shropshire and Staffordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","SEO/HEO","HEO","35","35","34090","33990"
"In post","2023","Commercial","Shropshire and Staffordshire","SEO/HEO","SEO","40","40","43760","42320"
"In post","2023","Commercial","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","AA/AO","AO","20","20","21670","21690"
"In post","2023","Commercial","South Yorkshire","EO","EO","30","30","27430","28120"
"In post","2023","Commercial","South Yorkshire","G6/G7","G6","20","20","69890","66860"
"In post","2023","Commercial","South Yorkshire","G6/G7","G7","55","55","56720","56000"
"In post","2023","Commercial","South Yorkshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","SEO/HEO","HEO","60","55","33570","34170"
"In post","2023","Commercial","South Yorkshire","SEO/HEO","SEO","95","90","39890","38470"
"In post","2023","Commercial","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","EO","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","G6/G7","G7","30","30","58400","56000"
"In post","2023","Commercial","Southern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","SEO/HEO","SEO","15","15","41520","40810"
"In post","2023","Commercial","Surrey, East and West Sussex","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","EO","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SEO/HEO","SEO","15","15","46870","44100"
"In post","2023","Commercial","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","EO","EO","10","10","27210","25900"
"In post","2023","Commercial","Tees Valley and Durham","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","G6/G7","G7","15","15","56910","55360"
"In post","2023","Commercial","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","SEO/HEO","HEO","10","10","31790","31080"
"In post","2023","Commercial","Tees Valley and Durham","SEO/HEO","SEO","30","30","41130","41590"
"In post","2023","Commercial","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","AA/AO","AO","20","15","25990","28490"
"In post","2023","Commercial","West Central Scotland","EO","EO","35","35","27650","27080"
"In post","2023","Commercial","West Central Scotland","G6/G7","G6","10","10","78210","78600"
"In post","2023","Commercial","West Central Scotland","G6/G7","G7","30","25","60540","57050"
"In post","2023","Commercial","West Central Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","SEO/HEO","HEO","65","60","34270","33990"
"In post","2023","Commercial","West Central Scotland","SEO/HEO","SEO","45","45","41780","42700"
"In post","2023","Commercial","West Central Scotland","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","EO","EO","15","15","27530","26780"
"In post","2023","Commercial","West Midlands","G6/G7","G6","20","20","78720","75010"
"In post","2023","Commercial","West Midlands","G6/G7","G7","55","55","62260","65500"
"In post","2023","Commercial","West Midlands","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands","SEO/HEO","HEO","45","40","32470","31660"
"In post","2023","Commercial","West Midlands","SEO/HEO","SEO","45","45","40770","39240"
"In post","2023","Commercial","West Midlands","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","AA/AO","AA","10","10","19000","19000"
"In post","2023","Commercial","West Wales and The Valleys","AA/AO","AO","30","30","22500","22500"
"In post","2023","Commercial","West Wales and The Valleys","EO","EO","35","35","27260","26960"
"In post","2023","Commercial","West Wales and The Valleys","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","G6/G7","G7","20","20","54310","53540"
"In post","2023","Commercial","West Wales and The Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","SEO/HEO","HEO","50","50","32500","31660"
"In post","2023","Commercial","West Wales and The Valleys","SEO/HEO","SEO","55","50","42090","41000"
"In post","2023","Commercial","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","AA/AO","AO","15","15","21660","21690"
"In post","2023","Commercial","West Yorkshire","EO","EO","25","25","27340","26960"
"In post","2023","Commercial","West Yorkshire","G6/G7","G6","35","35","72320","70350"
"In post","2023","Commercial","West Yorkshire","G6/G7","G7","105","100","61070","60860"
"In post","2023","Commercial","West Yorkshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","SEO/HEO","HEO","80","80","32840","32030"
"In post","2023","Commercial","West Yorkshire","SEO/HEO","SEO","120","115","39860","38470"
"In post","2023","Communications","Bedfordshire and Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","EO","EO","10","10","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","15","15","23240","22330"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","25","25","29160","29110"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","30","25","34740","35330"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","15","15","41680","41800"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Communications","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","EO","EO","10","10","28740","27670"
