"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","AA/AO","Heterosexual / straight","45","40","20840","22500"
"In post","2023","16-19","Department for Transport","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","AA/AO","Unknown","35","30","20600","19000"
"In post","2023","16-19","Department for Transport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","AA/AO","Heterosexual / straight","45","45","21870","21690"
"In post","2023","16-19","Department for Work and Pensions","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","AA/AO","Heterosexual / straight","85","80","22680","22520"
"In post","2023","16-19","HM Revenue and Customs","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","AA/AO","Unknown","75","75","22820","22520"
"In post","2023","16-19","HM Revenue and Customs","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","EO","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","AA/AO","Unknown","90","85","23020","22400"
"In post","2023","16-19","Home Office","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","EO","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AA/AO","Heterosexual / straight","80","80","19970","19460"
"In post","2023","16-19","Ministry of Defence","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AA/AO","Unknown","85","85","19840","19360"
"In post","2023","16-19","Ministry of Defence","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","35","35","19200","17650"
"In post","2023","16-19","Ministry of Justice","AA/AO","Heterosexual / straight","165","165","26260","28880"
"In post","2023","16-19","Ministry of Justice","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","AA/AO","Unknown","115","110","26000","24770"
"In post","2023","16-19","Ministry of Justice","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","National Crime Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Scottish Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","AA/AO","Unknown","55","50","23010","22180"
"In post","2023","16-19","The National Archives","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","AA/AO","Heterosexual / straight","470","465","22980","22870"
"In post","2023","20-29","Attorney General's Departments","AA/AO","LGBO","45","45","22660","22870"
"In post","2023","20-29","Attorney General's Departments","AA/AO","Undeclared","30","30","23240","24350"
"In post","2023","20-29","Attorney General's Departments","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","EO","Heterosexual / straight","500","495","28070","27760"
"In post","2023","20-29","Attorney General's Departments","EO","LGBO","60","60","27910","27150"
"In post","2023","20-29","Attorney General's Departments","EO","Undeclared","30","30","28370","27760"
"In post","2023","20-29","Attorney General's Departments","EO","Unknown","35","35","28360","28200"
"In post","2023","20-29","Attorney General's Departments","G6/G7","Heterosexual / straight","150","150","52100","52020"
"In post","2023","20-29","Attorney General's Departments","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","SEO/HEO","Heterosexual / straight","245","245","37070","38760"
"In post","2023","20-29","Attorney General's Departments","SEO/HEO","LGBO","30","30","37290","35970"
"In post","2023","20-29","Attorney General's Departments","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","SEO/HEO","Unknown","30","30","37050","37770"
"In post","2023","20-29","Cabinet Office","AA/AO","Heterosexual / straight","95","95","22610","21720"
"In post","2023","20-29","Cabinet Office","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office","EO","Heterosexual / straight","180","180","27030","28050"
"In post","2023","20-29","Cabinet Office","EO","LGBO","30","30","25910","24610"
"In post","2023","20-29","Cabinet Office","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","EO","Unknown","85","85","26670","27110"
"In post","2023","20-29","Cabinet Office","G6/G7","Heterosexual / straight","210","210","57320","56430"
"In post","2023","20-29","Cabinet Office","G6/G7","LGBO","55","55","57530","56430"
"In post","2023","20-29","Cabinet Office","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Cabinet Office","G6/G7","Unknown","110","105","59160","56430"
"In post","2023","20-29","Cabinet Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SEO/HEO","Heterosexual / straight","740","735","34740","32960"
"In post","2023","20-29","Cabinet Office","SEO/HEO","LGBO","140","140","34860","33570"
"In post","2023","20-29","Cabinet Office","SEO/HEO","Undeclared","85","85","35200","32960"
"In post","2023","20-29","Cabinet Office","SEO/HEO","Unknown","1170","1170","30680","30130"
"In post","2023","20-29","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","Heterosexual / straight","30","30","56480","55130"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","65","65","35590","34110"
"In post","2023","20-29","Competition and Markets Authority","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","185","185","21890","21550"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","45","45","21310","21380"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","75","75","22450","22180"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","280","275","27040","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","LGBO","45","45","26980","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","Undeclared","40","40","26860","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","Unknown","120","120","27060","25310"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","425","420","56510","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","75","75","57680","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","50","50","56370","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","110","110","56440","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","1050","1050","37490","37470"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","175","175","38010","37470"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","120","120","38140","40980"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","300","295","38080","39450"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","50","50","27870","27780"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","EO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","EO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","130","130","54460","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","230","230","36860","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","60","60","36340","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","45","45","36380","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","45","45","37220","35620"
"In post","2023","20-29","Department for Education","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education","EO","Heterosexual / straight","230","230","27060","25900"
"In post","2023","20-29","Department for Education","EO","LGBO","35","35","26970","25900"
"In post","2023","20-29","Department for Education","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Department for Education","EO","Unknown","30","30","27350","26940"
"In post","2023","20-29","Department for Education","G6/G7","Heterosexual / straight","200","200","54070","55020"
"In post","2023","20-29","Department for Education","G6/G7","LGBO","30","30","54700","55020"
"In post","2023","20-29","Department for Education","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Department for Education","G6/G7","Unknown","30","30","55430","55020"
"In post","2023","20-29","Department for Education","SEO/HEO","Heterosexual / straight","695","690","36110","37590"
"In post","2023","20-29","Department for Education","SEO/HEO","LGBO","100","100","35990","37590"
"In post","2023","20-29","Department for Education","SEO/HEO","Undeclared","65","65","36410","37590"
"In post","2023","20-29","Department for Education","SEO/HEO","Unknown","110","105","36130","36040"
"In post","2023","20-29","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","325","315","22610","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","90","90","22740","22150"
