"Status","Year","Disability","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Inner London - East","EO","115","105","32300","32520"
"In post","2023","Declared disabled","Asian","Inner London - East","G6/G7","40","40","64670","64610"
"In post","2023","Declared disabled","Asian","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - East","SEO/HEO","85","85","40840","39800"
"In post","2023","Declared disabled","Asian","Inner London - East","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - West","AA/AO","50","45","25830","25480"
"In post","2023","Declared disabled","Asian","Inner London - West","EO","125","120","30560","30560"
"In post","2023","Declared disabled","Asian","Inner London - West","G6/G7","155","155","60760","58740"
"In post","2023","Declared disabled","Asian","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - West","SEO/HEO","295","290","38950","39150"
"In post","2023","Declared disabled","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","EO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","AA/AO","65","55","21950","21690"
"In post","2023","Declared disabled","Asian","Lancashire","EO","45","40","28020","28120"
"In post","2023","Declared disabled","Asian","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","AA/AO","70","55","21830","21730"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","EO","45","40","27830","28120"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","AA/AO","45","35","25400","25610"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","EO","65","60","31800","32520"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - South","AA/AO","45","40","26270","26400"
"In post","2023","Declared disabled","Asian","Outer London - South","EO","50","45","31240","30410"
"In post","2023","Declared disabled","Asian","Outer London - South","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - South","SEO/HEO","70","65","41190","41690"
"In post","2023","Declared disabled","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","AA/AO","65","55","25870","25610"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","EO","145","125","31570","32520"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","SEO/HEO","50","45","40260","39150"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","EO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","EO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","AA/AO","190","160","22080","21780"
"In post","2023","Declared disabled","Asian","West Midlands","EO","190","175","27780","28120"
"In post","2023","Declared disabled","Asian","West Midlands","G6/G7","35","35","53310","51500"
"In post","2023","Declared disabled","Asian","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","SEO/HEO","110","105","35970","35000"
"In post","2023","Declared disabled","Asian","West Midlands","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Yorkshire","AA/AO","65","55","22970","22520"
"In post","2023","Declared disabled","Asian","West Yorkshire","EO","100","95","27880","28120"
"In post","2023","Declared disabled","Asian","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Yorkshire","SEO/HEO","45","45","36490","35000"
"In post","2023","Declared disabled","Asian","West Yorkshire","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cumbria","EO","[c]","[c]","[c]","[c]"
