"Status","Year","Disability","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Charity Commission","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","London","45","45","55100","44310"
"In post","2023","Declared disabled","Competition and Markets Authority","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","35","35","32720","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","London","565","550","49190","45570"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","45","40","36400","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","95","95","39050","35190"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","60","55","33440","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","245","235","35990","35230"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Outside London","230","215","35000","31350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","90","85","35870","32710"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","London","155","150","48920","52760"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East Midlands (England)","Outside London","45","40","38690","37590"
"In post","2023","Declared disabled","Department for Education","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","London","230","215","51890","55020"
"In post","2023","Declared disabled","Department for Education","North East (England)","Outside London","90","85","38840","37590"
"In post","2023","Declared disabled","Department for Education","North West (England)","Outside London","150","145","41740","37590"
"In post","2023","Declared disabled","Department for Education","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","West Midlands (England)","Outside London","110","105","40730","37590"
"In post","2023","Declared disabled","Department for Education","Yorkshire and The Humber","Outside London","180","165","41280","37590"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","45","45","34920","30930"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Outside London","95","90","33800","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","London","325","315","45310","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","120","115","30400","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","315","290","29690","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Outside London","35","35","31580","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","200","190","35200","31180"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","295","280","35470","30840"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","Outside London","60","55","30800","28590"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","110","105","32970","28110"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","200","195","34130","30320"
"In post","2023","Declared disabled","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","London","215","215","48370","41750"
"In post","2023","Declared disabled","Department for International Trade","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","East of England","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","London","250","245","47930","43180"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","35","35","43340","40300"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","60","55","34070","30790"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","50","45","40400","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","East Midlands (England)","Outside London","85","80","32430","30870"
"In post","2023","Declared disabled","Department for Transport","East of England","Outside London","35","30","29100","27470"
"In post","2023","Declared disabled","Department for Transport","London","London","230","220","46940","43750"
"In post","2023","Declared disabled","Department for Transport","North East (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","North West (England)","Outside London","45","35","29500","27450"
"In post","2023","Declared disabled","Department for Transport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Scotland","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","South East (England)","Outside London","115","105","32840","28190"
"In post","2023","Declared disabled","Department for Transport","South West (England)","Outside London","70","65","31980","27670"
"In post","2023","Declared disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Wales","Outside London","705","590","25780","22500"
"In post","2023","Declared disabled","Department for Transport","West Midlands (England)","Outside London","45","45","32480","28190"
"In post","2023","Declared disabled","Department for Transport","Yorkshire and The Humber","Outside London","45","40","30930","28020"
"In post","2023","Declared disabled","Department for Work and Pensions","East Midlands (England)","Outside London","1010","885","27530","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","East of England","Outside London","940","815","29620","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","London","London","1710","1565","35460","32520"
"In post","2023","Declared disabled","Department for Work and Pensions","North East (England)","Outside London","1815","1570","27900","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","North West (England)","Outside London","3570","3145","27930","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Scotland","Outside London","1565","1355","26600","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","South East (England)","Outside London","1320","1155","28900","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","South West (England)","Outside London","1060","915","27340","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Unknown","60","55","32780","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Wales","Outside London","1105","985","27480","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","West Midlands (England)","Outside London","1430","1235","27370","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Outside London","1805","1575","30150","28120"
"In post","2023","Declared disabled","Department of Health and Social Care","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","East of England","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","London","London","245","235","48400","41950"
"In post","2023","Declared disabled","Department of Health and Social Care","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","North West (England)","Outside London","30","30","47820","38020"
"In post","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","South East (England)","Outside London","30","30","47190","41300"
"In post","2023","Declared disabled","Department of Health and Social Care","South West (England)","Outside London","55","55","39700","37060"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Outside London","75","75","45550","39880"
"In post","2023","Declared disabled","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","South East (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Wales","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Yorkshire and The Humber","Outside London","30","30","41270","38670"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","London","London","360","350","48970","43000"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Overseas","140","140","48720","44320"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","Outside London","35","30","40930","40230"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","Outside London","100","95","35440","29980"
"In post","2023","Declared disabled","HM Land Registry","East Midlands (England)","Outside London","85","80","31000","28080"
"In post","2023","Declared disabled","HM Land Registry","East of England","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","London","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","North East (England)","Outside London","85","75","29190","28080"
"In post","2023","Declared disabled","HM Land Registry","North West (England)","Outside London","105","90","30690","28080"
"In post","2023","Declared disabled","HM Land Registry","South West (England)","Outside London","155","135","31900","28080"
"In post","2023","Declared disabled","HM Land Registry","Wales","Outside London","80","70","29340","28080"
"In post","2023","Declared disabled","HM Land Registry","West Midlands (England)","Outside London","90","80","31360","28080"
"In post","2023","Declared disabled","HM Land Registry","Yorkshire and The Humber","Outside London","40","35","27900","28080"
"In post","2023","Declared disabled","HM Revenue and Customs","East Midlands (England)","Outside London","445","415","35050","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","East of England","Outside London","90","80","34430","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","London","London","920","865","46270","40470"
"In post","2023","Declared disabled","HM Revenue and Customs","North East (England)","Outside London","1045","930","30480","27890"
"In post","2023","Declared disabled","HM Revenue and Customs","North West (England)","Outside London","1365","1245","34290","32260"
"In post","2023","Declared disabled","HM Revenue and Customs","Northern Ireland","Outside London","230","210","32830","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","Scotland","Outside London","715","635","30800","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","South East (England)","Outside London","265","235","33380","29730"
"In post","2023","Declared disabled","HM Revenue and Customs","South West (England)","Outside London","225","210","37040","35000"
"In post","2023","Declared disabled","HM Revenue and Customs","Wales","Outside London","455","415","32580","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","West Midlands (England)","Outside London","450","415","37190","35000"
"In post","2023","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","Outside London","470","430","33480","28790"
"In post","2023","Declared disabled","HM Treasury","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","London","London","205","200","47510","44770"
"In post","2023","Declared disabled","HM Treasury","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East of England","Outside London","165","150","27780","25980"
"In post","2023","Declared disabled","Home Office","London","London","1185","1110","40960","36180"
"In post","2023","Declared disabled","Home Office","North East (England)","Outside London","155","135","26040","22400"
"In post","2023","Declared disabled","Home Office","North West (England)","Outside London","675","625","30130","25980"
"In post","2023","Declared disabled","Home Office","Northern Ireland","Outside London","55","50","28400","25880"
"In post","2023","Declared disabled","Home Office","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Scotland","Outside London","115","110","29090","26080"
"In post","2023","Declared disabled","Home Office","South East (England)","Outside London","270","245","30350","27650"
"In post","2023","Declared disabled","Home Office","South West (England)","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Wales","Outside London","65","65","30880","26180"
"In post","2023","Declared disabled","Home Office","West Midlands (England)","Outside London","100","95","31140","26780"
"In post","2023","Declared disabled","Home Office","Yorkshire and The Humber","Outside London","375","345","30870","26180"
"In post","2023","Declared disabled","Ministry of Defence","East Midlands (England)","Outside London","175","170","29350","26610"
"In post","2023","Declared disabled","Ministry of Defence","East of England","Outside London","355","340","33830","33830"
"In post","2023","Declared disabled","Ministry of Defence","London","London","425","420","44650","39900"
"In post","2023","Declared disabled","Ministry of Defence","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","North West (England)","Outside London","220","205","30040","27140"
"In post","2023","Declared disabled","Ministry of Defence","Northern Ireland","Outside London","65","65","26350","22970"
"In post","2023","Declared disabled","Ministry of Defence","Overseas","Overseas","35","35","50510","47080"
"In post","2023","Declared disabled","Ministry of Defence","Scotland","Outside London","295","280","29820","26410"
"In post","2023","Declared disabled","Ministry of Defence","South East (England)","Outside London","1100","1055","36680","34300"
"In post","2023","Declared disabled","Ministry of Defence","South West (England)","Outside London","2610","2505","38320","35180"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Wales","Outside London","90","90","28770","27250"
"In post","2023","Declared disabled","Ministry of Defence","West Midlands (England)","Outside London","275","260","33150","30740"
"In post","2023","Declared disabled","Ministry of Defence","Yorkshire and The Humber","Outside London","150","140","28130","24680"
"In post","2023","Declared disabled","Ministry of Justice","East Midlands (England)","Outside London","1245","1145","29550","27170"
"In post","2023","Declared disabled","Ministry of Justice","East of England","Outside London","1010","935","30610","29050"
"In post","2023","Declared disabled","Ministry of Justice","London","London","1935","1845","37620","35030"
"In post","2023","Declared disabled","Ministry of Justice","North East (England)","Outside London","685","625","30690","29050"
"In post","2023","Declared disabled","Ministry of Justice","North West (England)","Outside London","1605","1485","30400","28880"
"In post","2023","Declared disabled","Ministry of Justice","Scotland","Outside London","85","80","27650","25830"
"In post","2023","Declared disabled","Ministry of Justice","South East (England)","Outside London","1445","1355","31210","29320"
"In post","2023","Declared disabled","Ministry of Justice","South West (England)","Outside London","895","820","31130","29050"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Wales","Outside London","675","630","29870","28480"
"In post","2023","Declared disabled","Ministry of Justice","West Midlands (England)","Outside London","1460","1355","29880","26840"
"In post","2023","Declared disabled","Ministry of Justice","Yorkshire and The Humber","Outside London","1260","1170","31610","29050"
"In post","2023","Declared disabled","National Crime Agency","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","London","London","75","75","44790","42240"
"In post","2023","Declared disabled","National Crime Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","North West (England)","Outside London","70","70","38500","38480"
"In post","2023","Declared disabled","National Crime Agency","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","London","30","30","50890","39790"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","45","45","35630","27140"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","35","35","42690","32800"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","London","London","65","65","43320","35470"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Scotland","Outside London","60","55","33780","26550"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","Outside London","[c]","[c]","[c]","[c]"
