"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","AA","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","16-19","Department for Transport","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","AA","Unknown","20","15","[c]","[c]"
"In post","2023","16-19","Department for Transport","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Department for Transport","AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","AO","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Department for Transport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","AO","Heterosexual / straight","45","45","21870","21690"
"In post","2023","16-19","Department for Work and Pensions","AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","AO","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","AO","Heterosexual / straight","85","80","22680","22520"
"In post","2023","16-19","HM Revenue and Customs","AO","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","AO","Unknown","75","75","22820","22520"
"In post","2023","16-19","HM Revenue and Customs","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","EO","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Home Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","AO","Unknown","90","85","23020","22400"
"In post","2023","16-19","Home Office","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","EO","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AA","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AO","Heterosexual / straight","65","65","20520","19460"
"In post","2023","16-19","Ministry of Defence","AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","AO","Unknown","75","75","19640","18780"
"In post","2023","16-19","Ministry of Defence","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","35","35","19200","17650"
"In post","2023","16-19","Ministry of Justice","AA","Heterosexual / straight","60","60","22990","23230"
"In post","2023","16-19","Ministry of Justice","AA","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","AA","Unknown","40","40","23530","23230"
"In post","2023","16-19","Ministry of Justice","AO","Heterosexual / straight","105","100","28190","28880"
"In post","2023","16-19","Ministry of Justice","AO","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","AO","Unknown","75","75","27300","28880"
"In post","2023","16-19","Ministry of Justice","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","National Crime Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","AA","Unknown","40","40","22200","22180"
"In post","2023","16-19","Scottish Government","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","AO","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","The National Archives","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","AO","Heterosexual / straight","470","465","22990","22870"
"In post","2023","20-29","Attorney General's Departments","AO","LGBO","45","45","22660","22870"
"In post","2023","20-29","Attorney General's Departments","AO","Undeclared","30","30","23240","24350"
"In post","2023","20-29","Attorney General's Departments","AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","EO","Heterosexual / straight","500","495","28070","27760"
"In post","2023","20-29","Attorney General's Departments","EO","LGBO","60","60","27910","27150"
"In post","2023","20-29","Attorney General's Departments","EO","Undeclared","30","30","28370","27760"
"In post","2023","20-29","Attorney General's Departments","EO","Unknown","35","35","28360","28200"
"In post","2023","20-29","Attorney General's Departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G7","Heterosexual / straight","145","145","51760","52020"
"In post","2023","20-29","Attorney General's Departments","G7","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","G7","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","HEO","Heterosexual / straight","150","150","35230","32660"
"In post","2023","20-29","Attorney General's Departments","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","SEO","Heterosexual / straight","95","95","39950","38940"
"In post","2023","20-29","Attorney General's Departments","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","AO","Heterosexual / straight","95","95","22610","21720"
"In post","2023","20-29","Cabinet Office","AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office","EO","Heterosexual / straight","180","180","27030","28050"
"In post","2023","20-29","Cabinet Office","EO","LGBO","30","30","25910","24610"
"In post","2023","20-29","Cabinet Office","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","EO","Unknown","85","85","26670","27110"
"In post","2023","20-29","Cabinet Office","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","G6","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","G7","Heterosexual / straight","185","185","56110","56430"
"In post","2023","20-29","Cabinet Office","G7","LGBO","55","55","56930","56430"
"In post","2023","20-29","Cabinet Office","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office","G7","Unknown","95","95","57890","56430"
"In post","2023","20-29","Cabinet Office","HEO","Heterosexual / straight","590","590","33210","32960"
"In post","2023","20-29","Cabinet Office","HEO","LGBO","110","110","33050","32960"
"In post","2023","20-29","Cabinet Office","HEO","Undeclared","60","60","32940","32960"
"In post","2023","20-29","Cabinet Office","HEO","Unknown","1120","1115","30240","30130"
"In post","2023","20-29","Cabinet Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SEO","Heterosexual / straight","150","150","40790","41410"
"In post","2023","20-29","Cabinet Office","SEO","LGBO","30","30","41060","41870"
"In post","2023","20-29","Cabinet Office","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Cabinet Office","SEO","Unknown","50","50","40150","41410"
"In post","2023","20-29","Chancellor's other departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Charity Commission","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Charity Commission","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G7","Heterosexual / straight","30","30","56480","55130"
"In post","2023","20-29","Competition and Markets Authority","G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","HEO","Heterosexual / straight","55","55","34520","34110"
"In post","2023","20-29","Competition and Markets Authority","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","30","30","19080","19080"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","155","150","22480","22180"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AO","LGBO","35","35","21790","21380"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","AO","Unknown","75","75","22450","22180"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","280","275","27040","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","LGBO","45","45","26980","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","Undeclared","40","40","26860","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","Unknown","120","120","27060","25310"
