"Status","Year","Disability","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","Female","65","55","32130","30930"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Female","40","35","30740","28120"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","Female","65","60","29850","28120"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","Male","50","50","30260","28300"
"In post","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Anglia","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Anglia","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Essex","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Essex","Male","10","5","[c]","[c]"
