"Status","Year","Age","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Commercial","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
