"Status","Year","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Export Finance","Female","Undeclared","30","30","[c]","[c]"
"In post","2023","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Male","Heterosexual / straight","240","240","57710","54000"
"In post","2023","UK Export Finance","Male","LGBO","15","15","[c]","[c]"
"In post","2023","UK Export Finance","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Female","Heterosexual / straight","2425","2135","35030","31560"
"In post","2023","UK Statistics Authority","Female","LGBO","185","180","35320","31560"
"In post","2023","UK Statistics Authority","Female","Undeclared","150","135","35970","31560"
"In post","2023","UK Statistics Authority","Female","Unknown","690","595","32350","31060"
"In post","2023","UK Statistics Authority","Male","Heterosexual / straight","1775","1620","36400","31660"
"In post","2023","UK Statistics Authority","Male","LGBO","145","140","37160","32170"
"In post","2023","UK Statistics Authority","Male","Undeclared","125","115","35950","33980"
"In post","2023","UK Statistics Authority","Male","Unknown","620","575","37190","32710"
"In post","2023","UK Statistics Authority","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","Male","LGBO","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Female","Heterosexual / straight","95","90","55270","46650"
"In post","2023","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Male","Heterosexual / straight","85","85","57060","53330"
"In post","2023","Water Services Regulation Authority","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Female","Heterosexual / straight","2965","2750","42710","39690"
"In post","2023","Welsh Government","Female","LGBO","130","120","41570","39690"
"In post","2023","Welsh Government","Female","Undeclared","395","365","43120","39690"
"In post","2023","Welsh Government","Female","Unknown","125","115","40660","34520"
"In post","2023","Welsh Government","Male","Heterosexual / straight","1875","1820","45300","39690"
"In post","2023","Welsh Government","Male","LGBO","135","130","46060","41700"
"In post","2023","Welsh Government","Male","Undeclared","305","290","46360","41700"
"In post","2023","Welsh Government","Male","Unknown","130","125","44400","39690"
"In post","2023","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Female","Heterosexual / straight","365","[c]","40170","34460"
"Leaver CS","2023","Attorney General's Departments","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Female","Unknown","85","[c]","47140","52760"
"Leaver CS","2023","Attorney General's Departments","Male","Heterosexual / straight","215","[c]","47150","46920"
"Leaver CS","2023","Attorney General's Departments","Male","LGBO","35","[c]","45960","49050"
"Leaver CS","2023","Attorney General's Departments","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Male","Unknown","45","[c]","51560","56450"
"Leaver CS","2023","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Female","Heterosexual / straight","315","[c]","44640","36990"
"Leaver CS","2023","Cabinet Office","Female","LGBO","45","[c]","41530","37420"
"Leaver CS","2023","Cabinet Office","Female","Undeclared","35","[c]","45020","41740"
"Leaver CS","2023","Cabinet Office","Female","Unknown","215","[c]","47460","38520"
"Leaver CS","2023","Cabinet Office","Male","Heterosexual / straight","240","[c]","50430","51290"
"Leaver CS","2023","Cabinet Office","Male","LGBO","45","[c]","45140","39360"
"Leaver CS","2023","Cabinet Office","Male","Undeclared","35","[c]","48770","39020"
"Leaver CS","2023","Cabinet Office","Male","Unknown","215","[c]","54260","51290"
"Leaver CS","2023","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Female","Heterosexual / straight","55","[c]","49410","46350"
"Leaver CS","2023","Competition and Markets Authority","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Male","Heterosexual / straight","50","[c]","62340","55090"
"Leaver CS","2023","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","355","[c]","42060","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Female","LGBO","40","[c]","40870","37750"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Female","Undeclared","50","[c]","41540","39650"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Female","Unknown","90","[c]","31060","27230"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","370","[c]","44540","41000"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Male","LGBO","50","[c]","43650","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Male","Undeclared","60","[c]","41880","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Male","Unknown","120","[c]","37840","32910"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","75","[c]","42180","36070"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","65","[c]","47730","51730"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Female","Heterosexual / straight","205","[c]","43820","41440"
"Leaver CS","2023","Department for Education","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Female","Unknown","50","[c]","34970","32070"
"Leaver CS","2023","Department for Education","Male","Heterosexual / straight","155","[c]","45820","41510"
"Leaver CS","2023","Department for Education","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Male","Unknown","50","[c]","41560","37590"
"Leaver CS","2023","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","375","[c]","28680","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Female","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Female","Unknown","170","[c]","24870","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","270","[c]","32370","29750"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Male","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Male","Unknown","155","[c]","27100","24920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Female","Heterosexual / straight","55","[c]","46100","41550"
"Leaver CS","2023","Department for International Trade","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Female","Unknown","50","[c]","41090","40040"
"Leaver CS","2023","Department for International Trade","Male","Heterosexual / straight","75","[c]","44420","44200"
"Leaver CS","2023","Department for International Trade","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Male","Unknown","55","[c]","34050","30270"
"Leaver CS","2023","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","120","[c]","45510","40800"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Female","Unknown","30","[c]","42090","34100"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","130","[c]","41960","37230"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Male","Unknown","40","[c]","35880","31290"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Female","Heterosexual / straight","415","[c]","29900","22500"
"Leaver CS","2023","Department for Transport","Female","LGBO","35","[c]","30350","24120"
"Leaver CS","2023","Department for Transport","Female","Undeclared","105","[c]","27090","22500"
"Leaver CS","2023","Department for Transport","Female","Unknown","145","[c]","27510","22500"
"Leaver CS","2023","Department for Transport","Male","Heterosexual / straight","535","[c]","34580","27490"
"Leaver CS","2023","Department for Transport","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Male","Undeclared","125","[c]","32370","27810"
"Leaver CS","2023","Department for Transport","Male","Unknown","255","[c]","27970","26780"
"Leaver CS","2023","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Female","Heterosexual / straight","3710","[c]","27530","27570"
"Leaver CS","2023","Department for Work and Pensions","Female","LGBO","240","[c]","27620","27570"
"Leaver CS","2023","Department for Work and Pensions","Female","Undeclared","400","[c]","26940","27570"
"Leaver CS","2023","Department for Work and Pensions","Female","Unknown","985","[c]","26520","24490"
"Leaver CS","2023","Department for Work and Pensions","Male","Heterosexual / straight","2035","[c]","29690","27570"
"Leaver CS","2023","Department for Work and Pensions","Male","LGBO","220","[c]","28250","27570"
"Leaver CS","2023","Department for Work and Pensions","Male","Undeclared","250","[c]","29570","27570"
"Leaver CS","2023","Department for Work and Pensions","Male","Unknown","585","[c]","29530","27570"
"Leaver CS","2023","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Female","Heterosexual / straight","940","[c]","37370","33710"
"Leaver CS","2023","Department of Health and Social Care","Female","LGBO","105","[c]","36980","30740"
"Leaver CS","2023","Department of Health and Social Care","Female","Undeclared","295","[c]","36490","33330"
"Leaver CS","2023","Department of Health and Social Care","Female","Unknown","385","[c]","46260","40560"
"Leaver CS","2023","Department of Health and Social Care","Male","Heterosexual / straight","415","[c]","42490","36130"
"Leaver CS","2023","Department of Health and Social Care","Male","LGBO","70","[c]","42340","36330"
"Leaver CS","2023","Department of Health and Social Care","Male","Undeclared","150","[c]","44240","40030"
"Leaver CS","2023","Department of Health and Social Care","Male","Unknown","270","[c]","50400","43270"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Female","Heterosexual / straight","35","[c]","38830","34190"
"Leaver CS","2023","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","155","[c]","33860","32750"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Female","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","155","[c]","39380","32010"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Female","Heterosexual / straight","160","[c]","33920","30480"
"Leaver CS","2023","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Female","Unknown","90","[c]","32000","28080"
"Leaver CS","2023","HM Land Registry","Male","Heterosexual / straight","120","[c]","37450","34850"
"Leaver CS","2023","HM Land Registry","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Male","Unknown","85","[c]","32640","30710"
"Leaver CS","2023","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Female","Heterosexual / straight","70","[c]","35610","28330"
"Leaver CS","2023","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Female","Unknown","2335","[c]","29530","22520"
"Leaver CS","2023","HM Revenue and Customs","Male","Heterosexual / straight","80","[c]","37590","34000"
"Leaver CS","2023","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Male","Unknown","2075","[c]","32650","26020"
"Leaver CS","2023","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Female","Heterosexual / straight","130","[c]","43600","38330"
"Leaver CS","2023","HM Treasury","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Male","Heterosexual / straight","145","[c]","45120","39980"
"Leaver CS","2023","HM Treasury","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Male","Undeclared","30","[c]","37720","34910"
"Leaver CS","2023","HM Treasury","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Female","Heterosexual / straight","770","[c]","33650","27350"
"Leaver CS","2023","Home Office","Female","LGBO","35","[c]","33710","26580"
"Leaver CS","2023","Home Office","Female","Undeclared","90","[c]","36010","29420"
"Leaver CS","2023","Home Office","Female","Unknown","345","[c]","27930","25750"
"Leaver CS","2023","Home Office","Male","Heterosexual / straight","710","[c]","34650","28650"
"Leaver CS","2023","Home Office","Male","LGBO","50","[c]","34310","28760"
"Leaver CS","2023","Home Office","Male","Undeclared","125","[c]","34890","29750"
"Leaver CS","2023","Home Office","Male","Unknown","395","[c]","28880","25880"
"Leaver CS","2023","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Female","Heterosexual / straight","1235","[c]","33010","28170"
"Leaver CS","2023","Ministry of Defence","Female","LGBO","65","[c]","32210","31920"
"Leaver CS","2023","Ministry of Defence","Female","Undeclared","130","[c]","33690","33300"
"Leaver CS","2023","Ministry of Defence","Female","Unknown","395","[c]","34930","31950"
"Leaver CS","2023","Ministry of Defence","Male","Heterosexual / straight","2155","[c]","35850","33000"
"Leaver CS","2023","Ministry of Defence","Male","LGBO","65","[c]","35980","32730"
"Leaver CS","2023","Ministry of Defence","Male","Undeclared","300","[c]","39240","36540"
"Leaver CS","2023","Ministry of Defence","Male","Unknown","840","[c]","35450","31930"
"Leaver CS","2023","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Female","Heterosexual / straight","3310","[c]","28320","23000"
"Leaver CS","2023","Ministry of Justice","Female","LGBO","390","[c]","28450","21780"
"Leaver CS","2023","Ministry of Justice","Female","Undeclared","350","[c]","28500","21780"
"Leaver CS","2023","Ministry of Justice","Female","Unknown","1505","[c]","26150","21780"
"Leaver CS","2023","Ministry of Justice","Male","Heterosexual / straight","2720","[c]","33640","25830"
"Leaver CS","2023","Ministry of Justice","Male","LGBO","195","[c]","34790","27610"
"Leaver CS","2023","Ministry of Justice","Male","Undeclared","310","[c]","33570","25830"
"Leaver CS","2023","Ministry of Justice","Male","Unknown","1245","[c]","29650","23640"
"Leaver CS","2023","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Female","Heterosexual / straight","120","[c]","40590","36740"
"Leaver CS","2023","National Crime Agency","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Male","Heterosexual / straight","150","[c]","45050","42110"
"Leaver CS","2023","National Crime Agency","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Male","Unknown","35","[c]","43610","43450"
"Leaver CS","2023","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","130","[c]","55900","52750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","60","[c]","57550","66170"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Male","LGBO","10","[c]","[c]","[c]"
