"Status","Year","Age","Disability","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cumbria","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","AA/AO","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Devon","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Anglia","AA/AO","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Wales","AA/AO","40","40","21820","22520"
"In post","2023","16-19","Declared non-disabled","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Eastern Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Essex","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","35","35","22010","21090"
"In post","2023","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester","AA/AO","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hampshire and Isle of Wight","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - West","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - West","EO","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lancashire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Merseyside","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northumberland, and Tyne and Wear","AA/AO","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northumberland, and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Shropshire and Staffordshire","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Southern Scotland","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Surrey, East and West Sussex","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tees Valley and Durham","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Central Scotland","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Midlands","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Midlands","EO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Wales and The Valleys","AA/AO","55","50","21100","21690"
"In post","2023","16-19","Declared non-disabled","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Yorkshire","AA/AO","40","40","23250","22520"
"In post","2023","16-19","Declared non-disabled","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Derbyshire and Nottinghamshire","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Devon","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","East Anglia","AA/AO","20","15","[c]","[c]"
"In post","2023","16-19","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Wales","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Eastern Scotland","AA/AO","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Essex","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","95","95","19910","19430"
"In post","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Hampshire and Isle of Wight","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","EO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Kent","AA/AO","35","35","22960","22400"
"In post","2023","16-19","Unknown","Kent","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Lancashire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Lincolnshire","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Merseyside","AA/AO","25","20","[c]","[c]"
"In post","2023","16-19","Unknown","Merseyside","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northumberland, and Tyne and Wear","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - South","AA/AO","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - South","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - West and North West","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Southern Scotland","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Surrey, East and West Sussex","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Tees Valley and Durham","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","[c]","[c]"
