"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Heterosexual / straight","40","40","40970","34860"
"In post","2023","Asian","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Heterosexual / straight","35","35","39510","34170"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","London","Heterosexual / straight","115","115","41730","39000"
"In post","2023","Asian","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Communications","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Corporate Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East Midlands (England)","Heterosexual / straight","35","35","29820","28120"
"In post","2023","Asian","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East of England","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","London","Heterosexual / straight","315","295","33070","32520"
"In post","2023","Asian","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","London","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","London","Unknown","55","45","30600","32260"
"In post","2023","Asian","Counter Fraud","North East (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North West (England)","Heterosexual / straight","50","50","29380","28120"
"In post","2023","Asian","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South East (England)","Heterosexual / straight","65","60","30130","31280"
"In post","2023","Asian","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Midlands (England)","Heterosexual / straight","115","110","29420","28120"
"In post","2023","Asian","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","55","55","29060","28120"
"In post","2023","Asian","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","London","Heterosexual / straight","710","700","50210","45920"
"In post","2023","Asian","Digital, Data and Technology","London","LGBO","30","30","44220","41650"
"In post","2023","Asian","Digital, Data and Technology","London","Undeclared","50","50","47650","44590"
"In post","2023","Asian","Digital, Data and Technology","London","Unknown","60","60","45990","42510"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","Heterosexual / straight","75","75","44390","42140"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","Heterosexual / straight","175","175","39860","38340"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","Heterosexual / straight","55","55","42720","39440"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","Heterosexual / straight","70","70","38720","34080"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","Heterosexual / straight","55","55","39560","38670"
"In post","2023","Asian","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","180","180","41010","37740"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","125","125","42760","38800"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","London","Heterosexual / straight","165","160","47770","43760"
"In post","2023","Asian","Economics","London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Economics","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Economics","London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Economics","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
