"Status","Year","Age","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Attorney General's Departments","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East of England","Female","10","10","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","London","Female","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","South West (England)","Male","[c]","[c]","[c]","[c]"
