"Status","Year","Disability","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Female","Heterosexual / straight","1775","1595","33600","30410"
"In post","2023","Declared disabled","Asian","Female","LGBO","65","60","35700","32540"
"In post","2023","Declared disabled","Asian","Female","Undeclared","145","125","31200","28120"
"In post","2023","Declared disabled","Asian","Female","Unknown","125","100","29720","28120"
"In post","2023","Declared disabled","Asian","Male","Heterosexual / straight","1275","1220","34290","30970"
"In post","2023","Declared disabled","Asian","Male","LGBO","65","65","37610","33950"
"In post","2023","Declared disabled","Asian","Male","Undeclared","70","70","31580","29340"
"In post","2023","Declared disabled","Asian","Male","Unknown","100","95","32920","29240"
"In post","2023","Declared disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Female","Heterosexual / straight","1415","1315","34160","32520"
"In post","2023","Declared disabled","Black","Female","LGBO","55","55","34960","32520"
"In post","2023","Declared disabled","Black","Female","Undeclared","110","100","33750","31120"
"In post","2023","Declared disabled","Black","Female","Unknown","65","60","32270","31060"
"In post","2023","Declared disabled","Black","Male","Heterosexual / straight","485","475","34560","32520"
"In post","2023","Declared disabled","Black","Male","LGBO","40","40","40810","34170"
"In post","2023","Declared disabled","Black","Male","Undeclared","35","35","32460","32520"
"In post","2023","Declared disabled","Black","Male","Unknown","30","30","36490","32520"
"In post","2023","Declared disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Female","Heterosexual / straight","715","660","35070","31610"
"In post","2023","Declared disabled","Mixed","Female","LGBO","140","135","33380","30130"
"In post","2023","Declared disabled","Mixed","Female","Undeclared","100","90","32650","29780"
"In post","2023","Declared disabled","Mixed","Female","Unknown","65","60","34530","30060"
"In post","2023","Declared disabled","Mixed","Male","Heterosexual / straight","390","375","36540","32520"
"In post","2023","Declared disabled","Mixed","Male","LGBO","125","125","38460","33800"
"In post","2023","Declared disabled","Mixed","Male","Undeclared","60","55","34790","30410"
"In post","2023","Declared disabled","Mixed","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Female","Heterosexual / straight","150","140","36450","34170"
"In post","2023","Declared disabled","Other ethnicity","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Male","Heterosexual / straight","115","110","37130","33050"
"In post","2023","Declared disabled","Other ethnicity","Male","LGBO","40","40","39380","34290"
"In post","2023","Declared disabled","Other ethnicity","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Female","Heterosexual / straight","230","205","31790","28120"
"In post","2023","Declared disabled","Undeclared","Female","LGBO","30","30","32710","31540"
"In post","2023","Declared disabled","Undeclared","Female","Undeclared","645","575","32050","28180"
"In post","2023","Declared disabled","Undeclared","Female","Unknown","150","130","32560","29120"
"In post","2023","Declared disabled","Undeclared","Male","Heterosexual / straight","205","190","34600","31280"
"In post","2023","Declared disabled","Undeclared","Male","LGBO","60","60","33790","29050"
"In post","2023","Declared disabled","Undeclared","Male","Undeclared","790","745","35510","32520"
"In post","2023","Declared disabled","Undeclared","Male","Unknown","210","200","40830","39890"
"In post","2023","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Female","Heterosexual / straight","175","160","34240","29100"
"In post","2023","Declared disabled","Unknown","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Female","Undeclared","50","45","36140","33860"
"In post","2023","Declared disabled","Unknown","Female","Unknown","535","485","32160","28490"
"In post","2023","Declared disabled","Unknown","Male","Heterosexual / straight","125","115","34380","32520"
"In post","2023","Declared disabled","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Male","Undeclared","50","50","38890","35030"
"In post","2023","Declared disabled","Unknown","Male","Unknown","445","415","37140","34700"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Female","Heterosexual / straight","23650","21090","32980","28120"
"In post","2023","Declared disabled","White","Female","LGBO","2850","2720","33990","30640"
"In post","2023","Declared disabled","White","Female","Undeclared","2330","2040","32070","28120"
"In post","2023","Declared disabled","White","Female","Unknown","1250","1070","31210","28120"
"In post","2023","Declared disabled","White","Male","Heterosexual / straight","14665","13960","35370","31280"
"In post","2023","Declared disabled","White","Male","LGBO","2180","2115","35170","31270"
"In post","2023","Declared disabled","White","Male","Undeclared","1425","1340","34120","29890"
