"Status","Year","Disability","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","Female","90","85","32610","28120"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","Male","60","60","38300","34170"
"In post","2023","Declared disabled","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Angus and Dundee City","Female","230","210","27760","28120"
"In post","2023","Declared disabled","Angus and Dundee City","Male","115","105","27170","24890"
"In post","2023","Declared disabled","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","Female","80","70","33170","32520"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","Male","40","35","33240","32520"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Female","80","75","35970","32520"
"In post","2023","Declared disabled","Barnet","Male","55","50","38940","32520"
"In post","2023","Declared disabled","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Female","330","280","28500","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Male","155","145","29280","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","735","675","36700","33310"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","795","775","41010","39460"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Female","80","70","31860","28480"
"In post","2023","Declared disabled","Bedford","Male","30","30","33900","30120"
"In post","2023","Declared disabled","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Female","175","155","33410","29730"
"In post","2023","Declared disabled","Belfast","Male","115","110","32040","28130"
"In post","2023","Declared disabled","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Female","205","185","33880","31280"
"In post","2023","Declared disabled","Berkshire","Male","155","150","35670","32050"
"In post","2023","Declared disabled","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Female","130","120","32680","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","Male","70","70","34370","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Female","1050","935","31280","28120"
"In post","2023","Declared disabled","Birmingham","Male","605","575","32930","28120"
"In post","2023","Declared disabled","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Female","40","35","30360","28120"
"In post","2023","Declared disabled","Blackburn with Darwen","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Female","655","570","29470","28120"
"In post","2023","Declared disabled","Blackpool","Male","300","285","30420","28120"
"In post","2023","Declared disabled","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Female","95","80","27470","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Male","50","45","27510","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Female","240","200","27090","25830"
"In post","2023","Declared disabled","Bradford","Male","130","120","27760","23640"
"In post","2023","Declared disabled","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Female","40","35","29190","28120"
"In post","2023","Declared disabled","Breckland and South Norfolk","Male","40","35","32040","32040"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Female","50","45","33460","32520"
"In post","2023","Declared disabled","Brent","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Female","85","70","27650","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Male","35","35","30260","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Female","85","75","30850","28120"
"In post","2023","Declared disabled","Brighton and Hove","Male","40","35","30170","28120"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Female","510","460","34220","30320"
"In post","2023","Declared disabled","Bristol, City of","Male","345","330","36110","31350"
"In post","2023","Declared disabled","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Female","95","90","32590","32520"
"In post","2023","Declared disabled","Bromley","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Female","135","130","32910","29470"
"In post","2023","Declared disabled","Buckinghamshire","Male","80","80","35490","33910"
"In post","2023","Declared disabled","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Female","155","135","29920","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","Male","70","65","29070","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Female","210","195","31720","28480"
"In post","2023","Declared disabled","Cambridgeshire CC","Male","190","185","36210","33830"
"In post","2023","Declared disabled","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","Female","105","95","35390","29660"
"In post","2023","Declared disabled","Camden and City of London","Male","80","75","32750","29660"
"In post","2023","Declared disabled","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Female","685","615","34480","29730"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Male","490","470","35170","30610"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Female","265","250","37100","34300"
"In post","2023","Declared disabled","Central Hampshire","Male","325","315","40940","39890"
"In post","2023","Declared disabled","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Female","290","265","28540","28120"
"In post","2023","Declared disabled","Central Valleys","Male","170","160","30080","28120"
"In post","2023","Declared disabled","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Female","130","115","31060","28120"
"In post","2023","Declared disabled","Cheshire East","Male","60","55","31300","28120"
"In post","2023","Declared disabled","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Female","60","50","29020","28120"
"In post","2023","Declared disabled","Cheshire West and Chester","Male","35","30","27590","28120"
"In post","2023","Declared disabled","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Female","80","75","30590","28480"
"In post","2023","Declared disabled","Chorley and West Lancashire","Male","70","65","33350","32420"
"In post","2023","Declared disabled","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","City of Edinburgh","Female","705","655","40560","35000"
"In post","2023","Declared disabled","City of Edinburgh","Male","580","560","39020","34730"
"In post","2023","Declared disabled","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Female","85","75","31540","28120"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Male","60","55","36100","37060"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
