"Status","Year","Disability","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Communications","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Finance","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Finance","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Legal","Female","380","345","56840","56450"
"In post","2023","Declared disabled","Attorney General's Departments","Legal","Male","210","200","57860","56450"
"In post","2023","Declared disabled","Attorney General's Departments","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","Female","320","290","28390","26900"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","Male","115","110","29080","26900"
"In post","2023","Declared disabled","Attorney General's Departments","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Female","115","110","57660","56000"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Male","115","115","66220","66270"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Female","85","80","43360","41410"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Male","100","100","48330","46950"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
