"Status","Year","Age","Disability","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
