"Status","Year","Disability","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","London","Female","Heterosexual / straight","4665","4370","42260","36180"
"In post","2023","Declared disabled","London","Female","LGBO","630","615","43690","39150"
"In post","2023","Declared disabled","London","Female","Undeclared","620","575","40520","34850"
"In post","2023","Declared disabled","London","Female","Unknown","450","420","37560","32520"
"In post","2023","Declared disabled","London","Male","Heterosexual / straight","2940","2855","44840","39780"
"In post","2023","Declared disabled","London","Male","LGBO","555","550","46730","42060"
"In post","2023","Declared disabled","London","Male","Undeclared","425","405","43680","39030"
"In post","2023","Declared disabled","London","Male","Unknown","305","295","42580","36180"
"In post","2023","Declared disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","Female","Heterosexual / straight","23340","20690","31290","28120"
"In post","2023","Declared disabled","Outside London","Female","LGBO","2550","2425","31640","28130"
"In post","2023","Declared disabled","Outside London","Female","Undeclared","2775","2410","30290","28120"
"In post","2023","Declared disabled","Outside London","Female","Unknown","1735","1480","29950","28120"
"In post","2023","Declared disabled","Outside London","Male","Heterosexual / straight","14215","13485","33240","29050"
"In post","2023","Declared disabled","Outside London","Male","LGBO","1955","1890","32340","28130"
"In post","2023","Declared disabled","Outside London","Male","Undeclared","2025","1900","32690","28480"
"In post","2023","Declared disabled","Outside London","Male","Unknown","1305","1200","33740","29100"
"In post","2023","Declared disabled","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","Heterosexual / straight","55","55","46800","42620"
"In post","2023","Declared disabled","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Male","Heterosexual / straight","75","75","50670","48670"
"In post","2023","Declared disabled","Overseas","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Female","Heterosexual / straight","50","45","33880","28120"
"In post","2023","Declared disabled","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Male","Heterosexual / straight","30","30","34580","28120"
"In post","2023","Declared disabled","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","Female","Heterosexual / straight","28235","26625","45470","40800"
"In post","2023","Declared non-disabled","London","Female","LGBO","1455","1420","46650","41950"
"In post","2023","Declared non-disabled","London","Female","Undeclared","2485","2305","42930","38470"
"In post","2023","Declared non-disabled","London","Female","Unknown","2330","2075","41600","34370"
"In post","2023","Declared non-disabled","London","Male","Heterosexual / straight","23190","22780","48100","43210"
"In post","2023","Declared non-disabled","London","Male","LGBO","2080","2060","50510","46210"
"In post","2023","Declared non-disabled","London","Male","Undeclared","1995","1930","47670","43210"
"In post","2023","Declared non-disabled","London","Male","Unknown","1675","1620","45100","39230"
"In post","2023","Declared non-disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","Female","Heterosexual / straight","117290","106385","33190","28440"
"In post","2023","Declared non-disabled","Outside London","Female","LGBO","5825","5610","32530","29080"
"In post","2023","Declared non-disabled","Outside London","Female","Undeclared","9390","8275","31900","28120"
"In post","2023","Declared non-disabled","Outside London","Female","Unknown","11685","9675","30370","28120"
"In post","2023","Declared non-disabled","Outside London","Male","Heterosexual / straight","93115","90340","35970","32160"
"In post","2023","Declared non-disabled","Outside London","Male","LGBO","5270","5155","34340","30320"
"In post","2023","Declared non-disabled","Outside London","Male","Undeclared","7600","7220","35160","31660"
"In post","2023","Declared non-disabled","Outside London","Male","Unknown","8035","7535","34720","29730"
"In post","2023","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Female","Heterosexual / straight","620","615","51390","45060"
"In post","2023","Declared non-disabled","Overseas","Female","LGBO","35","35","48510","41850"
"In post","2023","Declared non-disabled","Overseas","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Female","Unknown","85","85","53640","55650"
"In post","2023","Declared non-disabled","Overseas","Male","Heterosexual / straight","965","960","51820","48750"
"In post","2023","Declared non-disabled","Overseas","Male","LGBO","75","75","53960","54950"
"In post","2023","Declared non-disabled","Overseas","Male","Undeclared","45","45","53440","47320"
"In post","2023","Declared non-disabled","Overseas","Male","Unknown","100","100","50830","49730"
"In post","2023","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","Heterosexual / straight","235","220","35220","28880"
"In post","2023","Declared non-disabled","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Male","Heterosexual / straight","245","235","37010","29750"
"In post","2023","Declared non-disabled","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Male","Unknown","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","London","Female","Heterosexual / straight","1410","1335","44210","39150"
"In post","2023","Undeclared","London","Female","LGBO","130","125","44980","42290"
"In post","2023","Undeclared","London","Female","Undeclared","875","825","44180","39450"
"In post","2023","Undeclared","London","Female","Unknown","515","480","46390","39310"
"In post","2023","Undeclared","London","Male","Heterosexual / straight","1110","1085","46430","41190"
"In post","2023","Undeclared","London","Male","LGBO","150","145","46750","42310"
"In post","2023","Undeclared","London","Male","Undeclared","1215","1185","48690","44140"
"In post","2023","Undeclared","London","Male","Unknown","485","465","49550","43130"
"In post","2023","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Outside London","Female","Heterosexual / straight","5160","4655","32060","28120"
"In post","2023","Undeclared","Outside London","Female","LGBO","490","475","31260","28120"
"In post","2023","Undeclared","Outside London","Female","Undeclared","3275","2940","33570","29730"
"In post","2023","Undeclared","Outside London","Female","Unknown","1220","1060","33730","29140"
"In post","2023","Undeclared","Outside London","Male","Heterosexual / straight","4890","4665","34510","32110"
"In post","2023","Undeclared","Outside London","Male","LGBO","410","400","33050","30670"
"In post","2023","Undeclared","Outside London","Male","Undeclared","4855","4645","36190","33700"
"In post","2023","Undeclared","Outside London","Male","Unknown","1530","1390","35930","32920"
"In post","2023","Undeclared","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Overseas","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Undeclared","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","Overseas","Male","Unknown","40","40","54810","55070"
"In post","2023","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Female","Heterosexual / straight","3600","3485","45570","41880"
"In post","2023","Unknown","London","Female","LGBO","315","310","43270","41660"
"In post","2023","Unknown","London","Female","Undeclared","845","820","46880","41950"
"In post","2023","Unknown","London","Female","Unknown","8140","7865","42240","36180"
