"Status","Year","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Outside London","Heterosexual / straight","685","[c]","40180","36330"
"Leaver CS","2023","Scottish Government","Outside London","LGBO","70","[c]","35330","31960"
"Leaver CS","2023","Scottish Government","Outside London","Undeclared","60","[c]","39610","34730"
"Leaver CS","2023","Scottish Government","Outside London","Unknown","895","[c]","33010","29450"
"Leaver CS","2023","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","Heterosexual / straight","55","[c]","32860","29840"
"Leaver CS","2023","The National Archives","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","Heterosexual / straight","55","[c]","55220","42000"
"Leaver CS","2023","UK Export Finance","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Outside London","Heterosexual / straight","435","[c]","28860","21200"
"Leaver CS","2023","UK Statistics Authority","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Outside London","Undeclared","30","[c]","28130","21200"
"Leaver CS","2023","UK Statistics Authority","Outside London","Unknown","165","[c]","30410","24840"
"Leaver CS","2023","UK Supreme Court","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Outside London","Heterosexual / straight","165","[c]","42750","38160"
"Leaver CS","2023","Welsh Government","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","London","Heterosexual / straight","110","[c]","45000","43170"
"Leaver Dept.","2023","Attorney General's Departments","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","London","Unknown","50","[c]","50550","52020"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","Heterosexual / straight","75","[c]","37660","31180"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","London","Heterosexual / straight","530","[c]","48340","41870"
"Leaver Dept.","2023","Cabinet Office","London","LGBO","75","[c]","43870","39300"
"Leaver Dept.","2023","Cabinet Office","London","Undeclared","75","[c]","46700","43890"
"Leaver Dept.","2023","Cabinet Office","London","Unknown","570","[c]","37860","32000"
"Leaver Dept.","2023","Cabinet Office","Outside London","Heterosexual / straight","210","[c]","38080","34020"
"Leaver Dept.","2023","Cabinet Office","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Outside London","Unknown","145","[c]","33400","32000"
"Leaver Dept.","2023","Cabinet Office","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","Unknown","45","[c]","32250","32000"
"Leaver Dept.","2023","Chancellor's other departments","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","330","[c]","44160","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","LGBO","50","[c]","43650","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","Undeclared","40","[c]","47870","53380"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","Unknown","70","[c]","47040","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","130","[c]","36050","31350"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","55","[c]","31140","24890"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","175","[c]","45990","38280"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","London","Heterosexual / straight","110","[c]","50500","46600"
"Leaver Dept.","2023","Department for Education","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","London","Unknown","45","[c]","47440","41560"
"Leaver Dept.","2023","Department for Education","Outside London","Heterosexual / straight","265","[c]","40730","37590"
"Leaver Dept.","2023","Department for Education","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Outside London","Unknown","35","[c]","39390","37590"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","150","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","230","[c]","27070","25150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","Unknown","60","[c]","27570","24920"
"Leaver Dept.","2023","Department for International Trade","London","Heterosexual / straight","110","[c]","42480","38160"
"Leaver Dept.","2023","Department for International Trade","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","Unknown","60","[c]","43820","38940"
"Leaver Dept.","2023","Department for International Trade","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","210","[c]","44460","39600"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","LGBO","35","[c]","41930","39600"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","Unknown","50","[c]","44280","37610"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","120","[c]","38370","36340"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","London","Heterosexual / straight","110","[c]","46320","42470"
"Leaver Dept.","2023","Department for Transport","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","London","Unknown","60","[c]","43810","35910"
"Leaver Dept.","2023","Department for Transport","Outside London","Heterosexual / straight","280","[c]","31530","30730"
"Leaver Dept.","2023","Department for Transport","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Outside London","Undeclared","30","[c]","32250","29090"
"Leaver Dept.","2023","Department for Transport","Outside London","Unknown","70","[c]","28600","26740"
"Leaver Dept.","2023","Department for Work and Pensions","London","Heterosexual / straight","305","[c]","37070","32520"
"Leaver Dept.","2023","Department for Work and Pensions","London","LGBO","30","[c]","39320","32520"
"Leaver Dept.","2023","Department for Work and Pensions","London","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","London","Unknown","80","[c]","40320","36650"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","Heterosexual / straight","1695","[c]","28830","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","LGBO","145","[c]","28100","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","Undeclared","135","[c]","28800","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","Unknown","295","[c]","28720","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","London","Heterosexual / straight","175","[c]","48810","41280"
"Leaver Dept.","2023","Department of Health and Social Care","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","London","Undeclared","135","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","London","Unknown","65","[c]","45710","41020"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","Heterosexual / straight","105","[c]","36730","31880"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","Unknown","50","[c]","43220","36940"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","Unknown","255","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","Heterosexual / straight","40","[c]","32940","27560"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","Unknown","1100","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","London","Heterosexual / straight","185","[c]","49260","45760"
"Leaver Dept.","2023","HM Treasury","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","London","Undeclared","35","[c]","44240","34710"
"Leaver Dept.","2023","HM Treasury","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","London","Heterosexual / straight","385","[c]","46860","43000"
"Leaver Dept.","2023","Home Office","London","LGBO","30","[c]","45250","42960"
"Leaver Dept.","2023","Home Office","London","Undeclared","45","[c]","44150","43210"
"Leaver Dept.","2023","Home Office","London","Unknown","190","[c]","42510","37430"
"Leaver Dept.","2023","Home Office","Outside London","Heterosexual / straight","355","[c]","30720","26750"
"Leaver Dept.","2023","Home Office","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Outside London","Undeclared","35","[c]","30190","26750"
"Leaver Dept.","2023","Home Office","Outside London","Unknown","130","[c]","28280","25880"
"Leaver Dept.","2023","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","London","Heterosexual / straight","90","[c]","46350","45610"
"Leaver Dept.","2023","Ministry of Defence","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","London","Unknown","40","[c]","47530","45750"
"Leaver Dept.","2023","Ministry of Defence","Outside London","Heterosexual / straight","370","[c]","34250","33300"
"Leaver Dept.","2023","Ministry of Defence","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Outside London","Undeclared","45","[c]","34780","33300"
"Leaver Dept.","2023","Ministry of Defence","Outside London","Unknown","110","[c]","38140","38570"
"Leaver Dept.","2023","Ministry of Defence","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","London","Heterosexual / straight","400","[c]","42010","35410"
"Leaver Dept.","2023","Ministry of Justice","London","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","London","Undeclared","50","[c]","40870","35410"
"Leaver Dept.","2023","Ministry of Justice","London","Unknown","145","[c]","37660","35410"
"Leaver Dept.","2023","Ministry of Justice","Outside London","Heterosexual / straight","835","[c]","29270","25120"
"Leaver Dept.","2023","Ministry of Justice","Outside London","LGBO","75","[c]","29710","25830"
"Leaver Dept.","2023","Ministry of Justice","Outside London","Undeclared","100","[c]","28690","25120"
"Leaver Dept.","2023","Ministry of Justice","Outside London","Unknown","165","[c]","28140","25120"
"Leaver Dept.","2023","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","Heterosexual / straight","35","[c]","46970","42240"
"Leaver Dept.","2023","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Outside London","Heterosexual / straight","40","[c]","36850","36740"
"Leaver Dept.","2023","National Crime Agency","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Outside London","Heterosexual / straight","85","[c]","41070","36330"
