"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East of England","Outside London","30","30","46020","40620"
"In post","2023","Declared disabled","Commercial","London","London","190","185","53850","47270"
"In post","2023","Declared disabled","Commercial","North East (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North West (England)","Outside London","130","120","41870","38470"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Scotland","Outside London","30","30","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South East (England)","Outside London","65","65","46980","41500"
"In post","2023","Declared disabled","Commercial","South West (England)","Outside London","195","185","44510","42620"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wales","Outside London","45","40","36710","34170"
"In post","2023","Declared disabled","Commercial","West Midlands (England)","Outside London","45","45","45820","38470"
"In post","2023","Declared disabled","Commercial","Yorkshire and The Humber","Outside London","105","100","41660","37680"
"In post","2023","Declared disabled","Communications","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","London","London","135","130","47560","44360"
"In post","2023","Declared disabled","Communications","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West (England)","Outside London","35","35","35530","31270"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wales","Outside London","35","35","38680","34850"
"In post","2023","Declared disabled","Communications","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","Yorkshire and The Humber","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","East Midlands (England)","Outside London","80","70","29730","28120"
"In post","2023","Declared disabled","Counter Fraud","East of England","Outside London","75","70","29860","28960"
"In post","2023","Declared disabled","Counter Fraud","London","London","240","220","34490","32520"
"In post","2023","Declared disabled","Counter Fraud","North East (England)","Outside London","130","115","28960","28120"
"In post","2023","Declared disabled","Counter Fraud","North West (England)","Outside London","160","145","31180","28120"
"In post","2023","Declared disabled","Counter Fraud","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Scotland","Outside London","110","95","27660","28120"
"In post","2023","Declared disabled","Counter Fraud","South East (England)","Outside London","180","160","29800","28120"
"In post","2023","Declared disabled","Counter Fraud","South West (England)","Outside London","95","85","28540","28120"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Wales","Outside London","105","95","28430","28120"
"In post","2023","Declared disabled","Counter Fraud","West Midlands (England)","Outside London","110","100","29060","28120"
"In post","2023","Declared disabled","Counter Fraud","Yorkshire and The Humber","Outside London","125","110","30380","28120"
"In post","2023","Declared disabled","Digital, Data and Technology","East Midlands (England)","Outside London","55","50","36380","33090"
"In post","2023","Declared disabled","Digital, Data and Technology","East of England","Outside London","55","55","34910","33980"
"In post","2023","Declared disabled","Digital, Data and Technology","London","London","510","500","50380","46600"
"In post","2023","Declared disabled","Digital, Data and Technology","North East (England)","Outside London","225","215","40900","38470"
"In post","2023","Declared disabled","Digital, Data and Technology","North West (England)","Outside London","380","365","41470","38470"
"In post","2023","Declared disabled","Digital, Data and Technology","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Scotland","Outside London","90","85","39170","34700"
"In post","2023","Declared disabled","Digital, Data and Technology","South East (England)","Outside London","135","130","38670","35000"
"In post","2023","Declared disabled","Digital, Data and Technology","South West (England)","Outside London","325","310","39180","37300"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Wales","Outside London","155","150","40330","37690"
"In post","2023","Declared disabled","Digital, Data and Technology","West Midlands (England)","Outside London","130","125","41470","37140"
"In post","2023","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Outside London","180","175","42940","38470"
"In post","2023","Declared disabled","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","London","London","105","100","51650","54330"
"In post","2023","Declared disabled","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Economics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","East Midlands (England)","Outside London","35","35","36820","34400"
"In post","2023","Declared disabled","Finance","East of England","Outside London","30","30","[c]","[c]"
"In post","2023","Declared disabled","Finance","London","London","225","215","48710","43650"
"In post","2023","Declared disabled","Finance","North East (England)","Outside London","50","45","39840","36130"
"In post","2023","Declared disabled","Finance","North West (England)","Outside London","140","130","36160","34170"
"In post","2023","Declared disabled","Finance","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Scotland","Outside London","35","35","34290","28490"
"In post","2023","Declared disabled","Finance","South East (England)","Outside London","105","100","35110","33990"
"In post","2023","Declared disabled","Finance","South West (England)","Outside London","130","125","40070","35030"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Wales","Outside London","60","55","40890","33320"
"In post","2023","Declared disabled","Finance","West Midlands (England)","Outside London","50","50","41950","37700"
"In post","2023","Declared disabled","Finance","Yorkshire and The Humber","Outside London","100","95","41230","37680"
"In post","2023","Declared disabled","Geography","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Geography","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","East Midlands (England)","Outside London","90","85","35780","34850"
"In post","2023","Declared disabled","Human Resources","East of England","Outside London","60","60","39080","34300"
"In post","2023","Declared disabled","Human Resources","London","London","430","415","48850","43710"
"In post","2023","Declared disabled","Human Resources","North East (England)","Outside London","95","85","32320","27890"
"In post","2023","Declared disabled","Human Resources","North West (England)","Outside London","185","175","40880","38460"
"In post","2023","Declared disabled","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Scotland","Outside London","75","70","36150","34300"
"In post","2023","Declared disabled","Human Resources","South East (England)","Outside London","160","150","37810","34300"
"In post","2023","Declared disabled","Human Resources","South West (England)","Outside London","220","210","37200","34300"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Wales","Outside London","120","110","38020","34370"
"In post","2023","Declared disabled","Human Resources","West Midlands (England)","Outside London","110","105","36670","32570"
"In post","2023","Declared disabled","Human Resources","Yorkshire and The Humber","Outside London","190","180","37730","34170"
"In post","2023","Declared disabled","Inspector of Education and Training","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","London","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","East of England","Outside London","40","40","32360","33910"
"In post","2023","Declared disabled","Intelligence Analysis","London","London","110","105","41510","37620"
"In post","2023","Declared disabled","Intelligence Analysis","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","North West (England)","Outside London","30","30","29850","27650"
"In post","2023","Declared disabled","Intelligence Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","South East (England)","Outside London","40","35","29460","27650"
"In post","2023","Declared disabled","Intelligence Analysis","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","London","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","London","London","100","100","49960","43050"
"In post","2023","Declared disabled","International Trade","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
