"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Digital, Data and Technology","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Wales","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Wales","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - East","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - East","Male","35","35","47950","43650"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - West","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - West","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","Female","55","50","37270","31560"
"In post","2023","Analysis","Economics","East Wales","Male","60","60","38020","31560"
"In post","2023","Analysis","Economics","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","Male","65","65","40110","35000"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Economics","Inner London - East","Female","85","80","59250","55990"
"In post","2023","Analysis","Economics","Inner London - East","Male","170","165","56730","55130"
"In post","2023","Analysis","Economics","Inner London - West","Female","390","375","48250","46600"
"In post","2023","Analysis","Economics","Inner London - West","Male","695","690","50120","54090"
"In post","2023","Analysis","Economics","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Southern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Economics","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Finance","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
