"Status","Year","Age","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Legal","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","No function","Female","20","20","[c]","[c]"
"In post","2023","16-19","Declared disabled","No function","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
