"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East of England","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","London","Female","40","35","45040","40540"
"In post","2023","Attorney General's Departments","Communications","London","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","London","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","London","Female","95","95","43360","38480"
"In post","2023","Attorney General's Departments","Counter Fraud","London","Male","135","135","50430","43430"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","London","Female","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","London","Male","75","75","51980","46230"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wales","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wales","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Male","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East of England","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","London","Female","50","45","36920","31100"
"In post","2023","Attorney General's Departments","Finance","London","Male","45","45","42730","32890"
"In post","2023","Attorney General's Departments","Finance","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North West (England)","Female","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","London","Female","100","100","41910","35860"
"In post","2023","Attorney General's Departments","Human Resources","London","Male","35","35","46840","40540"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","Female","35","35","34270","31180"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","London","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","London","Female","30","30","45530","40940"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","London","Male","15","15","[c]","[c]"
