"Status","Year","Age","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Mixed","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Outside London","15","15","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","Outside London","20","15","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Outside London","15","10","[c]","[c]"
"In post","2023","16-19","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","London","35","35","27800","26400"
"In post","2023","16-19","Unknown","No function","Outside London","365","345","22800","22400"
"In post","2023","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Outside London","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Outside London","35","35","22410","22180"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","White","Analysis","London","10","10","[c]","[c]"
"In post","2023","16-19","White","Analysis","Outside London","25","25","[c]","[c]"
"In post","2023","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","White","Debt","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Debt","Outside London","20","20","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Outside London","20","20","[c]","[c]"
"In post","2023","16-19","White","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","Outside London","20","15","[c]","[c]"
"In post","2023","16-19","White","Grants Management","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","White","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","White","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","Outside London","40","40","21320","20980"
"In post","2023","16-19","White","No function","London","20","20","[c]","[c]"
"In post","2023","16-19","White","No function","Outside London","425","415","23640","22520"
"In post","2023","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","Outside London","25","25","[c]","[c]"
"In post","2023","16-19","White","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Property","Outside London","20","20","[c]","[c]"
"In post","2023","16-19","White","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Security","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Outside London","45","45","22530","22320"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Analysis","London","230","230","38130","35470"
"In post","2023","20-29","Asian","Analysis","Outside London","105","105","34400","34080"
"In post","2023","20-29","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","London","45","45","39400","35410"
"In post","2023","20-29","Asian","Commercial","Outside London","35","35","32990","31640"
"In post","2023","20-29","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Communications","London","40","40","34100","33240"
"In post","2023","20-29","Asian","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Counter Fraud","London","120","120","32380","32520"
"In post","2023","20-29","Asian","Counter Fraud","Outside London","145","145","28750","28120"
"In post","2023","20-29","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Debt","London","45","40","27160","26920"
"In post","2023","20-29","Asian","Debt","Outside London","315","300","22650","22520"
"In post","2023","20-29","Asian","Digital, Data & Technology","London","145","145","38080","36180"
"In post","2023","20-29","Asian","Digital, Data & Technology","Outside London","195","195","32650","30930"
"In post","2023","20-29","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Finance","London","90","90","38400","35860"
"In post","2023","20-29","Asian","Finance","Outside London","125","120","30770","27650"
"In post","2023","20-29","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","London","75","75","34490","32520"
"In post","2023","20-29","Asian","Human Resources","Outside London","70","70","29240","28120"
"In post","2023","20-29","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","London","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Legal","London","135","135","31790","27760"
"In post","2023","20-29","Asian","Legal","Outside London","135","130","29220","25830"
"In post","2023","20-29","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","No function","London","1610","1590","35880","33830"
"In post","2023","20-29","Asian","No function","Outside London","2740","2655","26730","25880"
"In post","2023","20-29","Asian","No function","Overseas","20","20","[c]","[c]"
"In post","2023","20-29","Asian","No function","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Project Delivery","London","140","140","37680","35410"
"In post","2023","20-29","Asian","Project Delivery","Outside London","110","110","33470","32500"
"In post","2023","20-29","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Property","London","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Property","Outside London","55","55","28660","26890"
"In post","2023","20-29","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Security","London","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Security","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","London","135","135","32150","30130"
"In post","2023","20-29","Asian","Unknown","Outside London","110","105","30170","28970"
"In post","2023","20-29","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Analysis","London","55","55","35620","35410"
"In post","2023","20-29","Black","Analysis","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Commercial","London","15","15","[c]","[c]"
"In post","2023","20-29","Black","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Communications","London","15","15","[c]","[c]"
"In post","2023","20-29","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Counter Fraud","London","60","60","32220","32520"
"In post","2023","20-29","Black","Counter Fraud","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Debt","London","10","10","[c]","[c]"
"In post","2023","20-29","Black","Debt","Outside London","30","30","22740","22520"
"In post","2023","20-29","Black","Digital, Data & Technology","London","55","55","37340","36000"
"In post","2023","20-29","Black","Digital, Data & Technology","Outside London","60","60","34380","32400"
"In post","2023","20-29","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","London","20","20","[c]","[c]"
"In post","2023","20-29","Black","Finance","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","London","35","35","34600","32980"
"In post","2023","20-29","Black","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Legal","London","80","80","31060","27760"
"In post","2023","20-29","Black","Legal","Outside London","35","35","30980","25600"
"In post","2023","20-29","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","No function","London","905","895","33650","32520"
"In post","2023","20-29","Black","No function","Outside London","550","540","27120","27060"
"In post","2023","20-29","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","London","60","60","38440","37440"
"In post","2023","20-29","Black","Project Delivery","Outside London","30","30","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","London","10","10","[c]","[c]"
"In post","2023","20-29","Black","Property","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","London","10","10","[c]","[c]"
"In post","2023","20-29","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","London","40","40","33210","32520"
"In post","2023","20-29","Black","Unknown","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","London","70","70","40480","39300"
"In post","2023","20-29","Mixed","Analysis","Outside London","50","50","34120","31560"
"In post","2023","20-29","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","London","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Outside London","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","London","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","London","35","35","35230","32520"
"In post","2023","20-29","Mixed","Counter Fraud","Outside London","40","40","29560","28120"
"In post","2023","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","Outside London","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","London","35","35","39000","36180"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Outside London","60","60","31930","30930"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","London","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Outside London","35","35","30100","27100"
"In post","2023","20-29","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","London","30","30","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Outside London","35","35","31180","31270"
"In post","2023","20-29","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","London","45","45","32610","28370"
"In post","2023","20-29","Mixed","Legal","Outside London","40","40","30560","27800"
"In post","2023","20-29","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","No function","London","605","595","37980","35040"
"In post","2023","20-29","Mixed","No function","Outside London","940","920","27550","27050"
"In post","2023","20-29","Mixed","No function","Overseas","30","30","35070","33540"
"In post","2023","20-29","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","London","50","50","38810","34740"
"In post","2023","20-29","Mixed","Project Delivery","Outside London","55","55","31730","30650"
"In post","2023","20-29","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Property","London","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Outside London","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
