"Status","Year","Disability","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","London","AA/AO","55","55","24050","24480"
"In post","2023","Declared disabled","Attorney General's Departments","London","EO","90","80","29620","29330"
"In post","2023","Declared disabled","Attorney General's Departments","London","G6/G7","230","215","63150","63500"
"In post","2023","Declared disabled","Attorney General's Departments","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","SEO/HEO","70","70","38040","36780"
"In post","2023","Declared disabled","Attorney General's Departments","Outside London","AA/AO","160","150","22980","22870"
"In post","2023","Declared disabled","Attorney General's Departments","Outside London","EO","155","145","28290","28310"
"In post","2023","Declared disabled","Attorney General's Departments","Outside London","G6/G7","285","260","57760","56450"
"In post","2023","Declared disabled","Attorney General's Departments","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Outside London","SEO/HEO","120","115","36350","35550"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","EO","60","60","28960","28370"
"In post","2023","Declared disabled","Cabinet Office","London","G6/G7","240","235","62090","59080"
"In post","2023","Declared disabled","Cabinet Office","London","SCS level","45","45","98950","85670"
"In post","2023","Declared disabled","Cabinet Office","London","SEO/HEO","370","365","34400","32960"
"In post","2023","Declared disabled","Cabinet Office","Outside London","AA/AO","60","55","21780","21720"
"In post","2023","Declared disabled","Cabinet Office","Outside London","EO","70","65","25850","25670"
"In post","2023","Declared disabled","Cabinet Office","Outside London","G6/G7","190","190","60850","56200"
"In post","2023","Declared disabled","Cabinet Office","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Outside London","SEO/HEO","295","285","34560","33020"
"In post","2023","Declared disabled","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","London","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","London","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","G6/G7","20","15","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","SEO/HEO","20","20","[c]","[c]"
