"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Attorney General's Departments","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Outside London","Heterosexual / straight","40","40","21320","20980"
"In post","2023","16-19","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Cabinet Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Outside London","Heterosexual / straight","45","40","21110","22500"
"In post","2023","16-19","Department for Transport","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Department for Transport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Outside London","Unknown","35","30","21270","19000"
"In post","2023","16-19","Department for Work and Pensions","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Outside London","Heterosexual / straight","55","55","22960","21690"
"In post","2023","16-19","Department for Work and Pensions","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Outside London","Heterosexual / straight","90","85","23090","22520"
"In post","2023","16-19","HM Revenue and Customs","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Outside London","Unknown","75","75","22890","22520"
"In post","2023","16-19","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","London","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Home Office","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Outside London","Unknown","90","85","22950","22400"
"In post","2023","16-19","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","Heterosexual / straight","95","95","20520","19460"
"In post","2023","16-19","Ministry of Defence","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Outside London","Unknown","95","95","19880","19280"
"In post","2023","16-19","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","London","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outside London","Heterosexual / straight","180","175","25590","24070"
"In post","2023","16-19","Ministry of Justice","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outside London","Unknown","110","105","25220","23230"
"In post","2023","16-19","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Outside London","Unknown","55","50","23010","22180"
"In post","2023","16-19","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Welsh Government","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","London","Heterosexual / straight","600","595","33120","28200"
"In post","2023","20-29","Attorney General's Departments","London","LGBO","55","55","36280","32660"
"In post","2023","20-29","Attorney General's Departments","London","Undeclared","50","50","33990","30160"
"In post","2023","20-29","Attorney General's Departments","London","Unknown","60","60","37430","34210"
"In post","2023","20-29","Attorney General's Departments","Outside London","Heterosexual / straight","770","760","28570","26900"
"In post","2023","20-29","Attorney General's Departments","Outside London","LGBO","100","100","27760","26900"
"In post","2023","20-29","Attorney General's Departments","Outside London","Undeclared","40","40","27220","26250"
"In post","2023","20-29","Attorney General's Departments","Outside London","Unknown","50","50","33200","28200"
"In post","2023","20-29","Cabinet Office","London","Heterosexual / straight","775","775","38690","34250"
"In post","2023","20-29","Cabinet Office","London","LGBO","155","150","40840","35650"
"In post","2023","20-29","Cabinet Office","London","Undeclared","90","90","39270","35100"
"In post","2023","20-29","Cabinet Office","London","Unknown","985","985","33270","30130"
"In post","2023","20-29","Cabinet Office","Outside London","Heterosexual / straight","425","420","32880","32640"
"In post","2023","20-29","Cabinet Office","Outside London","LGBO","90","90","32450","32640"
"In post","2023","20-29","Cabinet Office","Outside London","Undeclared","30","30","33780","32960"
"In post","2023","20-29","Cabinet Office","Outside London","Unknown","370","370","30920","28840"
"In post","2023","20-29","Cabinet Office","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","Unknown","30","30","31690","28600"
"In post","2023","20-29","Chancellor's other departments","London","Heterosexual / straight","50","50","37380","32970"
"In post","2023","20-29","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","London","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Charity Commission","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","London","Heterosexual / straight","115","115","37540","34110"
"In post","2023","20-29","Competition and Markets Authority","London","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","London","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","1085","1085","44580","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","LGBO","195","195","44990","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","Undeclared","130","130","44560","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","London","Unknown","330","325","43230","41060"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","840","835","31060","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","135","135","30090","28300"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","105","105","29750","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","280","275","30270","26520"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","350","350","42020","38120"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","LGBO","80","80","41470","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","Undeclared","60","60","38230","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","London","Unknown","70","70","39410","37980"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","60","60","36920","34390"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Department for Education","London","Heterosexual / straight","350","350","43070","41440"
"In post","2023","20-29","Department for Education","London","LGBO","60","60","44330","41440"
"In post","2023","20-29","Department for Education","London","Undeclared","40","40","40660","41440"
"In post","2023","20-29","Department for Education","London","Unknown","80","80","41370","41440"
"In post","2023","20-29","Department for Education","Outside London","Heterosexual / straight","795","790","34710","30710"
"In post","2023","20-29","Department for Education","Outside London","LGBO","110","110","33680","30330"
