"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Luton","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","East Anglia","Cambridgeshire CC","25","25","29790","28120"
"In post","2023","Counter Fraud","East of England","East Anglia","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","East Anglia","Norwich and East Norfolk","45","40","29220","28120"
"In post","2023","Counter Fraud","East of England","East Anglia","Peterborough","10","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","East Anglia","Suffolk CC","390","360","30160","28130"
"In post","2023","Counter Fraud","East of England","Essex","Essex Haven Gateway","30","30","33310","31560"
"In post","2023","Counter Fraud","East of England","Essex","Essex Thames Gateway","105","100","32270","31280"
"In post","2023","Counter Fraud","East of England","Essex","Heart of Essex","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","Inner London - East","Hackney and Newham","1480","1425","40080","39450"
"In post","2023","Counter Fraud","London","Inner London - East","Haringey and Islington","5","5","[c]","[c]"
"In post","2023","Counter Fraud","London","Inner London - East","Lambeth","65","60","32360","32520"
"In post","2023","Counter Fraud","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","Inner London - East","Tower Hamlets","90","85","40720","35240"
"In post","2023","Counter Fraud","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","Inner London - West","Wandsworth","25","15","27510","25610"
"In post","2023","Counter Fraud","London","Inner London - West","Westminster","355","345","48360","41400"
"In post","2023","Counter Fraud","London","Outer London - East and North East","Barking & Dagenham and Havering","75","65","32940","32520"
"In post","2023","Counter Fraud","London","Outer London - East and North East","Bexley and Greenwich","40","35","32010","32520"
"In post","2023","Counter Fraud","London","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","Outer London - East and North East","Redbridge and Waltham Forest","355","325","29710","25610"
"In post","2023","Counter Fraud","London","Outer London - South","Bromley","120","110","33360","32520"
"In post","2023","Counter Fraud","London","Outer London - South","Croydon","795","760","41470","39450"
"In post","2023","Counter Fraud","London","Outer London - South","Merton, Kingston upon Thames and Sutton","40","40","33520","32520"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Barnet","55","55","32740","32520"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Brent","5","5","[c]","[c]"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Ealing","20","20","32370","32520"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Harrow and Hillingdon","55","50","34830","32520"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Hounslow and Richmond upon Thames","20","20","34180","32520"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Sunderland","120","105","30470","28120"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Tyneside","920","875","33890","29730"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","Durham","65","60","29240","28120"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","South Teesside","150","130","25530","27380"
"In post","2023","Counter Fraud","North West (England)","Cheshire","Cheshire East","10","10","29060","28120"
"In post","2023","Counter Fraud","North West (England)","Cheshire","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cheshire","Warrington","10","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cumbria","East Cumbria","10","10","29930","28120"
"In post","2023","Counter Fraud","North West (England)","Cumbria","West Cumbria","15","15","28500","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester North East","45","35","29230","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester North West","45","40","29100","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester South East","20","15","28450","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester South West","1170","1110","36090","34700"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Manchester","110","100","35690","34400"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Blackburn with Darwen","40","35","27630","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Blackpool","50","45","33280","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Chorley and West Lancashire","10","10","29780","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","East Lancashire","20","15","29680","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Lancaster and Wyre","10","10","26420","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Mid Lancashire","95","90","30450","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","East Merseyside","60","55","29270","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","Liverpool","730","680","35250","34170"
"In post","2023","Counter Fraud","North West (England)","Merseyside","Sefton","75","70","31480","28130"
"In post","2023","Counter Fraud","North West (England)","Merseyside","Wirral","45","45","27810","28120"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","Belfast","450","430","34680","34700"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","Angus and Dundee City","25","25","28940","28120"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","City of Edinburgh","305","280","33600","29730"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","Clackmannanshire and Fife","25","20","29080","28120"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","Falkirk","30","25","28320","28120"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","15","15","29300","28120"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","220","200","24300","21690"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","South Ayrshire","15","15","28440","28120"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","South Lanarkshire","60","55","35570","29730"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","Glasgow City","500","455","32690","28130"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","15","10","28710","28120"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","North Lanarkshire","355","340","32940","29730"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","135","125","33370","32520"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","20","20","30010","28120"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","25","25","28750","28120"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Isle of Wight","55","50","27610","28120"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","North Hampshire","10","10","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Portsmouth","125","120","38510","35000"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","South Hampshire","70","50","26240","28120"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Southampton","35","30","28430","28120"
"In post","2023","Counter Fraud","South East (England)","Kent","East Kent","460","430","30300","28130"
"In post","2023","Counter Fraud","South East (England)","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Kent","Medway","20","20","32380","31500"
"In post","2023","Counter Fraud","South East (England)","Kent","Mid Kent","15","15","31930","31280"
"In post","2023","Counter Fraud","South East (England)","Kent","West Kent","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Brighton and Hove","35","35","30160","29120"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","East Sussex CC","75","65","29790","28120"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","West Surrey","65","60","34330","37520"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","45","40","29060","28120"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","60","55","30550","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","Devon CC","45","40","30100","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","Plymouth","55","50","28690","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","Torbay","10","10","29110","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","20","20","29850","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Dorset","10","10","29790","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Somerset CC","115","110","29900","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","450","420","37320","34700"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","45","40","30350","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","20","15","28250","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","Unknown","20","20","42400","35240"
"In post","2023","Counter Fraud","Wales","East Wales","Cardiff and Vale of Glamorgan","645","595","32410","28130"
"In post","2023","Counter Fraud","Wales","East Wales","Flintshire and Wrexham","20","20","31110","28120"
"In post","2023","Counter Fraud","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","20","15","30240","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Central Valleys","250","230","28350","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Conwy and Denbighshire","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Gwent Valleys","30","25","28670","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Gwynedd","15","15","28300","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","South West Wales","25","20","28830","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Swansea","60","55","26950","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","10","10","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","30","25","29610","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","30","25","28820","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Shropshire","10","10","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","50","40","29380","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","25","25","28700","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","15","15","33340","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Birmingham","970","900","33800","31620"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Coventry","30","25","27540","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Dudley","60","55","31190","29690"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Sandwell","20","15","28830","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Solihull","15","10","25990","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Walsall","5","5","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Wolverhampton","45","40","28410","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","60","50","28910","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","70","65","27460","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","70","70","32340","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","York","35","35","38850","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","100","90","28570","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Sheffield","40","35","30300","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Bradford","50","45","31360","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","45","35","28030","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Leeds","945","890","34780","34400"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Wakefield","20","15","27260","28120"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","15","15","22790","21690"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","425","390","23840","22520"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","215","180","22720","21690"
"In post","2023","Debt","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","120","100","26640","25610"
"In post","2023","Debt","East of England","East Anglia","Suffolk CC","35","30","26790","28130"
"In post","2023","Debt","London","Inner London - East","Hackney and Newham","395","360","29510","26920"
"In post","2023","Debt","London","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2023","Debt","London","Outer London - South","Croydon","225","200","29850","26920"
"In post","2023","Debt","London","Outer London - West and North West","Harrow and Hillingdon","10","10","25610","25610"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","Sunderland","400","340","23050","21690"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","Tyneside","620","570","23800","22520"
"In post","2023","Debt","North East (England)","Tees Valley and Durham","Durham","10","10","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","Greater Manchester South West","265","235","23870","21690"
"In post","2023","Debt","North West (England)","Greater Manchester","Manchester","10","10","[c]","[c]"
"In post","2023","Debt","North West (England)","Lancashire","Blackpool","40","35","25450","21690"
"In post","2023","Debt","North West (England)","Lancashire","Mid Lancashire","10","5","[c]","[c]"
"In post","2023","Debt","North West (England)","Merseyside","Liverpool","420","395","24950","22520"
"In post","2023","Debt","North West (England)","Merseyside","Sefton","10","10","[c]","[c]"
"In post","2023","Debt","Northern Ireland","Northern Ireland","Belfast","10","10","29000","28130"
"In post","2023","Debt","Scotland","Eastern Scotland","City of Edinburgh","455","425","23790","22520"
"In post","2023","Debt","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","40","40","22710","21690"
"In post","2023","Debt","Scotland","Highlands and Islands","Na h-Eileanan Siar","70","65","23100","21690"
"In post","2023","Debt","Scotland","Southern Scotland","South Lanarkshire","440","405","24470","22520"
"In post","2023","Debt","Scotland","West Central Scotland","Glasgow City","490","425","25060","22520"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","20","20","29700","27530"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","Portsmouth","15","10","30070","29730"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","45","30","29570","29730"
"In post","2023","Debt","South West (England)","Dorset and Somerset","Somerset CC","140","120","22990","21690"
"In post","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","15","29510","29730"
"In post","2023","Debt","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Debt","Wales","East Wales","Cardiff and Vale of Glamorgan","430","405","25860","22520"
"In post","2023","Debt","Wales","West Wales and The Valleys","Central Valleys","85","75","22820","21690"
"In post","2023","Debt","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","170","140","22870","21690"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","25","20","37910","35010"
"In post","2023","Debt","West Midlands (England)","West Midlands","Birmingham","755","685","23690","22520"
"In post","2023","Debt","West Midlands (England)","West Midlands","Coventry","20","15","21690","21690"
"In post","2023","Debt","West Midlands (England)","West Midlands","Dudley","265","245","22900","21690"
"In post","2023","Debt","West Midlands (England)","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","215","180","23570","21690"
"In post","2023","Debt","Yorkshire and The Humber","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","West Yorkshire","Bradford","625","550","23890","22520"
"In post","2023","Debt","Yorkshire and The Humber","West Yorkshire","Leeds","195","180","27770","22520"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","260","255","41880","37680"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","32950","30930"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","35740","34970"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","25","25","39710","37680"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","55","50","35120","31270"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","10","41750","37680"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Lincolnshire CC","100","100","31310","29940"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Bedford","15","15","38380","38750"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","60","60","34360","36960"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","115","115","40800","38020"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Cambridgeshire CC","140","135","35270","34300"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","North and West Norfolk","10","10","31260","30930"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Norwich and East Norfolk","75","70","39580","34170"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Peterborough","45","40","38250","37300"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Suffolk CC","80","75","33880","30880"
"In post","2023","Digital, Data & Technology","East of England","Essex","Essex Haven Gateway","20","20","34010","32990"
"In post","2023","Digital, Data & Technology","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East of England","Essex","Heart of Essex","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","East of England","Essex","Southend-on-Sea","80","75","35780","36470"
"In post","2023","Digital, Data & Technology","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East of England","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Inner London - East","Hackney and Newham","445","440","48940","45170"
"In post","2023","Digital, Data & Technology","London","Inner London - East","Haringey and Islington","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Inner London - East","Lambeth","95","90","50370","50690"
"In post","2023","Digital, Data & Technology","London","Inner London - East","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Inner London - East","Tower Hamlets","1170","1150","54070","56430"
"In post","2023","Digital, Data & Technology","London","Inner London - West","Camden and City of London","45","45","54240","53400"
"In post","2023","Digital, Data & Technology","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Inner London - West","Wandsworth","10","10","43930","40880"
"In post","2023","Digital, Data & Technology","London","Inner London - West","Westminster","2460","2420","50390","45750"
"In post","2023","Digital, Data & Technology","London","Outer London - East and North East","Barking & Dagenham and Havering","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Outer London - East and North East","Bexley and Greenwich","15","15","44350","40860"
"In post","2023","Digital, Data & Technology","London","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Outer London - East and North East","Redbridge and Waltham Forest","15","15","39620","33400"
"In post","2023","Digital, Data & Technology","London","Outer London - South","Bromley","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Outer London - South","Croydon","850","830","48850","43210"
"In post","2023","Digital, Data & Technology","London","Outer London - South","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Outer London - West and North West","Barnet","185","185","45040","42820"
"In post","2023","Digital, Data & Technology","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","London","Outer London - West and North West","Harrow and Hillingdon","55","55","36380","33050"
"In post","2023","Digital, Data & Technology","London","Outer London - West and North West","Hounslow and Richmond upon Thames","165","160","41330","40180"
"In post","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","Northumberland","20","20","30820","28120"
"In post","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","Sunderland","25","25","37990","35860"
"In post","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","Tyneside","2465","2380","43580","40000"
"In post","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","Darlington","150","150","38790","37590"
"In post","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","Durham","40","35","38980","34850"
"In post","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","10","10","32890","30330"
"In post","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","South Teesside","15","15","38700","31270"
"In post","2023","Digital, Data & Technology","North West (England)","Cheshire","Cheshire East","110","110","36760","33990"
"In post","2023","Digital, Data & Technology","North West (England)","Cheshire","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","North West (England)","Cheshire","Warrington","150","150","44450","47380"
"In post","2023","Digital, Data & Technology","North West (England)","Cumbria","East Cumbria","15","15","39860","37300"
"In post","2023","Digital, Data & Technology","North West (England)","Cumbria","West Cumbria","20","20","33990","30320"
"In post","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Greater Manchester North West","20","20","33710","29810"
"In post","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Greater Manchester South West","655","645","42770","39520"
"In post","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Manchester","1040","1020","45180","40490"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","Blackburn with Darwen","5","5","[c]","[c]"
