"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Antrim and Newtownabbey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","AA/AO","AO","20","15","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","EO","EO","125","115","32220","32520"
"In post","2023","Asian","Barking & Dagenham and Havering","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Barnet","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","Asian","Barnet","AA/AO","AO","55","50","25250","25340"
"In post","2023","Asian","Barnet","EO","EO","115","110","31080","32200"
"In post","2023","Asian","Barnet","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Asian","Barnet","G6/G7","G7","50","50","59910","58470"
"In post","2023","Asian","Barnet","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Barnet","SEO/HEO","HEO","75","75","35670","34350"
"In post","2023","Asian","Barnet","SEO/HEO","SEO","75","75","43330","42260"
"In post","2023","Asian","Barnet","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","EO","EO","10","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","45","45","24220","24750"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","40","40","27140","26000"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","40","35","55000","55280"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","110","105","33570","32550"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","110","105","42200","42620"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","45","45","39870","38790"
"In post","2023","Asian","Bedford","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Asian","Bedford","EO","EO","40","35","27740","28120"
"In post","2023","Asian","Bedford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Bedford","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Bedford","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Belfast","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Asian","Belfast","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Belfast","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire","AA/AO","AO","85","75","25200","24480"
"In post","2023","Asian","Berkshire","EO","EO","115","105","31080","31280"
"In post","2023","Asian","Berkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","SEO/HEO","HEO","30","30","37330","36990"
"In post","2023","Asian","Berkshire","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","AA/AO","AO","35","35","30270","32110"
"In post","2023","Asian","Bexley and Greenwich","EO","EO","40","35","32350","32520"
"In post","2023","Asian","Bexley and Greenwich","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Birmingham","AA/AO","AA","45","40","21320","20200"
"In post","2023","Asian","Birmingham","AA/AO","AO","1240","1120","22240","21780"
"In post","2023","Asian","Birmingham","EO","EO","1050","995","27740","28120"
"In post","2023","Asian","Birmingham","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Asian","Birmingham","G6/G7","G7","175","170","54110","53710"
"In post","2023","Asian","Birmingham","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Birmingham","SEO/HEO","HEO","570","560","34400","34700"
"In post","2023","Asian","Birmingham","SEO/HEO","SEO","270","265","41710","42140"
"In post","2023","Asian","Birmingham","Unknown","Unknown","100","90","27330","25300"
"In post","2023","Asian","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","EO","EO","65","55","28120","28120"
"In post","2023","Asian","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Blackpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","AA/AO","AO","25","20","[c]","[c]"
"In post","2023","Asian","Blackpool","EO","EO","75","70","28090","28120"
"In post","2023","Asian","Blackpool","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Asian","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Blackpool","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Asian","Bradford","AA/AO","AO","525","455","22240","22520"
"In post","2023","Asian","Bradford","EO","EO","270","245","28010","28120"
"In post","2023","Asian","Bradford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Asian","Bradford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","SEO/HEO","HEO","50","50","34140","34400"
"In post","2023","Asian","Bradford","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Bradford","Unknown","Unknown","50","50","28600","26840"
"In post","2023","Asian","Breckland and South Norfolk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Asian","Brent","AA/AO","AO","30","25","[c]","[c]"
"In post","2023","Asian","Brent","EO","EO","70","60","32170","32520"
"In post","2023","Asian","Brent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Brent","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Brent","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","EO","EO","5","5","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Asian","Bristol, City of","AA/AO","AO","50","45","22810","22490"
"In post","2023","Asian","Bristol, City of","EO","EO","60","55","27820","28120"
"In post","2023","Asian","Bristol, City of","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Asian","Bristol, City of","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Asian","Bristol, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","SEO/HEO","HEO","45","40","33860","34700"
"In post","2023","Asian","Bristol, City of","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","EO","EO","25","20","[c]","[c]"
"In post","2023","Asian","Bromley","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Bromley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","AA/AO","AO","25","20","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","EO","EO","40","40","28210","28120"
"In post","2023","Asian","Buckinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","EO","EO","120","115","28020","28120"
"In post","2023","Asian","Calderdale and Kirklees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","EO","EO","20","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Asian","Camden and City of London","AA/AO","AO","95","90","25750","25480"
"In post","2023","Asian","Camden and City of London","EO","EO","75","75","30370","30040"
"In post","2023","Asian","Camden and City of London","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Asian","Camden and City of London","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Asian","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","SEO/HEO","HEO","35","35","36190","35790"
"In post","2023","Asian","Camden and City of London","SEO/HEO","SEO","35","35","45020","43650"
"In post","2023","Asian","Camden and City of London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","AA/AO","AO","100","95","23030","22520"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","EO","EO","85","80","27940","28120"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","70","65","34840","34700"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","EO","EO","15","15","[c]","[c]"
"In post","2023","Asian","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Central Hampshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Asian","Central Valleys","EO","EO","25","25","[c]","[c]"
"In post","2023","Asian","Central Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Asian","Cheshire East","EO","EO","10","10","[c]","[c]"
"In post","2023","Asian","Cheshire East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Asian","Cheshire East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","G6/G7","G6","[c]","[c]","[c]","[c]"
