"Status","Year","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","140","125","31290","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Central Scotland","95","85","32550","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands","75","70","32870","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","70","60","33730","32110"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","10","10","34280","32480"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","15","15","40360","38390"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire","25","20","34230","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","60","60","32390","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","190","180","26210","22150"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","40","40","31780","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon","220","205","28190","23530"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","35","35","36620","37300"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Anglia","95","95","33130","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Wales","115","115","30720","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","30","30","30350","29150"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Eastern Scotland","60","60","31230","26750"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Essex","40","35","32790","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","165","160","28800","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Greater Manchester","20","20","32550","29150"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","35","35","31040","29150"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","170","155","30710","27500"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Highlands and Islands","25","25","29080","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","20","20","44260","47300"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Kent","65","60","30580","29150"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lancashire","90","85","30680","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","20","20","35850","33810"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","20","20","35900","34950"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Eastern Scotland","15","15","33220","32070"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","270","265","29560","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","55","50","33080","28440"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - West and North West","60","60","36180","32720"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","140","135","30030","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Southern Scotland","55","50","33620","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","685","655","34110","29410"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","220","205","28750","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Inner London - West","50","50","50950","43000"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","East Wales","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Greater Manchester","60","60","42750","39930"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Inner London - West","140","140","48800","53010"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","75","75","34980","34320"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Cumbria","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Devon","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East Anglia","50","50","49000","45870"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East Wales","45","45","46640","51290"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Eastern Scotland","10","10","43780","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","140","135","47840","50690"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","255","250","45480","41870"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Hampshire and Isle of Wight","40","40","40140","35630"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","1190","1155","56270","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","2375","2335","52640","55790"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Lancashire","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Merseyside","30","30","33080","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire","585","555","34440","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","15","15","34390","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland, and Tyne and Wear","335","315","29500","24860"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South Yorkshire","45","40","43740","39580"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","165","160","42460","36460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Central Scotland","375","370","37580","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands","60","60","62460","53420"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Yorkshire","65","65","44100","41050"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","10","10","30980","28840"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Derbyshire and Nottinghamshire","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Wales","35","35","30880","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Eastern Scotland","20","20","30310","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","30220","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Greater Manchester","90","90","30440","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Hampshire and Isle of Wight","15","15","30580","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Inner London - East","95","90","30780","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Inner London - West","1095","1090","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Lancashire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Merseyside","15","15","30870","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North Yorkshire","25","25","29880","28840"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Northumberland, and Tyne and Wear","40","40","30530","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Central Scotland","30","30","31190","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands","45","45","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Yorkshire","50","50","30800","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset and Somerset","160","150","35380","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East Anglia","475","450","36290","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Dorset and Somerset","35","30","34850","32360"
"In post","2023","Charity Commission","Charity Commission","East Wales","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Inner London - West","80","80","45710","41370"
"In post","2023","Charity Commission","Charity Commission","Merseyside","380","360","33830","30170"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","1100","1020","32600","28070"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","50","45","27810","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","30","25","27600","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","East Wales","10","10","56500","57910"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Greater Manchester","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","795","770","62880","58330"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","West Central Scotland","335","310","28020","25830"
"In post","2023","Crown Commercial Service","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East Anglia","145","135","40110","40330"
"In post","2023","Crown Commercial Service","Cabinet Office","East Wales","110","110","37800","32350"
"In post","2023","Crown Commercial Service","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Inner London - East","60","60","56910","57000"
"In post","2023","Crown Commercial Service","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Merseyside","375","370","39850","40450"
"In post","2023","Crown Commercial Service","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","West Midlands","30","30","34410","32110"
"In post","2023","Crown Commercial Service","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Eastern Scotland","905","865","40780","34730"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Highlands and Islands","95","90","37460","28700"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","North Eastern Scotland","130","120","36590","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Southern Scotland","325","305","38910","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","West Central Scotland","995","925","40240","33120"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Bedfordshire and Hertfordshire","195","175","45020","42430"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","135","125","41890","33780"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Cheshire","25","20","57510","58030"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","30","25","37220","30020"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Cumbria","30","30","41170","42030"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Derbyshire and Nottinghamshire","325","305","38330","31180"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Devon","110","105","40930","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East Anglia","150","135","37900","31180"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East Wales","330","305","41220","38760"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","85","75","40010","33810"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Essex","210","195","42920","38460"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","205","195","40650","35000"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Greater Manchester","395","365","40620","35000"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Hampshire and Isle of Wight","300","285","43650","40540"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","10","10","49600","53750"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Inner London - East","20","20","35320","25600"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Inner London - West","1795","1705","45600","40800"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Kent","140","135","41110","34730"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Lancashire","200","190","41210","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","180","165","38880","36880"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Lincolnshire","20","20","46990","56450"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Merseyside","430","410","37900","31180"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","North Yorkshire","150","145","42620","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Northumberland, and Tyne and Wear","280","260","39260","32340"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Outer London - East and North East","20","20","39010","25600"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Outer London - South","15","15","35260","25600"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Outer London - West and North West","20","15","45130","44550"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Shropshire and Staffordshire","80","75","42840","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","South Yorkshire","165","150","36030","28850"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Surrey, East and West Sussex","210","200","43350","36780"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Tees Valley and Durham","115","100","39940","33300"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","West Midlands","550","515","40770","38760"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","West Wales and The Valleys","105","100","41700","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","West Yorkshire","480","445","40590","38760"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","East Wales","385","375","30490","30060"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Shropshire and Staffordshire","60","55","26600","27130"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Bedfordshire and Hertfordshire","55","50","38450","35770"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","130","120","37790","35660"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Cornwall and Isles of Scilly","25","25","44060","43400"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Cumbria","80","75","25550","22590"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Derbyshire and Nottinghamshire","15","15","39580","38580"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Devon","80","80","33290","28600"
